customerID,MonthlyCharges,tenure,Contract,Churn,value_segment,risk_segment,rule_segment,cluster
0103-CSITQ,109.4,57,One year,0,High value,Low risk,High value / Low risk,2
6479-OAUSD,19.9,25,One year,0,Low value,Low risk,Low value / Low risk,0
3757-NJYBX,106.35,32,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
0363-SVHYR,86.85,71,Two year,0,High value,Low risk,High value / Low risk,2
7075-BNDVQ,35.0,4,Month-to-month,0,Low value,High risk,Low value / High risk,1
9691-HKOVS,90.15,55,One year,0,High value,Low risk,High value / Low risk,2
4558-FANTW,91.85,17,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
8780-IHCRN,24.65,63,Two year,0,Low value,Low risk,Low value / Low risk,0
5533-NHFRF,44.4,7,Month-to-month,0,Low value,High risk,Low value / High risk,1
2889-FPWRM,117.8,72,One year,1,High value,Low risk,High value / Low risk,2
0723-VSOBE,34.2,45,One year,0,Low value,Low risk,Low value / Low risk,0
4273-MBHYA,89.35,1,Month-to-month,0,High value,High risk,High value / High risk,1
7602-MVRMB,110.45,72,Two year,0,High value,Low risk,High value / Low risk,2
1508-DFXCU,81.45,12,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
1028-FFNJK,101.5,30,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
9481-IEBZY,112.9,72,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
7924-GJZFI,69.3,25,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
9445-ZUEQE,85.2,27,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
7162-WPHPM,71.6,58,Two year,0,Mid value,Low risk,Mid value / Low risk,2
4671-LXRDQ,45.0,2,Month-to-month,1,Low value,High risk,Low value / High risk,1
1752-OZXFY,59.8,60,One year,0,Mid value,Low risk,Mid value / Low risk,2
2466-FCCPT,19.7,20,One year,0,Low value,Low risk,Low value / Low risk,0
6121-TNHBO,83.0,63,One year,0,Mid value,Low risk,Mid value / Low risk,2
9845-QOMAD,19.75,14,One year,0,Low value,Low risk,Low value / Low risk,0
1872-EBWSC,20.35,29,One year,0,Low value,Low risk,Low value / Low risk,0
4806-HIPDW,68.95,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
6897-UUBNU,89.65,29,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
6923-EFPNL,51.75,4,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
0201-OAMXR,115.55,70,One year,1,High value,Low risk,High value / Low risk,2
5876-HZVZM,55.9,6,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
6350-XFYGW,94.75,4,Month-to-month,0,High value,High risk,High value / High risk,1
9975-GPKZU,19.75,46,Two year,0,Low value,Low risk,Low value / Low risk,0
3589-PPVKW,44.4,9,Month-to-month,0,Low value,High risk,Low value / High risk,1
8042-JVNFH,71.35,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
2603-HVKCG,101.4,31,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
4988-IQIGL,75.35,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
1506-YJTYT,73.85,45,Two year,0,Mid value,Low risk,Mid value / Low risk,2
2458-EOMRE,64.05,11,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
1656-DRSMG,109.85,63,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
9277-JOOMO,24.6,3,Month-to-month,0,Low value,High risk,Low value / High risk,0
6371-NZYEG,64.25,16,Two year,0,Mid value,Low risk,Mid value / Low risk,1
6131-IUNXN,20.2,19,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
8766-PAFNE,79.1,71,Two year,0,Mid value,Low risk,Mid value / Low risk,2
5686-CMAWK,86.75,17,One year,0,High value,Low risk,High value / Low risk,1
9702-AIUJO,44.8,50,One year,0,Low value,Low risk,Low value / Low risk,0
4450-DLLMH,71.3,2,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
3374-PZLXD,19.7,34,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
7995-ZHHNZ,56.1,42,One year,0,Mid value,Low risk,Mid value / Low risk,1
0197-PNKNK,84.45,69,One year,0,High value,Low risk,High value / Low risk,2
8775-CEBBJ,44.2,9,Month-to-month,1,Low value,High risk,Low value / High risk,1
8676-OOQEJ,30.5,4,Month-to-month,0,Low value,High risk,Low value / High risk,1
0206-TBWLC,114.65,54,One year,0,High value,Low risk,High value / Low risk,2
8383-SGHJU,59.4,33,One year,0,Mid value,Low risk,Mid value / Low risk,1
8800-JOOCF,84.05,12,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
6161-ERDGD,85.45,71,One year,0,High value,Low risk,High value / Low risk,2
5960-MVTUK,29.75,3,Month-to-month,0,Low value,High risk,Low value / High risk,1
8325-QRPZR,75.15,7,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
2300-RQGOI,20.05,38,Two year,0,Low value,Low risk,Low value / Low risk,0
8748-HFWBO,19.9,19,One year,0,Low value,Low risk,Low value / Low risk,0
2126-GSEGL,84.8,70,Two year,0,High value,Low risk,High value / Low risk,2
2586-CWXVV,30.4,54,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
5127-BZENZ,65.2,56,One year,0,Mid value,Low risk,Mid value / Low risk,2
7596-ZYWBB,59.6,65,Two year,0,Mid value,Low risk,Mid value / Low risk,2
4628-WQCQQ,85.15,35,One year,1,High value,Low risk,High value / Low risk,1
0621-HJWXJ,81.55,63,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,2
4750-UKWJK,19.6,37,One year,0,Low value,Low risk,Low value / Low risk,0
4228-ZGYUW,90.05,4,Month-to-month,1,High value,High risk,High value / High risk,1
9172-ANCRX,98.7,10,Month-to-month,1,High value,High risk,High value / High risk,1
1846-XWOQN,70.15,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
8750-QWZAJ,19.8,70,Two year,0,Low value,Low risk,Low value / Low risk,0
7270-BDIOA,90.0,22,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
2272-UOINI,78.5,7,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
7869-ZYDST,59.05,31,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
6522-OIQSX,54.95,69,Two year,0,Mid value,Low risk,Mid value / Low risk,2
2107-FBPTK,104.1,30,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
6313-GIDIT,54.45,53,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,2
6140-QNRQQ,71.55,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
2400-XIWIO,90.1,71,Two year,0,High value,Low risk,High value / Low risk,2
4360-QRAVE,36.65,37,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,1
4476-OSWTN,110.55,69,One year,0,High value,Low risk,High value / Low risk,2
3842-QTGDL,80.75,16,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
5143-WMWOG,19.95,1,Month-to-month,1,Low value,High risk,Low value / High risk,0
9220-CXRSC,61.4,69,Two year,0,Mid value,Low risk,Mid value / Low risk,2
0115-TFERT,111.2,21,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
8535-SFUTN,106.45,61,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
6518-LGAOV,105.0,38,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
9441-QHEVC,19.1,1,Month-to-month,0,Low value,High risk,Low value / High risk,0
2474-LCNUE,73.65,23,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
9462-MJUAW,50.4,4,Month-to-month,1,Low value,High risk,Low value / High risk,1
9332-GYWLO,54.85,6,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
5448-VWNAM,75.9,19,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
9091-WTUUY,69.25,64,Two year,0,Mid value,Low risk,Mid value / Low risk,2
0784-GTUUK,23.75,62,One year,0,Low value,Low risk,Low value / Low risk,0
6772-KSATR,81.7,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
0032-PGELS,30.5,1,Month-to-month,1,Low value,High risk,Low value / High risk,1
5133-VRSAB,29.35,8,Month-to-month,0,Low value,High risk,Low value / High risk,1
9239-GZHZE,113.65,72,Two year,0,High value,Low risk,High value / Low risk,2
1353-LJWEM,60.9,11,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
7267-FRMJW,20.1,25,Two year,0,Low value,Low risk,Low value / Low risk,0
6900-PXRMS,105.75,26,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
7088-FBAWU,74.55,17,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
9873-MNDKV,44.65,11,Month-to-month,0,Low value,High risk,Low value / High risk,1
7695-PKLCZ,20.5,68,Two year,0,Low value,Low risk,Low value / Low risk,0
6168-YBYNP,111.35,59,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
8314-DPQHL,50.8,9,One year,0,Mid value,Low risk,Mid value / Low risk,1
3295-YVUSR,72.6,2,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
2195-ZRVAX,85.3,47,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
2519-ERQOJ,54.6,33,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
5970-GHJAW,19.95,46,Two year,0,Low value,Low risk,Low value / Low risk,0
4616-ULAOA,110.8,65,Two year,0,High value,Low risk,High value / Low risk,2
6661-EIPZC,29.5,48,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
7841-TZDMQ,46.0,2,Month-to-month,1,Low value,High risk,Low value / High risk,1
2024-BASKD,74.6,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
8064-RAVOH,49.85,1,Month-to-month,0,Low value,High risk,Low value / High risk,1
6103-BOCOU,80.7,26,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
1159-WFSGR,20.4,16,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
5855-EIBDE,106.65,49,Two year,0,High value,Low risk,High value / Low risk,2
8512-WIWYV,20.35,32,One year,0,Low value,Low risk,Low value / Low risk,0
2829-HYVZP,19.8,29,One year,0,Low value,Low risk,Low value / Low risk,0
1777-JYQPJ,24.3,2,Month-to-month,0,Low value,High risk,Low value / High risk,0
2988-GBIVW,90.85,70,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
1591-MQJTP,93.65,51,One year,0,High value,Low risk,High value / Low risk,2
3605-JISKB,60.0,55,One year,0,Mid value,Low risk,Mid value / Low risk,2
1624-NALOJ,89.8,5,Month-to-month,1,High value,High risk,High value / High risk,1
3148-AOIQT,24.95,69,Two year,0,Low value,Low risk,Low value / Low risk,0
8735-IJJEG,50.2,14,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,1
1335-HQMKX,101.35,72,One year,0,High value,Low risk,High value / Low risk,2
3911-RSNHI,61.4,71,Two year,0,Mid value,Low risk,Mid value / Low risk,2
5546-BYZSM,20.45,41,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
0128-MKWSG,45.8,26,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,1
6311-UEUME,78.9,29,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
4135-FRWKJ,76.25,55,One year,0,Mid value,Low risk,Mid value / Low risk,2
1452-XRSJV,51.05,39,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
3744-ZRRDZ,82.35,21,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
3034-ZBEQN,34.7,48,One year,1,Low value,Low risk,Low value / Low risk,0
0774-RMNUW,59.7,71,Two year,0,Mid value,Low risk,Mid value / Low risk,2
9553-DLCLU,88.95,13,Two year,0,High value,Low risk,High value / Low risk,1
4397-FRLTA,20.15,4,Month-to-month,0,Low value,High risk,Low value / High risk,0
7055-JCGNI,111.95,70,Two year,0,High value,Low risk,High value / Low risk,2
6261-RCVNS,73.9,42,One year,1,Mid value,Low risk,Mid value / Low risk,2
3007-FDPEA,20.7,2,Month-to-month,0,Low value,High risk,Low value / High risk,0
1790-NESIO,20.4,13,Two year,0,Low value,Low risk,Low value / Low risk,0
4647-XXZAM,45.5,6,Month-to-month,0,Low value,High risk,Low value / High risk,1
0511-JTEOY,71.1,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
1498-DQNRX,19.85,29,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
9501-UKKNL,51.7,59,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,2
6723-CEGQI,45.25,65,Two year,0,Low value,Low risk,Low value / Low risk,2
0795-LAFGP,90.4,71,Two year,0,High value,Low risk,High value / Low risk,2
5076-YVXCM,83.4,51,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,2
1328-EUZHC,20.1,18,Two year,0,Low value,Low risk,Low value / Low risk,0
6537-QLGEX,38.9,16,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,1
9695-IDRZR,116.15,34,Two year,0,High value,Low risk,High value / Low risk,2
7129-CAKJW,80.05,17,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
6933-VLYFX,59.95,31,One year,0,Mid value,Low risk,Mid value / Low risk,1
8417-GSODA,92.2,28,One year,0,High value,Low risk,High value / Low risk,1
3162-ZJZFU,92.55,53,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
7945-HLKEA,64.75,60,One year,0,Mid value,Low risk,Mid value / Low risk,2
1208-DNHLN,48.35,23,One year,1,Low value,Low risk,Low value / Low risk,0
8565-HBFNN,107.2,69,One year,0,High value,Low risk,High value / Low risk,2
3458-IDMFK,20.75,25,Two year,0,Low value,Low risk,Low value / Low risk,0
6988-CJEYV,98.7,49,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
3005-NFMTA,98.8,55,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
1268-ASBGA,85.35,16,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
9391-YZEJW,94.0,62,One year,0,High value,Low risk,High value / Low risk,2
5708-EVONK,93.4,58,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
5346-BZCHP,19.4,69,Two year,0,Low value,Low risk,Low value / Low risk,0
9444-JTXHZ,76.2,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
2851-MMUTZ,56.15,27,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
8050-DVOJX,81.35,49,Two year,0,Mid value,Low risk,Mid value / Low risk,2
5597-GLBUC,85.45,1,Month-to-month,1,High value,High risk,High value / High risk,1
2662-NNTDK,24.8,65,One year,0,Low value,Low risk,Low value / Low risk,0
9801-GDWGV,103.45,39,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
2716-GFZOR,86.1,43,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
5590-YRFJT,24.45,20,Month-to-month,1,Low value,Medium risk,Low value / Medium risk,0
4536-PLEQY,85.05,12,Month-to-month,0,High value,High risk,High value / High risk,1
4719-UMSIY,19.65,6,Month-to-month,0,Low value,High risk,Low value / High risk,0
3696-DFHHB,25.5,68,Two year,0,Low value,Low risk,Low value / Low risk,0
5499-ECUTN,66.05,47,One year,0,Mid value,Low risk,Mid value / Low risk,2
8480-PPONV,115.55,62,Two year,0,High value,Low risk,High value / Low risk,2
1427-VERSM,98.7,56,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
9766-HGEDE,19.35,17,One year,0,Low value,Low risk,Low value / Low risk,0
9500-LTVBP,80.05,35,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
5561-NWEVX,79.2,2,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
3841-CONLJ,35.0,1,Month-to-month,0,Low value,High risk,Low value / High risk,1
4800-CZMPC,103.25,48,One year,1,High value,Low risk,High value / Low risk,2
6233-HXJMX,89.3,45,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
6122-LJADA,90.15,70,Two year,0,High value,Low risk,High value / Low risk,2
4183-WCSEP,78.45,31,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
4458-KVRBJ,25.0,59,Two year,0,Low value,Low risk,Low value / Low risk,0
9978-HYCIN,84.95,47,One year,0,High value,Low risk,High value / Low risk,2
4635-EJYPD,18.95,32,Two year,0,Low value,Low risk,Low value / Low risk,0
1154-HYWWO,70.6,38,One year,0,Mid value,Low risk,Mid value / Low risk,2
7346-MEDWM,83.25,59,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,2
8982-NHAVY,100.5,27,One year,0,High value,Low risk,High value / Low risk,2
5443-SCMKX,94.3,58,One year,0,High value,Low risk,High value / Low risk,2
3508-CFVZL,111.3,71,Two year,0,High value,Low risk,High value / Low risk,2
0141-YEAYS,86.45,27,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
4832-VRBMR,103.15,65,One year,0,High value,Low risk,High value / Low risk,2
1661-CZBAU,70.95,48,One year,0,Mid value,Low risk,Mid value / Low risk,2
3956-MGXOG,80.6,28,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
9546-KDTRB,24.7,19,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
5320-BRKGK,75.8,58,Two year,0,Mid value,Low risk,Mid value / Low risk,2
5447-WZAFP,100.3,53,One year,0,High value,Low risk,High value / Low risk,2
9898-KZQDZ,94.55,40,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
5510-BOIUJ,19.25,1,Month-to-month,1,Low value,High risk,Low value / High risk,0
0093-XWZFY,104.5,40,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
1241-EZFMJ,25.45,61,Two year,0,Low value,Low risk,Low value / Low risk,0
9835-ZIITK,110.85,66,One year,1,High value,Low risk,High value / Low risk,2
2606-PKWJB,40.25,40,One year,0,Low value,Low risk,Low value / Low risk,1
6215-NQCPY,99.7,15,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
7225-IILWY,25.75,68,Two year,0,Low value,Low risk,Low value / Low risk,0
9391-EOYLI,80.45,12,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
2220-IAHLS,19.4,1,Month-to-month,0,Low value,High risk,Low value / High risk,0
2229-DPMBI,19.5,8,Two year,0,Low value,Low risk,Low value / Low risk,0
4826-TZEVA,74.8,40,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
2878-RMWXY,102.65,72,Two year,0,High value,Low risk,High value / Low risk,2
0260-ZDLGK,72.9,9,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
0851-DFJKB,58.95,15,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
7617-EYGLW,19.45,1,Month-to-month,0,Low value,High risk,Low value / High risk,0
3550-SAHFP,83.35,33,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
9418-RUKPH,19.95,38,Two year,0,Low value,Low risk,Low value / Low risk,0
9018-PCIOK,64.75,55,Two year,0,Mid value,Low risk,Mid value / Low risk,2
4293-ETKAP,79.4,65,Two year,0,Mid value,Low risk,Mid value / Low risk,2
5542-DHSXL,54.7,4,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
5056-FIMPT,106.0,43,One year,0,High value,Low risk,High value / Low risk,2
6133-OZILE,35.2,18,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,1
9497-QCMMS,93.55,1,Month-to-month,1,High value,High risk,High value / High risk,1
9975-SKRNR,18.9,1,Month-to-month,0,Low value,High risk,Low value / High risk,0
7379-POKDZ,70.3,3,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
0936-NQLJU,20.65,41,Two year,0,Low value,Low risk,Low value / Low risk,0
6087-MVHJH,88.45,16,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
6918-UMQCG,80.2,5,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
0899-WZRSD,105.35,56,Month-to-month,0,High value,Medium risk,High value / Medium risk,2
5539-HIVAK,25.7,28,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
8540-ZQGEA,20.05,54,Two year,0,Low value,Low risk,Low value / Low risk,0
5906-BFOZT,19.5,1,Month-to-month,0,Low value,High risk,Low value / High risk,0
6362-QHAFM,108.3,42,One year,0,High value,Low risk,High value / Low risk,2
3186-AJIEK,105.65,66,Two year,0,High value,Low risk,High value / Low risk,2
5383-MMTWC,84.0,8,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
9146-JRIOX,25.55,14,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
2027-OAQQC,49.05,43,Month-to-month,1,Low value,Medium risk,Low value / Medium risk,1
4312-GVYNH,49.85,70,Two year,0,Low value,Low risk,Low value / Low risk,2
5898-IGSLP,89.3,31,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
0619-OLYUR,111.9,72,Two year,0,High value,Low risk,High value / Low risk,2
9871-ELEYA,67.65,34,Two year,0,Mid value,Low risk,Mid value / Low risk,2
1561-BWHIN,19.8,19,One year,0,Low value,Low risk,Low value / Low risk,0
9651-GTSAQ,106.1,53,One year,1,High value,Low risk,High value / Low risk,2
9505-SQFSW,40.3,3,Month-to-month,0,Low value,High risk,Low value / High risk,1
5364-EVNIB,79.8,13,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
0496-AHOOK,74.4,24,One year,0,Mid value,Low risk,Mid value / Low risk,1
1273-MTETI,88.85,4,Month-to-month,1,High value,High risk,High value / High risk,1
1730-ZMAME,79.5,32,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
7325-ENZFI,40.3,39,One year,0,Low value,Low risk,Low value / Low risk,1
4670-TABXH,109.75,72,Two year,0,High value,Low risk,High value / Low risk,2
7752-XUSCI,105.9,60,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
4430-YHXGG,25.45,4,Month-to-month,0,Low value,High risk,Low value / High risk,0
8092-NLTGF,24.75,72,Two year,0,Low value,Low risk,Low value / Low risk,0
7240-ETPTR,48.75,9,Month-to-month,1,Low value,High risk,Low value / High risk,1
6114-TCFID,39.5,29,One year,0,Low value,Low risk,Low value / Low risk,1
9229-RQABD,23.75,18,One year,0,Low value,Low risk,Low value / Low risk,0
3398-GCPMU,89.55,72,Two year,0,High value,Low risk,High value / Low risk,2
5919-VCZYM,20.05,2,Month-to-month,0,Low value,High risk,Low value / High risk,0
5945-AZYHT,109.6,71,One year,0,High value,Low risk,High value / Low risk,2
4365-MSDYN,19.55,8,Month-to-month,0,Low value,High risk,Low value / High risk,0
3146-MSEGF,88.05,72,Two year,0,High value,Low risk,High value / Low risk,2
5846-NEQVZ,70.85,71,Two year,0,Mid value,Low risk,Mid value / Low risk,2
4393-RYCRE,106.05,44,One year,0,High value,Low risk,High value / Low risk,2
5968-HYJRZ,24.55,47,Two year,0,Low value,Low risk,Low value / Low risk,0
1258-YMZNM,110.5,27,One year,0,High value,Low risk,High value / Low risk,2
7312-XSBAT,49.75,1,Month-to-month,0,Low value,High risk,Low value / High risk,1
4538-WNTMJ,24.95,46,One year,0,Low value,Low risk,Low value / Low risk,0
7950-XWOVN,34.7,11,Month-to-month,0,Low value,High risk,Low value / High risk,1
2845-AFFTX,99.8,41,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
6023-GSSXW,61.45,69,Two year,0,Mid value,Low risk,Mid value / Low risk,2
9522-ZSINC,19.95,13,One year,0,Low value,Low risk,Low value / Low risk,0
2208-MPXIO,20.0,45,Two year,0,Low value,Low risk,Low value / Low risk,0
5789-LDFXO,24.6,24,One year,0,Low value,Low risk,Low value / Low risk,0
2097-YVPKN,25.75,65,Two year,0,Low value,Low risk,Low value / Low risk,0
2722-JMONI,49.55,1,Month-to-month,1,Low value,High risk,Low value / High risk,1
7833-PKIHD,76.4,51,One year,0,Mid value,Low risk,Mid value / Low risk,2
8084-OIVBS,20.0,11,One year,0,Low value,Low risk,Low value / Low risk,0
7548-SEPYI,96.25,5,Month-to-month,1,High value,High risk,High value / High risk,1
3981-QSVQI,19.7,8,Month-to-month,0,Low value,High risk,Low value / High risk,0
7898-PDWQE,80.4,71,Two year,0,Mid value,Low risk,Mid value / Low risk,2
6833-JMZYP,94.0,15,Month-to-month,0,High value,Medium risk,High value / Medium risk,1
0536-BGFMZ,20.5,28,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
4546-FOKWR,74.75,16,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
1177-XZBJL,64.15,53,One year,0,Mid value,Low risk,Mid value / Low risk,2
6502-KUGLL,59.45,14,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
5278-PNYOX,100.65,49,Two year,0,High value,Low risk,High value / Low risk,2
7110-BDTWG,47.05,71,Two year,0,Low value,Low risk,Low value / Low risk,2
6619-RPLQZ,20.85,45,Two year,0,Low value,Low risk,Low value / Low risk,0
1323-OOEPC,98.4,53,Month-to-month,1,High value,Medium risk,High value / Medium risk,2
2320-SLKMB,44.45,26,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,1
2990-OGYTD,86.15,67,Two year,0,High value,Low risk,High value / Low risk,2
3489-HHPFY,84.05,2,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
2739-CACDQ,82.65,17,Month-to-month,0,Mid value,Medium risk,Mid value / Medium risk,1
1564-NTYXF,82.0,13,Month-to-month,1,Mid value,Medium risk,Mid value / Medium risk,1
9959-WOFKT,106.7,71,Two year,0,High value,Low risk,High value / Low risk,2
6152-ONASV,58.25,68,One year,0,Mid value,Low risk,Mid value / Low risk,2
0247-SLUJI,19.7,1,Month-to-month,0,Low value,High risk,Low value / High risk,0
0221-NAUXK,19.95,10,One year,0,Low value,Low risk,Low value / Low risk,0
2516-XSJKX,78.45,41,Two year,0,Mid value,Low risk,Mid value / Low risk,2
4023-RTIQM,50.4,31,One year,0,Low value,Low risk,Low value / Low risk,1
1399-UBQIU,69.35,11,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
8896-BQTTI,25.0,1,Month-to-month,0,Low value,High risk,Low value / High risk,0
4018-KJYUY,20.15,22,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
5414-OFQCB,90.45,57,Two year,0,High value,Low risk,High value / Low risk,2
6625-UTXEW,51.25,12,Month-to-month,0,Mid value,High risk,Mid value / High risk,1
8441-SHIPE,25.6,67,Two year,0,Low value,Low risk,Low value / Low risk,0
3016-KSVCP,33.75,29,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
6231-WFGFH,20.5,4,Month-to-month,0,Low value,High risk,Low value / High risk,0
7895-VONWT,48.25,25,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,1
2314-TNDJQ,55.65,72,Two year,0,Mid value,Low risk,Mid value / Low risk,2
6408-WHTEF,89.4,72,Two year,0,High value,Low risk,High value / Low risk,2
9026-LHEVG,40.75,9,Month-to-month,0,Low value,High risk,Low value / High risk,1
1172-VIYBP,69.7,53,Two year,0,Mid value,Low risk,Mid value / Low risk,2
5795-KTGUD,110.8,68,Two year,0,High value,Low risk,High value / Low risk,2
8996-ZROXE,53.5,57,One year,0,Mid value,Low risk,Mid value / Low risk,2
8404-VLQFB,25.25,15,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
8143-ETQTI,19.65,23,Two year,0,Low value,Low risk,Low value / Low risk,0
3549-ZTMNH,24.0,12,Two year,0,Low value,Low risk,Low value / Low risk,0
8318-LCNBW,53.15,35,One year,0,Mid value,Low risk,Mid value / Low risk,1
5922-ABDVO,89.65,19,Month-to-month,1,High value,Medium risk,High value / Medium risk,1
9367-WXLCH,84.5,8,Month-to-month,1,High value,High risk,High value / High risk,1
2675-IJRGJ,19.65,53,Two year,0,Low value,Low risk,Low value / Low risk,0
4486-EFAEB,20.4,13,Month-to-month,0,Low value,Medium risk,Low value / Medium risk,0
5564-NEMQO,75.3,1,Month-to-month,1,Mid value,High risk,Mid value / High risk,1
