PetID,image_pixels_available,image_pixels_count,image_width_mean,image_width_max,image_height_mean,image_height_max,image_aspect_ratio_mean,image_aspect_ratio_max,image_resolution_pixels_mean,image_resolution_pixels_max,image_brightness_mean,image_brightness_max,image_contrast_mean,image_contrast_max,image_colorfulness_mean,image_colorfulness_max,image_edge_variance_mean,image_edge_variance_max,image_aspect_ratio_sd
0a14ac037,1,4,500.0,640,480.0,480,1.0416666666666665,1.3333333333333333,240000.0,307200,113.14823,141.15308,59.5979,73.9351,16.41255737356717,27.077183679509286,3079.3376,3982.5508,0.29166666666666663
0a1b56e66,1,4,391.75,400,303.25,400,1.3458695660124849,1.6736401673640167,118000.0,146800,95.44618,106.920555,58.58506,71.014496,20.162954360919628,24.259335872776276,5482.198,6787.881,0.2751407538169029
0a1b57b57,1,1,640.0,640,360.0,360,1.7777777777777777,1.7777777777777777,230400.0,230400,108.22967,108.22967,58.301353,58.301353,38.502442320361936,38.502442320361936,2930.513,2930.513,0.0
0a2073b86,1,3,640.0,640,360.0,360,1.7777777777777777,1.7777777777777777,230400.0,230400,129.97797,146.90135,28.530527,31.465515,31.43085370293865,32.967979326528145,953.7598,1238.436,0.0
0a20eaed8,1,1,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,136.94319,136.94319,31.330397,31.330397,41.26008982612724,41.26008982612724,1024.7358,1024.7358,0.0
0a266921d,1,1,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,105.25349,105.25349,36.64166,36.64166,57.743219825488396,57.743219825488396,5947.818,5947.818,0.0
0a30968a3,1,1,400.0,400,400.0,400,1.0,1.0,160000.0,160000,153.75766,153.75766,85.13018,85.13018,26.189432541955103,26.189432541955103,4927.501,4927.501,0.0
0a38a1059,1,5,339.8,400,360.0,400,0.9828333333333333,1.3333333333333333,119920.0,120000,105.91544,155.16055,57.832726,86.141335,11.090345373869702,17.35537729279804,1996.3314,4574.838,0.2861835075611451
0a3fc490f,1,1,270.0,270,480.0,480,0.5625,0.5625,129600.0,129600,177.49324,177.49324,47.519066,47.519066,18.509409643175204,18.509409643175204,2719.8813,2719.8813,0.0
0a40d8c85,1,3,292.6666666666667,306,295.3333333333333,312,0.9912668632180827,1.0104529616724738,86545.33333333333,95472,124.56338,143.13393,59.140255,62.44289,37.45001553736478,42.42129669418362,3829.6992,5136.8926,0.013586710448844078
0a4203544,1,3,270.0,270,480.0,480,0.5625,0.5625,129600.0,129600,133.56413,172.79034,56.0553,59.405823,51.13444266609961,68.18664400588793,2547.3115,3150.9353,0.0
0a4b42306,1,3,400.0,400,225.0,225,1.7777777777777777,1.7777777777777777,90000.0,90000,110.33486,110.334854,54.73457,54.734566,29.875394494497943,29.875394494497947,2334.133,2334.133,0.0
0a4fc94e5,1,1,203.0,203,360.0,360,0.5638888888888889,0.5638888888888889,73080.0,73080,124.545815,124.545815,65.39527,65.39527,19.664103361246312,19.664103361246312,2913.8997,2913.8997,0.0
0a536633a,1,6,350.0,400,312.5,400,1.2638888888888888,1.7777777777777777,105000.0,120000,125.81699,152.73596,67.98121,90.89675,19.780958200118423,30.5909387179726,3246.3752,5026.9614,0.5138888888888888
0a53af472,1,3,293.3333333333333,400,313.6666666666667,321,0.9443732483147356,1.3377926421404682,91226.66666666667,119600,123.73618,133.70854,60.866394,63.390438,53.48941607283646,63.62881550181003,2275.6936,2540.3374,0.2781895212244766
0a555d688,1,4,570.0,640,480.0,480,1.1875,1.3333333333333333,273600.0,307200,104.76535,145.66016,67.077644,68.7814,12.317905354358594,13.768945495628467,4214.623,4393.403,0.25259074277046123
0a5be413e,1,1,400.0,400,225.0,225,1.7777777777777777,1.7777777777777777,90000.0,90000,98.89737,98.89737,54.025646,54.025646,42.099938525453766,42.099938525453766,4229.69,4229.69,0.0
0a6362374,1,1,360.0,360,480.0,480,0.75,0.75,172800.0,172800,93.2797,93.2797,57.23277,57.23277,21.53123806206117,21.53123806206117,1635.0176,1635.0176,0.0
0a6b9433e,1,3,356.0,356,480.0,480,0.7416666666666667,0.7416666666666667,170880.0,170880,118.22715,153.34956,68.162926,70.51181,36.22861378689546,41.13856592866128,4483.1665,4677.065,0.0
0a71e754f,1,2,640.0,640,480.0,480,1.3333333333333333,1.3333333333333333,307200.0,307200,114.12769,114.463524,49.114937,54.472504,32.07288931980863,35.29981244166367,3180.2087,3680.7546,0.0
0a76a6cf3,1,1,480.0,480,480.0,480,1.0,1.0,230400.0,230400,148.28146,148.28146,67.16812,67.16812,25.368233963029148,25.368233963029148,7305.875,7305.875,0.0
0a7798d2b,1,10,382.1,400,320.6,400,1.2276129652295735,1.5810276679841897,121094.5,134862,122.60689,146.9958,49.387733,61.221207,35.79159508548762,61.3927561096313,3693.7234,4900.785,0.24997021815993636
0a796c967,1,10,370.0,400,330.0,400,1.1583333333333334,1.3333333333333333,120000.0,120000,124.86566,136.2359,68.27526,78.95976,25.48598974821177,35.064898855250334,2002.3656,2534.7903,0.26731691553909065
0a83235b2,1,1,360.0,360,480.0,480,0.75,0.75,172800.0,172800,55.467205,55.467205,45.193817,45.193817,42.575825735423635,42.575825735423635,2987.425,2987.425,0.0
0a84451ae,1,5,400.0,400,400.0,400,1.0,1.0,160000.0,160000,138.28107,155.31818,53.59547,85.86828,31.13619804759594,40.907349686346244,2580.6038,6112.1094,0.0
0a8746c09,1,5,319.2,400,379.4,400,0.8663079018616777,1.3377926421404682,119480.4,119600,140.72598,166.75385,74.59964,90.808975,28.514618986254696,50.44928158227229,3245.3796,4255.146,0.23574385894359656
0a8bc19f6,1,1,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,93.35972,93.35972,66.38064,66.38064,21.35227301676191,21.35227301676191,3342.673,3342.673,0.0
0a8ee7520,1,4,337.5,360,480.0,480,0.703125,0.75,162000.0,172800,132.9872,157.291,49.55706,62.116543,31.89051417110898,42.09286991022733,2633.5217,5266.4688,0.08118988160479113
0a8fc6614,1,3,311.3333333333333,400,355.6666666666667,400,0.9443757802746567,1.4981273408239701,106800.0,106800,110.9094,119.39061,55.09782,58.896633,43.11599390798255,46.9212820037539,4547.0464,5540.2236,0.39156148355705256
0a949618f,1,3,360.0,360,480.0,480,0.75,0.75,172800.0,172800,108.87693,136.4915,56.516296,60.7296,23.453158261750435,27.101521328784997,3105.4543,3636.6582,0.0
0a98163c8,1,5,472.0,640,480.0,480,0.9833333333333332,1.3333333333333333,226560.0,307200,126.40704,171.70406,60.06184,68.06245,44.34495774910339,62.26521765397307,2249.4084,3193.2998,0.28577380332470403
0a9f9f178,1,10,440.6,640,476.0,640,0.9238888888888889,1.7777777777777777,219416.0,409600,128.00235,161.73724,55.009705,76.01648,44.38263221241731,59.71930629465532,3053.036,4429.2705,0.35895768174528675
0aa2ce4a9,1,6,546.6666666666666,640,400.0,480,1.4351851851851851,1.7777777777777777,211200.0,230400,120.69297,143.78291,46.528244,53.678665,45.32140481024661,75.805563142977,4252.6816,5214.6987,0.48449909081300474
0aa767c04,1,1,204.0,204,400.0,400,0.51,0.51,81600.0,81600,126.56735,126.56735,40.092724,40.092724,15.125985183834398,15.125985183834398,2380.6467,2380.6467,0.0
0aaf6976a,1,13,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,106.62137,135.141,53.564907,64.15265,21.629525290457437,27.015903186715526,1572.4331,2155.4187,0.0
0ab4214b4,1,1,400.0,400,400.0,400,1.0,1.0,160000.0,160000,113.98183,113.98183,63.36499,63.36499,64.42979017947992,64.42979017947992,3250.8137,3250.8137,0.0
0ab8ae91b,1,8,320.875,400,382.5,400,0.8670609781115224,1.5037593984962405,121350.0,157600,129.63062,139.67732,52.848785,63.468384,24.278859852638078,42.18603587505706,2942.4834,3925.2012,0.25876616331605007
0aba238d7,1,3,300.0,300,400.0,400,0.75,0.75,120000.0,120000,86.0691,105.42474,66.21662,74.172554,27.44250597385089,30.096685850331696,3104.7512,3917.1423,0.0
0abff77fe,1,6,383.3333333333333,400,317.1666666666667,400,1.2387818455463142,1.4285714285714286,120200.0,135200,169.16557,185.94025,78.60894,83.51378,32.194765441661964,40.687433208781016,4315.8975,5155.979,0.23232191563191976
0ac279a25,1,1,343.0,343,480.0,480,0.7145833333333333,0.7145833333333333,164640.0,164640,130.07019,130.07019,59.492966,59.492966,48.909749823262324,48.909749823262324,4252.785,4252.785,0.0
0ac2e7d16,1,20,380.5,400,299.75,400,1.3509881315269197,1.9704433497536946,112128.0,146400,201.04689,224.15643,78.860664,98.93495,34.49562962198417,54.64031247849205,3778.612,4918.287,0.3759547292607391
0ac3e7992,1,5,640.0,640,360.0,360,1.777777777777778,1.7777777777777777,230400.0,230400,88.25215,126.725845,43.57035,48.120296,27.03430039526514,42.12634056628235,2025.7224,2646.1458,2.220446049250313e-16
0ac6fe826,1,4,360.0,360,480.0,480,0.75,0.75,172800.0,172800,90.95633,104.443115,68.64925,79.79085,23.750885767323016,29.17361246664609,4477.479,4597.1,0.0
0ac71c2c1,1,2,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,91.01256,115.334015,72.923904,86.75029,40.2962518919752,42.163328449860956,3110.6865,3858.3955,0.0
0ac81fcc4,1,3,640.0,640,480.0,480,1.3333333333333333,1.3333333333333333,307200.0,307200,135.71008,148.03798,43.55128,50.105045,22.424566096960774,43.55840352150763,1540.5631,1780.1842,0.0
0acb3bf7a,1,2,332.5,360,480.0,480,0.6927083333333333,0.75,159600.0,172800,129.69289,133.63281,56.325043,64.43054,35.51679763304547,37.402312984212344,3743.3752,4717.7188,0.057291666666666685
0acd95320,1,1,360.0,360,480.0,480,0.75,0.75,172800.0,172800,137.94194,137.94194,34.90093,34.90093,38.59621494887972,38.59621494887972,1929.5153,1929.5153,0.0
0ace65bc4,1,1,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,121.48553,121.48553,67.287605,67.287605,18.990888645774326,18.990888645774326,1397.3741,1397.3741,0.0
0adca3f66,1,1,300.0,300,400.0,400,0.75,0.75,120000.0,120000,103.735435,103.735435,71.629776,71.629776,27.875529318184654,27.875529318184654,2430.8965,2430.8965,0.0
0adebbf21,1,12,430.0,640,506.6666666666667,640,0.8402777777777777,1.3333333333333333,223466.66666666666,409600,115.23832,143.39279,56.223927,77.6966,33.66347724341659,49.283860939323375,3536.8997,5677.4224,0.17499448844936322
0adfa8a60,1,1,400.0,400,225.0,225,1.7777777777777777,1.7777777777777777,90000.0,90000,144.0875,144.0875,50.630283,50.630283,51.71078599805568,51.71078599805568,3289.3723,3289.3723,0.0
0ae5f9681,1,3,366.6666666666667,400,333.3333333333333,400,1.1388888888888886,1.3333333333333333,120000.0,120000,145.36171,150.59016,47.976177,53.675148,22.835531721139347,25.73186700445579,2351.5752,2614.7148,0.27498597046143514
0ae84d311,1,4,460.0,640,520.0,640,0.8958333333333333,1.3333333333333333,240000.0,307200,119.407555,192.27138,41.18654,53.51159,21.650104267955182,23.468796847948113,1861.5603,3072.6672,0.2525907427704613
0aebdcbc4,1,6,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,97.39625,105.18105,63.70664,80.60584,15.694685517482483,26.63080061132794,2694.8494,4755.806,0.0
0af142ee3,1,2,350.0,400,350.0,400,1.0416666666666665,1.3333333333333333,120000.0,120000,114.95363,139.7318,44.861282,46.521606,12.746371712310768,16.571370361944926,2262.0898,2410.0076,0.29166666666666663
0af365e26,1,1,399.0,399,225.0,225,1.7733333333333334,1.7733333333333334,89775.0,89775,85.66281,85.66281,76.76179,76.76179,10.132043750560904,10.132043750560904,2344.683,2344.683,0.0
0af536283,1,4,339.0,400,350.0,400,1.0141666666666667,1.3333333333333333,115600.0,120000,116.29886,136.99945,50.81896,65.20457,27.524320899372185,42.487133400798065,3036.8677,5467.0156,0.3192449860391093
0af685a60,1,6,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,120.338036,142.90926,61.178787,82.93245,33.909603659404354,41.11047813382815,2704.4705,4491.2,0.0
0afb7e845,1,7,364.14285714285717,400,358.14285714285717,400,1.043267557275447,1.3333333333333333,128914.28571428571,159200,132.40858,139.61703,58.845623,72.98895,28.395383057899203,47.49849324265638,2798.674,5086.8022,0.25976498600655595
0b01864e2,1,3,360.0,360,480.0,480,0.75,0.75,172800.0,172800,167.77855,181.48729,37.580906,55.289307,9.126222967497165,11.928816290380077,4387.2954,8085.6704,0.0
0b04b1c7a,1,4,640.0,640,480.0,480,1.3333333333333333,1.3333333333333333,307200.0,307200,145.82031,156.17836,58.22369,62.741924,33.23975619047894,40.284518726850656,5192.5176,6469.7144,0.0
0b051c8b3,1,1,267.0,267,400.0,400,0.6675,0.6675,106800.0,106800,123.124275,123.124275,24.234161,24.234161,27.94514908649939,27.94514908649939,1794.4727,1794.4727,0.0
0b0d903f4,1,3,311.6666666666667,360,389.0,480,0.8462157809983898,1.038647342995169,130035.0,172800,102.21896,105.354065,54.209484,61.502747,25.57861666595478,36.32772173677233,3155.281,4965.5737,0.13606966240224222
0b0f596b5,1,4,548.75,640,421.0,480,1.360540400552486,1.7679558011049723,225640.0,307200,119.96973,142.4497,71.85064,87.69591,24.244849583646758,45.121316262634565,5092.3145,7121.9736,0.4881254930603382
0b110b315,1,4,300.0,300,400.0,400,0.75,0.75,120000.0,120000,132.0549,140.53304,39.918335,42.42918,26.089983216458783,30.39570562240045,2983.58,3334.2766,0.0
0b15f3794,1,9,355.55555555555554,400,344.44444444444446,400,1.074074074074074,1.3333333333333333,120000.0,120000,96.28058,118.903076,46.013462,61.905323,24.98243216301348,40.170530809368564,1434.4381,1994.9889,0.28986066374997266
0b243ba27,1,5,295.0,400,379.6,400,0.8041265955586641,1.3289036544850499,109945.0,160000,112.83073,123.43978,66.31818,75.962906,27.18246952266883,55.826667161246334,2691.4033,3878.235,0.3120479820776191
0b24f7e7f,1,2,500.0,640,480.0,480,1.0416666666666665,1.3333333333333333,240000.0,307200,96.31166,100.78223,63.09308,84.62323,33.47713219874123,37.144014998415386,3443.7566,5068.687,0.29166666666666663
0b2e2526c,1,2,350.0,400,350.0,400,1.0416666666666665,1.3333333333333333,120000.0,120000,131.8628,154.98271,61.140564,61.342804,23.051895354346257,25.208704840560372,2452.2246,2923.2688,0.29166666666666663
0b32cba75,1,1,640.0,640,480.0,480,1.3333333333333333,1.3333333333333333,307200.0,307200,130.57413,130.57413,60.934032,60.934032,25.951152779439255,25.951152779439255,5851.176,5851.176,0.0
0b3763054,1,1,400.0,400,225.0,225,1.7777777777777777,1.7777777777777777,90000.0,90000,111.37227,111.37227,43.76897,43.76897,40.71726339544075,40.71726339544075,2568.7766,2568.7766,0.0
0b3b23c20,1,1,640.0,640,480.0,480,1.3333333333333333,1.3333333333333333,307200.0,307200,122.718475,122.718475,65.61601,65.61601,57.76073416142303,57.76073416142303,3967.2637,3967.2637,0.0
0b3deeb66,1,3,360.0,360,480.0,480,0.75,0.75,172800.0,172800,107.265625,149.32153,62.330647,73.238846,42.093389143205705,77.9830765957137,4446.5015,6314.148,0.0
0b3f851f0,1,4,479.5,640,448.0,479,1.1007291034264863,1.5686274509803921,209840.5,272640,117.92114,132.74878,56.181778,61.29275,54.11725546053003,60.69770103688697,2416.9307,3074.8335,0.4353894081268335
0b459b60b,1,5,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,85.72573,120.8854,41.771507,51.277424,17.22954295141826,22.34196410375325,1077.8281,2129.527,0.0
0b4a0d698,1,3,523.0,640,388.3333333333333,480,1.450487761015039,1.9814241486068112,192373.33333333334,231680,106.480995,121.17369,64.95094,69.43136,68.04490650797811,77.64570702633797,2984.9512,3220.9116,0.6062093909581261
0b4a33baa,1,1,299.0,299,400.0,400,0.7475,0.7475,119600.0,119600,107.87848,107.87848,85.93808,85.93808,19.216323329250002,19.216323329250002,3453.245,3453.245,0.0
0b4ac75e9,1,4,455.0,640,480.0,480,0.9479166666666666,1.3333333333333333,218400.0,307200,129.7001,145.66022,68.867546,71.61152,54.86251642889753,77.12785421154669,3834.2356,4877.0146,0.38541666666666663
0b4bb9906,1,5,360.0,360,480.0,480,0.75,0.75,172800.0,172800,124.99605,130.89224,64.20881,69.68418,18.510782250282887,21.14664101788099,2242.935,2648.6443,0.0
0b501f1d8,1,3,305.0,382,479.6666666666667,480,0.6358226049640454,0.7958333333333333,146306.66666666666,183360,111.05951,135.29678,49.7227,55.980904,16.04349109081477,17.984094411283124,1881.244,2739.6821,0.11555146712488977
0b57ed86a,1,4,530.75,640,360.0,360,1.4743055555555555,1.7777777777777777,191070.0,230400,134.61768,154.43599,33.82516,58.556023,12.43278539610591,16.82715213934776,1339.5717,1734.5537,0.5256293075747217
0b59a57ff,1,8,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,104.869705,141.41896,67.62125,79.1984,18.744885176131,31.699761253493385,3063.934,6401.668,0.0
0b6022baa,1,4,360.0,360,480.0,480,0.75,0.75,172800.0,172800,100.91451,107.78036,55.183548,60.23692,29.60233001834444,31.941043554180734,2211.3418,2851.4639,0.0
0b6064845,1,2,640.0,640,427.0,427,1.4988290398126465,1.4988290398126465,273280.0,273280,68.0374,89.52986,41.90235,45.640594,32.411450486889024,41.804968553716776,1862.1414,2330.2314,0.0
0b6457bf5,1,3,356.0,356,480.0,480,0.7416666666666667,0.7416666666666667,170880.0,170880,121.398285,126.02412,55.38257,61.81523,55.35628203507347,65.33426256769955,2450.4468,2669.9038,0.0
0b74e375f,1,2,402.5,410,480.0,480,0.8385416666666666,0.8541666666666666,193200.0,196800,116.376114,119.1503,60.506493,60.77388,69.35935792714207,69.9388229973932,2026.0743,2095.1755,0.015625
0b74f813f,1,1,203.0,203,360.0,360,0.5638888888888889,0.5638888888888889,73080.0,73080,128.51097,128.51097,53.126057,53.126057,35.97451731545648,35.97451731545648,3877.9236,3877.9236,0.0
0b807a7dd,1,1,272.0,272,188.0,188,1.446808510638298,1.446808510638298,51136.0,51136,115.17732,115.17732,55.60451,55.60451,9.505058701869153,9.505058701869153,3636.908,3636.908,0.0
0b817da84,1,1,399.0,399,359.0,359,1.1114206128133706,1.1114206128133706,143241.0,143241,95.93524,95.93524,53.52772,53.52772,30.957874560948884,30.957874560948884,1299.851,1299.851,0.0
0b819602d,1,2,270.0,270,480.0,480,0.5625,0.5625,129600.0,129600,132.39864,139.04518,79.45256,79.73823,26.413417268418648,28.807680019146733,3090.4778,3414.2288,0.0
0b8614414,1,3,300.0,300,400.0,400,0.75,0.75,120000.0,120000,125.8866,146.82918,55.99075,60.355377,24.791442679457095,26.53344441163826,3088.2654,3800.3586,0.0
0b8e1dd80,1,6,360.0,360,480.0,480,0.75,0.75,172800.0,172800,121.92661,152.15195,51.801647,70.27426,32.01889399233789,42.15631928986977,3143.5193,4801.444,0.0
0b90767fa,1,4,360.0,360,480.0,480,0.75,0.75,172800.0,172800,119.18292,136.94916,66.22594,75.78574,55.32240414232423,57.82001214381929,4521.545,6340.24,0.0
0b942f000,1,1,640.0,640,480.0,480,1.3333333333333333,1.3333333333333333,307200.0,307200,122.16561,122.16561,44.33267,44.33267,50.31902967930459,50.31902967930459,2682.423,2682.423,0.0
0ba16b529,1,2,640.0,640,360.0,360,1.7777777777777777,1.7777777777777777,230400.0,230400,114.75496,115.121826,75.85602,81.61442,17.391837642216814,18.921990690886663,4353.046,4481.102,0.0
0baab7556,1,1,270.0,270,480.0,480,0.5625,0.5625,129600.0,129600,103.74006,103.74006,53.452366,53.452366,36.157160687774,36.157160687774,4280.1904,4280.1904,0.0
0bc3f09be,1,1,400.0,400,285.0,285,1.4035087719298245,1.4035087719298245,114000.0,114000,130.97629,130.97629,44.35116,44.35116,27.94227118897804,27.94227118897804,2479.7305,2479.7305,0.0
0bcae32b7,1,2,300.0,300,400.0,400,0.75,0.75,120000.0,120000,110.52629,122.76135,65.89116,73.39988,37.35928379338201,42.698226140957566,3226.2544,3958.6426,0.0
0bcb2c2b5,1,1,300.0,300,400.0,400,0.75,0.75,120000.0,120000,121.36796,121.36796,43.230145,43.230145,25.782537375270863,25.782537375270863,1723.4476,1723.4476,0.0
0bd2d5882,1,1,400.0,400,400.0,400,1.0,1.0,160000.0,160000,135.4019,135.4019,58.30841,58.30841,47.590587390627704,47.590587390627704,6526.5723,6526.5723,0.0
0bd394ec8,1,2,440.0,640,479.5,480,0.9180584551148225,1.336116910229645,210880.0,306560,124.65857,133.19142,59.701294,64.46563,29.54074153812911,36.99046252874259,2399.8098,2705.4644,0.41805845511482254
0bd83ba72,1,1,360.0,360,480.0,480,0.75,0.75,172800.0,172800,176.07631,176.07631,44.196186,44.196186,28.223255195579455,28.223255195579455,2566.7893,2566.7893,0.0
0bd867d1b,1,1,400.0,400,269.0,269,1.486988847583643,1.486988847583643,107600.0,107600,90.157524,90.157524,60.202644,60.202644,27.269405995028404,27.269405995028404,5865.485,5865.485,0.0
0bdd7f7ac,1,3,348.6666666666667,640,360.0,360,0.9685185185185187,1.7777777777777777,125520.0,230400,100.78647,126.94751,57.289288,65.94986,28.18303294985515,36.327079883178286,2504.2825,2853.9666,0.5722327099602245
0be09ae87,1,2,400.0,400,267.0,267,1.4981273408239701,1.4981273408239701,106800.0,106800,122.26419,125.58309,61.46807,67.73013,17.66937736913242,19.011066098952163,2130.7305,2512.4097,0.0
0be5af159,1,5,416.0,640,480.0,480,0.8666666666666666,1.3333333333333333,199680.0,307200,99.03157,108.743904,83.03288,86.37797,25.8320182602992,28.38311274549551,1756.8392,1957.8107,0.2333333333333333
0be7a4adf,1,5,440.0,640,456.0,480,0.9833333333333332,1.3333333333333333,199680.0,307200,113.147865,131.23833,74.89967,80.7016,22.930454981385957,30.96326129236911,3585.914,4724.145,0.28577380332470403
0beacc42e,1,2,342.0,397,480.0,480,0.7124999999999999,0.8270833333333333,164160.0,190560,115.11263,119.050385,57.660362,61.518936,28.282431511449794,30.721274256121518,2554.6772,2573.8384,0.11458333333333331
0bf2506a5,1,5,359.8,400,340.0,400,1.0994999999999997,1.3333333333333333,119920.0,120000,148.65067,166.53442,53.771687,69.40554,19.161463842138833,24.495187984354313,2077.6204,2348.5615,0.2863872669422763
0bf83cc3e,1,2,640.0,640,360.0,360,1.7777777777777777,1.7777777777777777,230400.0,230400,79.78472,84.28252,68.70732,71.45261,34.11275404948071,34.574839731185705,3322.6606,3464.4548,0.0
0bf9dfa21,1,4,337.5,360,480.0,480,0.703125,0.75,162000.0,172800,125.5009,139.3636,65.482834,69.99732,18.852288888197467,27.54256611989528,3910.8784,6014.585,0.08118988160479113
0c0214da4,1,1,400.0,400,299.0,299,1.3377926421404682,1.3377926421404682,119600.0,119600,118.13259,118.13259,56.79724,56.79724,23.456439405667005,23.456439405667005,9002.312,9002.312,0.0
0c0508818,1,1,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,81.96212,81.96212,51.02735,51.02735,35.96759116942377,35.96759116942377,2049.2444,2049.2444,0.0
0c05a138b,1,5,318.6,400,391.6,400,0.819963687150838,1.1173184357541899,124080.0,143200,111.4977,135.01286,49.049915,56.375748,28.08596400506176,36.13475912584011,2056.826,2336.5127,0.16494210841759194
0c0bae9fb,1,9,375.3333333333333,400,373.0,400,1.0216046133824799,1.3333333333333333,139333.33333333334,157600,149.42055,204.52988,80.26633,89.390724,31.51588073583574,48.08532623059964,4514.435,6317.6816,0.17353972163540987
0c17e1f32,1,2,640.0,640,384.0,384,1.6666666666666667,1.6666666666666667,245760.0,245760,123.80993,129.0923,44.63816,47.86422,18.53776123810502,18.674917035574687,1326.7296,1383.0295,0.0
0c1e8a6f2,1,1,640.0,640,640.0,640,1.0,1.0,409600.0,409600,137.19878,137.19878,63.67699,63.67699,18.028145311648608,18.028145311648608,3359.7607,3359.7607,0.0
0c200f7a6,1,3,453.3333333333333,640,480.0,480,0.9444444444444443,1.3333333333333333,217600.0,307200,96.004456,100.83063,55.38905,62.352943,33.08537565309161,34.88745537056276,3875.0632,4772.1714,0.27498597046143514
0c2549da5,1,3,382.6666666666667,400,341.6666666666667,399,1.1575707297489322,1.4705882352941178,129750.66666666667,141600,108.59534,119.50501,80.28452,82.47193,16.304874538355175,18.21586203710849,3744.5967,4927.9023,0.24507878568376118
0c281122e,1,2,640.0,640,360.0,360,1.7777777777777777,1.7777777777777777,230400.0,230400,129.33636,130.25046,56.086952,59.074528,22.104519605400874,22.40481697135156,4059.745,4146.059,0.0
0c28877b7,1,4,640.0,640,480.0,480,1.3333333333333333,1.3333333333333333,307200.0,307200,123.35621,131.1234,60.931107,78.56235,45.9365641785079,81.41268802677743,2305.0208,3524.6545,0.0
0c2e0fc7d,1,3,340.0,340,480.0,480,0.7083333333333334,0.7083333333333334,163200.0,163200,182.16228,183.12827,75.43343,77.09516,32.7201227296178,43.43920062342894,4827.6606,5118.048,0.0
0c3cb3d44,1,1,300.0,300,225.0,225,1.3333333333333333,1.3333333333333333,67500.0,67500,173.96425,173.96425,58.378704,58.378704,20.414259983944003,20.414259983944003,3574.6326,3574.6326,0.0
0c3ce1826,1,4,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,108.56633,114.9646,51.25564,60.5618,25.086052386117412,28.527915758761303,3903.5483,4872.1665,0.0
0c3f6001a,1,11,377.6363636363636,400,355.27272727272725,400,1.0886475732449175,1.3333333333333333,133163.63636363635,157200,125.01262,162.03148,54.69624,68.85593,44.304967736681924,73.78999486323981,2171.8396,3278.4402,0.21574826999884755
0c46298f8,1,2,640.0,640,480.0,480,1.3333333333333333,1.3333333333333333,307200.0,307200,110.57909,131.82703,75.10065,86.81695,15.014302341243415,21.302094754373453,3270.5903,3593.678,0.0
0c47e700c,1,3,393.3333333333333,640,440.0,480,0.9675925925925926,1.7777777777777777,163200.0,230400,109.590965,131.1312,55.72675,67.43821,44.433490769460754,98.76445660887845,2584.5234,4069.5112,0.5728874384613232
0c49c9df2,1,2,640.0,640,480.0,480,1.3333333333333333,1.3333333333333333,307200.0,307200,74.31554,74.876884,62.410694,63.38669,6.90942177382013,6.984528511144882,1296.1396,1360.8567,0.0
0c4c55b39,1,2,640.0,640,360.0,360,1.7777777777777777,1.7777777777777777,230400.0,230400,143.14737,143.4099,51.321644,52.025597,8.468698432114529,9.162550575542895,4021.9443,4182.129,0.0
0c4e78176,1,1,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,121.688286,121.688286,49.404358,49.404358,42.022735723390184,42.022735723390184,3508.1409,3508.1409,0.0
0c5b71bf0,1,2,350.0,400,350.0,400,1.0416666666666665,1.3333333333333333,120000.0,120000,120.80614,123.73401,46.341576,52.6519,33.592563701483584,33.867408691627446,3512.0527,4431.762,0.29166666666666663
0c5d5968b,1,8,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,137.06369,150.31117,49.550354,55.78382,27.100658058542482,32.14843052966063,1655.4882,2129.0554,0.0
0c5dbd29f,1,1,400.0,400,266.0,266,1.5037593984962405,1.5037593984962405,106400.0,106400,82.13697,82.13697,38.645725,38.645725,18.432127532861234,18.432127532861234,4069.2834,4069.2834,0.0
0c5fe8151,1,2,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,119.715675,126.46558,63.944237,70.71757,32.23731077116946,35.86805512009819,1560.0201,1624.899,0.0
0c612e8df,1,1,400.0,400,267.0,267,1.4981273408239701,1.4981273408239701,106800.0,106800,102.58819,102.58819,60.217484,60.217484,28.910047710324985,28.910047710324985,2086.5532,2086.5532,0.0
0c64363af,1,4,300.0,300,400.0,400,0.75,0.75,120000.0,120000,97.66803,159.92744,54.574245,94.34689,26.517799798698796,52.06650147801376,1244.1047,2243.2166,0.0
