PetID,image_embedding_available,image_embedding_count
925c3854a,1,1
d714680ff,1,3
b1ed265ef,1,3
91d0ba5c0,0,0
530c897a2,1,3
ff9d8cb25,1,3
8cebbeec1,1,3
cf9e48222,1,3
1fecd2bab,1,3
f2eb9530d,1,3
3fed382c0,1,1
a5acfe9ed,1,1
523f4a05e,1,3
3b178aa59,1,3
1077fb67a,1,3
ae5059b40,1,3
b11ae7451,1,3
e68926f8d,1,3
3480a9d2e,1,3
a46794d88,1,2
bd54c995a,1,3
f45176c4c,1,3
dcc58b6ba,1,3
e27ac6865,1,3
f83695eb0,1,3
fa7c7d1be,1,3
a5b1713d3,1,2
8a38740d1,1,3
7611934a0,1,1
2208d2be1,1,2
a05e81f9f,1,3
3de1de812,1,3
655bbbcc8,1,3
0a4203544,1,3
ed0185e39,1,2
a73b9eafd,1,3
ed5631a9c,1,2
ebc749f21,1,2
687be6419,1,3
d22561762,1,3
0adca3f66,1,1
b25c2d2d1,1,3
38063ee14,1,2
f8c6ed1a5,1,3
19480ca6f,1,3
1f82a9cd0,1,3
06daf9c05,1,3
cf66d011e,1,3
70337537c,1,3
72c626d6c,1,3
9ed224982,1,2
7b052d37d,1,3
231fe619a,1,2
6704c5fd7,1,3
8867faa98,1,2
10516f3c6,1,3
5a828ec3e,1,3
b810732ac,1,3
3e65ffa3c,1,3
656a0a459,1,3
042b1e55f,1,1
eddac3328,1,3
9b344389b,1,3
97f0e7ec2,1,3
0d47275d4,1,3
f4614847a,1,3
c611f493b,1,3
1a676ca88,1,1
c2b2da9dd,1,2
f26e3e182,0,0
db05d2fb1,1,1
08b9a3a2f,1,2
8cc7f24f2,1,3
7ef23b94f,1,1
ebff4722c,1,3
4c9ea9908,1,2
46b9595d0,1,2
b3db0fa59,1,3
3a39613fa,0,0
80de23d7a,0,0
2405c5660,1,1
3df923a0e,1,1
8b0ea16a5,1,3
8f1bdc253,1,2
dbabe4e51,1,1
b921bfb80,1,3
a7cd5b749,1,1
4866e37fe,1,1
2127c6e1f,0,0
63912e2b8,1,3
21d8f0d2f,1,3
1534419ad,1,1
12890e9dc,1,2
43ad546c7,1,1
9c583aec6,1,3
ea92dcef6,1,2
d5ee02201,1,1
c969e8b17,1,3
764fac30e,1,3
fb67eb5d9,1,2
9d513f46a,1,3
de34278bc,1,2
0fd78af13,1,3
e348d720a,1,3
cccaecca8,1,3
5ca64db1a,1,2
ffebad2e7,1,2
048519a46,1,3
5634cfd98,1,2
503a567ed,1,1
536475bf3,1,3
7eb0b42b1,0,0
605f9cd41,1,2
186920165,1,2
acfaf9210,1,1
e5bc7aaa8,1,3
2cb3529bc,1,3
1a83d4455,1,3
9193c38af,1,2
eaf610cd0,1,3
9c5f43178,1,1
79f41f755,1,3
6f863a03a,1,1
156c2d6ba,0,0
52f3d0bf9,1,3
64070899d,1,1
359dd0b52,1,2
4f1a882b3,1,3
d93b38122,1,1
a03330405,1,1
bdb0f50e0,1,2
44c117982,1,1
4ef15a1c6,1,3
27b1bdd40,1,3
c92cdf20c,1,2
d37c4c951,1,2
62da2d031,1,3
533f52fff,1,3
2d88536fc,1,1
56ddc4f47,1,2
119f813b2,1,2
2831adaff,1,3
0bdd7f7ac,1,3
60f513e5a,1,3
2f7fd8400,1,2
95eb301ed,1,3
c763886a6,1,3
1d20ba693,1,1
58d1adc55,1,1
628f11673,1,3
caa967274,1,3
d7331834d,1,1
6d1c281f9,1,3
158a55025,1,3
41e4574a6,1,1
5682330ad,1,3
bd7f4fcee,1,3
eb1f799df,1,3
50262523c,0,0
4da0a8ee1,1,2
bd3fb8531,1,3
b1d1e399c,1,3
52a539ef3,1,3
adc3a477a,1,1
130797334,1,2
e8f6ede8c,1,3
63697128e,1,1
ca967745b,1,1
c148399c0,1,3
514e33268,1,3
538a89b59,1,3
91ef9278d,1,3
390f4fae4,1,1
722beb3aa,1,3
4f58a37d5,1,3
54bbc1b84,1,3
cbf20c4b0,1,2
df09bd082,1,1
add617e3c,1,2
c960b413e,1,3
3cc573384,1,3
618e97eeb,1,1
4d09e065d,1,1
d719027fd,1,3
2ad6c7675,1,3
dbf579546,1,3
0fe8ffc8e,1,3
ca17a355e,1,1
9ba11975b,1,3
7a23bdbdc,1,3
72c9986ac,1,1
a53e7e832,1,3
6db27dbb7,1,3
4a78b3e0b,1,3
f9f0a5dfb,1,3
63ea7cfeb,1,3
3219ad064,1,3
7582d1ab2,1,2
6709f43e8,1,3
0ece28cf0,1,3
97baac4eb,1,3
98b29e94a,1,3
40fa3f339,1,2
56d7f894f,1,2
d898de7ff,1,2
d56674978,1,3
0822db812,1,2
dc2354851,1,1
fa5957d1c,1,3
37a11cc19,1,3
cef410e81,1,3
22bc76cf6,1,2
2d2f2a305,1,3
a6830bac1,1,2
afa694eb4,1,1
70c30b53f,1,3
b52b8d946,1,1
1b1628128,1,3
8bb1c8a6f,1,2
c92cdde7f,1,2
0d6b42991,1,3
86ea9dda0,1,3
e65daf4dd,1,1
e48598033,1,2
46152db3e,1,3
dd8e62b81,1,3
f6db28991,1,3
e748f52b7,1,1
f836696de,1,1
f1f0972e3,1,3
8aeff9ad9,1,2
eb102e06d,1,3
703c9a23b,1,3
207aa47a6,1,3
14e52bdaf,1,2
083687ba1,1,3
4963e95ce,1,3
022606901,1,3
93e058345,1,2
0c49c9df2,1,2
57af29aba,1,3
6ef7f0012,1,2
fa5f5ccf9,1,2
271ca0b0e,1,1
34ed5aa64,1,3
e9e6aa241,1,1
14fb52f07,1,3
cfa67dca2,1,3
5b9bed882,1,3
4c26cf05d,1,3
4a8dc3644,1,3
16002dd9b,1,3
2774ef93f,1,3
17cbebba6,1,3
bf7ee1354,1,3
a91141912,1,3
a119ce67e,1,3
99f5b19b5,1,1
09dd22091,1,1
bc681e945,1,3
cca1ec6df,1,3
2486fcece,1,3
80bbb481b,1,3
f7b67fd7f,1,1
18a8b9b6e,1,3
f3a9092a2,1,3
559e15485,1,2
cf1b1b824,1,2
de19fca23,1,3
0cba1503b,1,3
97a3cca4f,0,0
b6fb16dbb,1,3
6c4520bd5,1,2
cc4e55d5b,1,3
f2aa25dbc,1,3
2c08a034c,1,3
c8d22c965,1,3
d404012af,1,3
4baa2968b,1,3
bbf6ed419,1,2
07eb56db1,1,1
c42e5a129,1,2
68ab069e3,1,3
9922b4f91,1,3
4413f9855,1,1
8b94ae06d,1,3
bd6a6d0dd,1,3
7ecaa8636,1,1
1c2a20543,1,3
89bec6af3,1,3
6984c9c58,1,3
0d7d16ce1,1,3
0fa25b7e5,1,1
8a6701090,1,3
ca9841ab1,1,1
250f59089,1,3
34b96cf6a,1,2
371d7e8ad,1,3
a338df612,1,3
4b7262ad7,1,2
ac59f3533,1,1
18734d13e,1,3
2d95a1a81,1,3
b3170958f,1,3
0be09ae87,1,2
81532c76f,1,3
99ab7c701,1,1
7f094e80c,1,2
3a050484c,1,3
ab48d21e0,1,3
882021db6,1,1
ee63ca0b4,1,2
37c989ac5,1,3
03c49f5aa,1,3
8f331aa22,1,3
9c1b4bb55,1,2
d380185bc,1,1
508f87cfc,1,1
b1818e562,1,2
3af1dedf7,1,2
9ae0545c1,1,3
6da06ed36,1,1
cf17492c7,1,3
80621df6b,1,3
56a0c2ccd,1,3
bf9ce53b3,1,3
793e89809,1,1
38e7577af,1,3
ff22356ef,1,3
161de24f6,1,3
b743aa88e,1,3
f1fb9506a,1,3
deac22864,1,3
b16852e32,1,1
72a2dc93b,1,1
ab4f161ae,1,3
aa3409a07,1,3
8910ea0f4,1,3
75758ad3f,1,1
52363327c,1,3
cb05f298c,1,2
f069c7c28,1,3
553b720c2,1,3
c58ad77c4,1,2
19470706b,1,2
cb423070b,1,3
f9db446f8,1,2
b129e668c,1,3
f205876aa,1,3
0b6064845,1,2
06abc52ac,1,1
2b47d7f0d,1,3
47fb86cbd,1,3
0c71184d5,0,0
078bf7e5a,1,3
70c88aab8,1,3
5d83f98eb,1,3
aaf465c30,1,3
f66e4eecf,1,3
d2fae31e8,1,3
64eed5e14,1,3
e909c484a,1,3
0690278af,1,1
ad56c5705,1,1
b7af4869d,1,3
f5bbf322d,1,2
b054e635f,1,1
badeec277,1,2
8b34370aa,1,2
c09e086c8,1,3
27ab49f1a,1,1
00156db4a,1,3
f52510492,1,1
0211e2f2d,1,3
6f358dea9,1,3
8e4a80297,1,3
90fe2bf72,1,3
ec8608c1c,0,0
86d42fe3f,1,1
70f92bae8,1,3
8f49d2828,1,1
e1cc143c4,1,3
41c61ed91,1,3
ba77d1df1,1,1
68e6d1bd7,1,3
9598a1528,0,0
6083e589b,1,2
ab3759aae,1,3
6090e5de6,1,1
487531377,1,3
14b3376eb,1,2
6fef6e555,1,3
4059df1bf,1,3
ea4fe7ae2,1,3
550405709,1,1
4d67e7fcf,1,2
7c6cc4bba,1,1
be604ea67,0,0
c2bc9cfc3,1,3
f246cb734,1,1
f8e0a06ca,1,3
fab063ed4,1,3
5ead05034,1,1
de884d234,1,3
87a37261b,1,3
f0f9efd52,1,3
a04a67a2e,1,3
d1ef30b8a,1,3
6c8613e80,1,3
e72120027,1,3
3b2f6d5b2,1,3
449290a8b,1,3
ca3dbbaa3,1,1
a243c61c6,1,3
84f308399,1,3
28dc83755,1,1
d6c60a52d,1,3
598f1fdae,1,3
50d1c2157,1,1
dd6cb40d8,1,2
5fe2e44a2,1,1
547c7bf41,1,3
56b5845d7,1,2
e42a8863f,1,1
34884c9fc,1,3
9ad6f6fae,1,3
61c1f3481,1,3
6bf6880bd,1,1
e3b39a9f5,1,3
063d8c58b,1,3
06b533b04,1,2
443682c9f,1,3
36b20cfb5,0,0
f9b28d664,1,2
8b636912d,1,3
c73c8b6d1,1,1
e2cf62da9,1,3
a76fa694e,1,2
ff7707a35,1,2
faf13c5cd,1,3
160e267f4,1,3
9d4e91ab0,1,3
6764e8752,1,2
c026becc2,1,1
71cb2e2d0,1,3
9498e0379,1,1
f2ff942f1,1,3
96ad633d6,1,3
d21ed8b84,1,1
ec8c5413b,1,3
7d3448f9e,1,1
02a13b2cb,1,3
f57efd0b9,1,1
dc2ae1787,1,2
e7b44276b,1,1
9d6fd0eaf,1,3
7adb5f44c,1,3
81a1cb1b2,1,2
4d5e4949a,1,3
d61dd6a6b,1,2
146005aa0,1,1
b3ae374f7,1,3
5a3599411,1,3
621a16b0c,1,3
c267a86af,1,3
1caf9686d,1,3
0b32cba75,1,1
80fcb8392,1,3
be0e2dfbc,1,3
288edef23,1,3
5742d498f,1,3
f16407c21,1,3
c053ae854,1,2
9baf0d577,1,3
070014779,1,3
feec7a438,1,1
af2ec000a,1,1
b652b7241,1,3
37e15671b,1,1
0ecc1200a,1,3
d2dbe8b09,1,3
b2145e15d,1,1
251f4dd60,1,3
2b4c0f3b6,1,1
d77baafda,1,2
d0e762abd,1,1
f93ea9f9f,1,3
ae6a2116c,1,1
b16fae336,1,2
d2161e0a2,1,1
e545bcd64,1,3
693a90fda,1,1
fad982f0a,1,3
059d8d91f,1,2
8a45e8492,1,3
a249a34f9,1,3
9976d9007,1,3
9e6da2bb1,1,3
b1b2aae50,1,3
a25c1fe02,1,3
e801cb768,1,3
8c2f67527,1,2
26a351904,1,3
68a3c10cb,1,3
a4221001f,1,3
3ee76f8a2,1,3
bb7dfc592,1,1
a9fdc3e4a,1,3
338bc4bcd,1,3
b39ead375,1,1
4d3526802,1,3
064425a21,1,3
48f8d1d90,1,3
8ccb8778d,1,3
04372b78d,1,3
356d41ee2,1,1
dba5f0e5c,1,2
1e140177f,1,1
1c2d419ac,1,3
933da53ee,1,3
0ab8ae91b,1,3
05d3e4d55,1,3
4e09a22e0,1,2
414d8422f,1,3
285758945,1,3
17d578acc,1,1
5ed271e0d,1,1
d9fe690c2,1,3
adbce8472,1,2
f95680d84,1,3
251e884b7,1,1
9b8a35f8b,1,3
2868f9f3f,1,1
a5a7de784,1,2
e3f51f5e0,1,3
bc4e5abfd,1,3
5c94ecc07,1,3
5b57c4bba,1,1
9b0f69f61,1,3
db3fce97e,1,3
ee6e0abe4,1,3
deb7136ba,1,2
007ffeccd,1,3
a85630773,1,3
56f9dbc59,1,3
4f512c3fe,1,3
2def0a43e,1,3
487bbfb6d,1,3
8b8c51377,1,2
243f7f43e,1,1
e59c8fc76,1,3
ccd3e236f,1,3
435f419f9,1,3
be7ff8075,1,1
c2c03cb2d,1,3
cf8325fae,0,0
dafb0cea4,1,3
48553ec94,1,3
0f3fd67e2,1,3
96eb3ec09,1,3
fc9cf8b8d,1,1
41612698d,1,3
cc9c0e1e7,1,3
039fea576,1,1
2a734045b,1,3
4a91d273b,1,3
4e12936b0,1,1
788e8757d,1,3
2533f425e,1,3
11aa441fe,1,3
68936da8c,1,2
fa1c96e93,1,3
094636517,1,3
5c7d61133,1,3
98b1b003d,1,3
2962fc103,1,3
81075b785,1,3
4f9b31590,1,3
907fc239e,1,2
405b63ca5,1,3
bf497e792,1,2
2ce1c6a93,1,3
998de7b77,1,3
9b09114c4,1,3
ddd926335,1,1
65614e7f4,1,3
bd0c6dcb3,1,3
175c5bce0,1,2
928fba0c4,1,3
0defc5386,1,3
bc03cb42b,1,3
e5bb33a17,1,3
2d9dd14b1,1,3
4d6350e54,1,2
a0eec326f,0,0
1e750bb89,1,1
e58dd05c8,1,1
b21dea224,0,0
8b6f2ff52,1,3
3c9dbc88e,1,3
9664bcecb,1,3
8d92ada81,1,3
09b3b9dfd,1,3
1c7a27088,1,2
eb4eef57a,1,3
b2f2134bd,1,3
85ed50b25,1,1
f28036d8a,1,3
4a590a1cc,1,3
a71cafdcf,1,3
d5b9cbf05,1,3
7993a02ee,1,3
bea6f651c,1,3
8e1111452,1,3
96b7978d2,1,3
92d711b01,1,2
5ebe00ac2,1,1
9868e4015,1,3
43c43bfed,1,2
870d3b2aa,1,1
218f8bb3a,1,2
b3faddf18,1,3
b16c55a91,1,1
3a3dc1dab,1,1
3ea00c9fd,1,3
00eced1f0,1,1
ff78347b7,0,0
e9bb69a1e,1,3
3d7204289,1,3
e995db95f,1,3
30eb1004f,1,2
75c84313d,1,2
ef5a07ae2,1,3
9ab460730,1,3
6d6390b1f,1,2
a4e103d6d,1,3
c382bae22,1,2
1154c26ac,1,1
4892ceb8d,1,3
4c31c7db9,1,3
2dea0707b,1,1
9ee370ef6,1,3
16673c028,1,1
b0278d962,1,3
3d7d23a52,1,1
ae00eded4,1,3
267bf57c8,1,3
53923463d,1,3
921817343,1,3
987095c9c,1,2
ab821872c,1,3
0bf2506a5,1,3
55f8f6120,1,1
1bb6183eb,1,2
95bc62678,1,3
ae0c5671e,1,3
d83dd7fc2,1,3
03f65bdd3,1,3
876453f9d,1,3
c64b6e891,1,1
179462b6d,1,3
4450385b4,1,3
ca76729c9,1,3
01b3356f5,1,3
f3452afa7,1,3
af1bc9216,1,3
56bf5e254,1,2
f1df75b45,1,2
57aecbbcf,1,3
cc068a979,1,3
2691a20c0,1,3
2a3796cbd,1,3
3508d0b46,1,1
0c228bdd5,0,0
10711bb95,1,2
6d6318af8,1,3
ec040a1ef,1,3
1cce33a82,1,1
c03fe7452,1,3
1c967561d,1,3
eb5dc081c,1,3
fc3053f45,1,2
10836809d,1,3
945bf5e17,1,1
88d5f9129,1,3
4872c28b4,1,3
42448336b,1,1
900b47573,1,3
984efb177,1,3
3ca4780f5,1,3
d46a58371,1,2
faf4322a0,1,3
627726d36,1,1
1b08020b7,1,3
6aa2cd8ea,1,3
3ce528284,1,1
5cabf5331,1,3
c12883eaa,1,1
6c1fa0fdb,1,3
a7c004380,1,2
4be1b15fb,1,3
72c38b9ab,1,2
db0b0bea6,1,3
b0eeaf438,1,3
6ad1d75b2,1,3
8d32f11b0,1,2
0fc2dc3cb,1,2
87f206cea,1,3
8f9bfc9f4,1,3
42e73a942,1,1
0fa39858f,1,2
a2c9be724,1,3
6138cd70d,1,3
1dc8f0fd4,1,3
61fa95b3b,1,3
34d387261,1,2
ce6fe7377,1,3
2581f9792,0,0
e1cd176b5,1,3
6d43edbe9,1,3
fdb03c163,1,2
243aaaf6c,1,3
de01d00eb,1,2
b5f846518,1,3
6146d435c,1,3
413489a34,1,2
6708ff204,1,3
1ae342ed5,1,2
d005caf41,1,1
9b8805c58,1,3
b6684c4b7,1,3
3828225de,1,1
8dada5ac5,1,1
2b1638a20,1,3
65051faf7,0,0
b9f8cf52a,1,3
c001a0b58,1,3
cf98480e0,1,3
d83f60849,1,3
1fd464902,1,3
f3386d639,1,1
b68679817,1,3
f4813ff89,1,1
029469d58,1,3
f9a3f579a,1,3
f68c70fe1,1,2
4540f8e9c,1,3
3f5ec6144,1,1
181c10e45,1,3
20cb13be9,1,3
1a983eced,1,1
f0c26af32,1,3
b6492d3b1,1,2
be6435852,1,1
1cc98ed1d,1,3
3cc6c4102,1,3
33404ffe6,1,2
43f99cecc,0,0
0f366f264,1,1
d243fce57,1,3
7a12a494f,1,3
eaab63bd7,1,3
9f12dbf17,1,3
74e18bd5e,1,3
23b3f793e,1,2
c2aeb6a1f,1,3
03c323fcf,1,3
5474cd2c2,1,1
71a614388,1,1
86d87d5f7,1,2
ee421d21a,1,3
c43be9e6c,1,3
39fcd2ca4,1,1
b319a0cd7,1,1
ee640a6ba,1,3
05486faf5,1,2
e5115cce8,1,3
8071fcc9c,1,3
a5d1a1271,1,2
2cb1d59ad,1,1
558c419c0,1,3
840538f14,1,3
bfdc4cd9d,1,1
8ce0f64b4,1,1
7023f6b45,1,3
5d8c4f66b,1,3
e129ff4a1,1,3
9cc8bae3b,1,1
1cbaa3e59,1,1
b27f46ae3,1,2
89c28aad0,1,3
bf456451e,1,3
3fa0de4e4,1,3
aa03b987e,1,3
d0e2179a6,1,3
3c155d21c,1,3
35a135b13,1,3
b4fafe948,1,3
a6fd3df67,1,3
6178884d1,1,3
70a90deaf,1,3
cbe4be41b,1,3
3b7aad341,1,1
8dea6d23b,1,1
89d7b4178,1,3
7f59b246d,1,3
d5df34957,1,3
124e6af5e,1,3
cccd87749,1,1
1927c2ed2,1,3
5b11611ff,1,3
427343625,1,3
e4277c6de,1,3
58b4ba48f,1,3
cb9527612,1,3
c93191313,1,3
7c559dedd,1,3
cd37edf46,1,3
4ae940ec2,1,3
694cc5569,1,3
cc8459867,1,1
ef15e6473,1,3
3b6f9b47b,1,1
f99af9837,1,3
897fde926,1,3
fad4fb461,1,3
dfe7a59b4,1,2
870e5566b,1,3
9945b5ac5,1,3
b26f1c630,1,3
cde10c57e,1,2
233ddf40c,1,2
57785dbb8,1,3
b13db9ce8,1,3
15be0f894,1,3
6ce40c2bf,1,3
daa543c46,1,1
918408d22,1,3
021c24928,1,3
f9317ae6d,1,3
dc40c2612,1,2
65d0ea00b,1,3
276f26435,1,3
c228bf013,1,3
eda415d15,1,3
364e3ac89,1,3
841bcd63f,1,2
ee15edbb0,1,1
7c9e28902,1,3
acca0b2ed,1,1
cc195b43d,1,2
efda64fa5,1,3
7564c7b62,1,3
e01e4a748,1,3
0beacc42e,1,2
e4f117930,1,3
87ec8e435,1,3
87a243fe6,1,3
46c44f7bc,1,3
d38ce48c2,1,3
41487b069,1,3
ae64cc2e7,1,1
4aa9a342e,1,2
eed29a312,1,1
30319970f,1,3
08267e916,1,3
98c265a0f,1,3
9d82e4438,1,3
a1e153676,1,3
fc32a88f1,1,3
087ee8e83,1,2
33dc6b53a,1,3
a5a4898db,1,3
c011bc363,1,3
3e6d8a2c9,1,3
efc478e64,1,3
3cc9490b8,1,3
0617d9287,1,1
efbd4c1e6,1,3
c362cc3cd,1,1
fc4d1c61e,1,1
5360d72a3,1,3
699a81c51,1,3
a4e09a814,1,3
3a682b74e,1,2
3a97c693e,1,3
518e71b74,1,3
99ed50a86,1,2
87fadb3df,1,3
b5757bc3f,1,3
94ae813d8,1,3
89c8b19eb,1,3
bcdaf8640,1,3
19fe29040,1,1
532ccd0c5,1,3
e8c9545c7,1,1
d2c677e93,1,3
6c9696bc5,1,3
c23b6bbf6,1,2
5ab1e209b,1,2
b13e4afff,1,3
ed1f38a40,1,1
8803fb1c2,1,3
05abbab5e,1,2
936e8cc95,1,3
8e9abddf0,1,1
8a2998a32,1,3
4f7bfcb68,1,3
b822d0566,1,3
b95d067a2,1,3
f5e9075c9,1,3
13eafff41,1,3
f88144b9f,1,3
176516c7a,1,3
7362590d5,1,1
b5aa74c6a,1,3
21e4ca7d1,1,2
4bcc9f10a,1,3
b6c464fd3,1,2
9ea8e240f,1,3
c8daba029,1,3
650a1a505,1,3
b34dce3d6,1,3
5e5b9483c,1,3
3bcc3be83,1,3
2d8ec2cff,1,3
de0f96a50,1,2
fcb911968,1,1
9deed930d,1,3
73c2c22ca,1,2
fffa39a6a,1,2
c3b263e8f,1,3
c5db00aa6,1,3
00b23513e,1,3
232aee73d,1,3
49382f7cb,1,3
6dacaf7cf,1,1
e4afff6dd,1,3
f3551e91f,1,1
e0e2880ae,1,1
f6ec35f31,1,1
db0213107,1,3
bb15b64ea,1,3
ee71508dc,1,2
ad66b0f44,1,1
de92761ef,1,3
fdd191ba0,1,3
2c3f23fce,1,2
b1763b8b7,0,0
7feb1774c,1,3
3583095d0,1,3
6d1fdcbfc,1,1
49c216bf8,1,3
fd33218b8,1,2
0143edd0a,1,1
e4aadf23c,1,3
7983db8d9,1,3
09f6e29b8,1,1
ea062393d,1,2
71510cf8b,1,3
db08f8564,1,1
ddae7aede,1,3
b898e8d6c,1,1
9ef3d0eec,1,1
f4948a23d,1,3
dfc3301fb,1,3
c76d9c5b9,1,3
218430ef9,1,3
f580ba98c,1,3
57e37b00b,1,1
a970b89c7,1,3
f2212e16c,1,3
8aaff4d83,1,3
4a6e23ad7,1,3
91a4c6b77,1,3
7a59ae5ed,1,1
7075c1306,1,3
63d254530,1,3
962f76f58,1,1
e94581522,1,1
975d32d75,1,3
f7675eb96,1,2
dd38f7a48,1,3
1cea0ad08,1,3
1df182906,1,3
4696fb463,1,1
3bc3e9db2,1,1
343962804,1,3
98686f3bc,1,3
582c02d86,1,3
8010a808c,1,1
7cfb6fe9c,1,3
392cb224a,1,3
ca7c6095a,1,3
11d741736,1,2
bba3070ad,1,3
9166a802a,1,3
4d27ab123,1,2
03f48e12b,1,3
0e49eebb3,1,2
e0a797901,1,2
fb5ef5522,1,3
7daf7af9c,1,3
5f6d23ada,1,2
b15d56540,1,3
937c2e14f,1,3
bfa9377c9,1,2
a05c489dc,1,3
6202e7d4d,1,3
42eac4984,1,3
d3dacde96,1,3
326355730,1,1
7438f5d52,1,1
beb93c6ab,1,3
e61d62489,1,3
696e2d638,1,1
5c110b9d2,1,3
489dad256,1,3
d476272d7,1,2
d25ad4b76,1,2
8d7eff0cc,1,2
dc371c173,1,3
400eaa6d5,1,3
2ea25b63b,1,3
0d3081480,1,3
e4f9be28d,1,3
70c1e9c61,1,3
c879064dc,1,1
c02ce1bc0,1,3
96d7ed5de,1,3
cd1e7ec9d,1,3
f27974780,1,3
dac60bd9c,1,1
5ddd7f219,1,3
852296968,1,3
e5728f078,1,3
9869aad59,1,2
a734e866e,1,1
1c3f79b11,1,2
1965d2288,1,3
66faa15c8,1,3
b7ea489ae,1,3
1dc90fbb8,1,2
434691342,1,1
1c8b66066,1,2
0db02527a,1,2
83b2fae5e,1,3
030f32f08,1,3
0338fcdaf,1,3
482fc8a70,1,3
6295b5bc0,1,3
370d9c1ba,1,3
728a08a8b,1,3
5b4caee59,1,1
9dfd5312c,1,3
63f7cacce,1,3
2e73c3dc3,1,1
c1b7a178a,1,1
5328a3ad8,1,3
e6bc32c73,1,3
afa07a0d6,1,2
45f9a9f66,1,2
1fd2f589f,1,3
f7999c9bf,1,3
0ed8d0f9c,1,1
e4fb514b2,1,3
13c67e713,1,3
ca81b2566,1,3
cf8250644,1,1
7ebdfc3b7,1,2
b2e138d7a,1,2
af1b915b3,1,2
cf78e66fd,1,1
c273ffe1e,1,3
63f2e0940,1,3
256f40704,1,3
f677061e8,1,3
bd2ad0f9d,1,3
9c43d4567,1,3
657a54d36,1,3
f35a5dd35,1,3
a9551ed6d,1,2
c723171ff,1,3
c78cc1272,1,1
bf87b176d,1,3
3f2a40f0a,1,2
cf76c794a,1,1
54959e674,1,1
af28491d1,1,3
acc76c678,1,2
dfcd19237,1,2
c96423707,1,3
5382ef1e5,1,1
5971694db,1,3
c3a52fbbe,1,3
29778124f,1,2
fb9a1cf69,1,3
050afc987,1,3
8eece1c0c,1,3
58a4768a6,1,3
113252df2,1,3
2f7da7f8f,1,2
8553b7037,1,3
aa795e561,1,3
428877021,1,3
8b6867433,1,3
d837f80dd,1,3
eaf13651e,1,1
f82aa539c,1,3
efe569ca6,1,2
df6205194,1,3
7433339b9,0,0
ca7075738,1,2
0b6457bf5,1,3
1ff148919,1,1
fe15cb88c,1,1
dd5275a60,1,3
c0898504e,1,3
1ed0c2a41,1,3
386990598,1,2
5ea1f2c39,1,3
88c0e21d1,1,3
226e8fe7c,1,1
f288b4919,1,3
0f80c9dc5,1,1
d89ce4c76,1,3
21579dbcc,1,2
f83096577,1,3
3bb86aa8f,1,3
a34cf041b,1,1
293061205,1,3
1020c8f00,1,2
f61cb2ecd,1,3
6dbed5324,1,1
ffe0f06ab,1,1
b932b3915,1,3
066498aa1,1,3
758a6def9,1,1
ab8a8e5c9,1,3
7821d724c,1,3
1a51506e1,1,3
5e74dfc90,1,1
faf4fd269,1,1
4f623a979,1,3
3105b0012,1,3
4ad400ba0,1,2
85188cb67,1,1
ba3ee71f8,1,3
0a4fc94e5,1,1
d19f035bc,1,2
087313ba2,1,3
b3b26191c,1,2
84e1e59d5,1,3
2b5249852,1,3
bb0dddcf2,1,3
824db46ba,0,0
a6e33dddf,0,0
33aa18b41,1,3
dcd93c794,1,1
9dfcbe364,1,1
1bcec6d18,1,3
4cfbb4616,1,2
84c1afe03,1,2
861d65847,1,3
90bc90da2,1,3
1bbadc050,1,1
90b927fdd,1,3
7fa23fd14,1,3
a0da2621e,1,3
7ddf00d90,1,2
630e96c9d,1,3
a20880c1d,1,1
c33c82dd5,1,3
acd9e66f1,1,3
ba54e88a9,1,3
a6c7f3a13,1,3
4ffbe0538,1,3
0792dbfa4,1,3
cff80e84d,1,1
a7554fc9e,1,3
3338e5ec6,1,3
447233a49,1,3
5b6add800,1,3
b2b3baca1,1,2
b9e27a268,1,3
469e709ba,1,1
262d7f006,1,3
175f4a910,1,2
b8ccf4b62,1,3
7d1030b42,1,2
94019dc75,1,2
b9405015b,1,1
1035db262,1,2
59e59bd5a,1,2
554c80a2a,1,3
2a69070a9,1,3
8d8895245,1,3
d70af36fd,1,1
a120cae65,1,1
7cf37c7e2,1,3
374b76068,1,2
70112a1b9,1,2
9f2dd031a,1,1
79a9a7b05,1,3
bf90589d1,1,1
e375cb119,1,1
1e87e4110,1,3
2932eac8e,1,1
6aee1d8da,1,2
679e98b95,1,1
39fc7e6d8,1,3
484915b4f,1,3
9abe933fd,1,3
a972114e1,1,3
f1fe2758a,1,2
417c09a08,1,3
f6fac7b56,1,3
8655a46ed,1,3
1f9b856e0,1,2
b574af70f,1,3
e9ec4d543,1,3
ea39ef3ae,1,3
f34b0a578,1,2
9bd70dc2b,1,3
685b2cbe4,1,3
be3508ce5,1,3
b7e7211e7,1,3
2c3d7804c,1,3
09eca4557,1,3
ef896feeb,1,3
1871dd283,1,1
c45e47c4c,1,3
c5af48975,1,3
f07e35bb8,1,3
c8c7ef646,1,3
387a8e71a,1,1
3b4b4cb9c,1,3
2bf2c6260,1,3
f104f8045,1,3
745fd19b8,1,3
9a3224461,1,3
f861fe441,1,3
c32940f0f,1,3
77bb4ce3a,1,3
9fb2a918d,1,3
abaf6c9ee,1,3
799cbc9e1,1,3
55f1edd7d,1,1
1d3dd0cb8,1,2
12ccd5019,1,2
b51b41933,1,3
097dd9931,1,1
