PetID,image_embedding_available,image_embedding_count,image_embedding_primary_available
b4d341b10,1,2,1
c36ffffdc,1,3,1
6697a7f62,1,1,1
27e74e45c,1,3,1
cc3fe68d2,1,1,1
c1278fe60,1,2,1
eb3d2466f,1,3,1
d0b74ed53,1,1,1
dbaa03313,1,3,1
4bce78644,1,3,1
9296c9064,1,3,1
92ee0c92b,1,3,1
c66f97de2,1,3,1
1db76bd72,1,3,1
0025a8313,1,2,1
cb7bfedd5,1,2,1
4103336dd,1,1,1
2e417850b,1,3,1
3ba7056bb,1,2,1
bbf3097d0,1,3,1
ad8b02fcc,1,3,1
5f3a4dab0,1,3,1
fe9e5aa06,1,2,1
4891fdacd,1,1,1
88819fc55,1,1,1
0d551fb5b,1,1,1
99c7658be,1,2,1
0243911ea,1,2,1
00eca0391,1,3,1
45c0c9a1f,1,3,1
296bafb6e,1,3,1
4fd755cc6,1,3,1
865ee6652,1,3,1
c3e1f5f86,1,3,1
171af089c,1,3,1
c2816bdff,1,3,1
7678afa65,1,1,1
25eec77c6,1,3,1
39c02e302,1,3,1
12c4ed873,1,3,1
88a264f0d,1,3,1
ab0609017,1,3,1
f922bd640,1,2,1
0a266921d,1,1,1
6dc193313,1,3,1
351f3746c,1,1,1
7ec72b62f,1,1,1
6185f59bf,1,3,1
a30e92cfd,1,3,1
9f2251ffe,1,3,1
f32059805,1,2,1
1a4c1709a,1,3,1
dde0775b8,1,3,1
aea876483,1,3,1
91298d5cf,1,3,1
7390b70c5,1,3,1
bcd601baa,1,1,1
70a534945,1,2,1
0510d2767,1,3,1
915f0b42a,1,1,1
6ea6cde88,1,3,1
4370b5ff7,1,3,1
ae116d640,1,3,1
c7969bc23,1,2,1
c469973de,1,1,1
04d25d8a7,1,3,1
7ad53619d,1,2,1
ba42b457d,1,3,1
29a2ecf1f,1,3,1
f4c27e753,1,1,1
d1db8712e,1,2,1
a0124e47a,1,3,1
ee65ac339,1,3,1
ffd61a488,1,2,1
ed10d7ee5,1,1,1
f867cc417,1,3,1
965054b9e,1,1,1
dd0d78496,1,3,1
18f9fe19c,1,1,1
dce01bb7e,1,1,1
93b91a46a,0,0,0
380eaa884,1,3,1
bcf8ec029,1,1,1
62f87187d,1,3,1
8bf15c0b6,1,1,1
1a7d70a4f,1,3,1
be4acc363,1,3,1
cb41cd1c5,1,2,1
1fdf2880b,1,2,1
0f78031e4,1,3,1
bb8795c8d,1,3,1
d59f3a6cc,1,3,1
8eb5d1d04,1,3,1
58132cc85,1,3,1
8d6c8d486,1,3,1
aba00e1f9,1,1,1
0ae84d311,1,3,1
74f4cfdf6,0,0,0
9ede28a9d,1,3,1
38436063c,1,1,1
721acc718,1,3,1
15df9cd46,1,3,1
a8a1d4151,0,0,0
a700a780b,1,1,1
68860d109,1,2,1
ea6f69d0a,1,2,1
24554cdc8,1,3,1
da7c5b19f,1,1,1
7ba58565e,1,3,1
1d9c36e47,1,3,1
069762ec2,1,1,1
2e726c62d,1,1,1
6f7d23e2d,1,3,1
00553ae55,1,3,1
5b2e5e410,1,3,1
44175f75c,1,3,1
17066185d,1,3,1
15cc01168,1,3,1
e402f3b2f,1,3,1
6153f9d64,1,3,1
a437cc78c,1,2,1
586585da9,1,3,1
2f4c6ada3,1,3,1
9d84fc0c5,1,3,1
418a25e6b,1,3,1
417c109aa,1,3,1
3e924d284,1,1,1
c39e5de99,1,2,1
7d9d04836,1,3,1
3d51f4560,1,2,1
c4a3c0456,1,1,1
db81bf77c,1,1,1
4b0b7dd2f,1,3,1
2483a71c4,1,3,1
42a8d4f4a,1,3,1
925c3854a,1,1,1
d714680ff,1,3,1
b1ed265ef,1,3,1
91d0ba5c0,0,0,0
530c897a2,1,3,1
ff9d8cb25,1,3,1
8cebbeec1,1,3,1
cf9e48222,1,3,1
1fecd2bab,1,3,1
f2eb9530d,1,3,1
3fed382c0,1,1,1
a5acfe9ed,1,1,1
523f4a05e,1,3,1
3b178aa59,1,3,1
1077fb67a,1,3,1
ae5059b40,1,3,1
b11ae7451,1,3,1
e68926f8d,1,3,1
3480a9d2e,1,3,1
a46794d88,1,2,1
bd54c995a,1,3,1
f45176c4c,1,3,1
dcc58b6ba,1,3,1
e27ac6865,1,3,1
f83695eb0,1,3,1
fa7c7d1be,1,3,1
a5b1713d3,1,2,1
8a38740d1,1,3,1
7611934a0,1,1,1
2208d2be1,1,2,1
a05e81f9f,1,3,1
3de1de812,1,3,1
655bbbcc8,1,3,1
0a4203544,1,3,1
ed0185e39,1,2,1
a73b9eafd,1,3,1
ed5631a9c,1,2,1
ebc749f21,1,2,1
687be6419,1,3,1
d22561762,1,3,1
0adca3f66,1,1,1
b25c2d2d1,1,3,1
38063ee14,1,2,1
f8c6ed1a5,1,3,1
19480ca6f,1,3,1
1f82a9cd0,1,3,1
06daf9c05,1,3,1
cf66d011e,1,3,1
70337537c,1,3,1
72c626d6c,1,3,1
9ed224982,1,2,1
7b052d37d,1,3,1
231fe619a,1,2,1
6704c5fd7,1,3,1
8867faa98,1,2,1
10516f3c6,1,3,1
5a828ec3e,1,3,1
b810732ac,1,3,1
3e65ffa3c,1,3,1
656a0a459,1,3,1
042b1e55f,1,1,1
eddac3328,1,3,1
9b344389b,1,3,1
97f0e7ec2,1,3,1
0d47275d4,1,3,1
f4614847a,1,3,1
c611f493b,1,3,1
1a676ca88,1,1,1
c2b2da9dd,1,2,1
f26e3e182,0,0,0
db05d2fb1,1,1,1
08b9a3a2f,1,2,1
8cc7f24f2,1,3,1
7ef23b94f,1,1,1
ebff4722c,1,3,1
4c9ea9908,1,2,1
46b9595d0,1,2,1
b3db0fa59,1,3,1
3a39613fa,0,0,0
80de23d7a,0,0,0
2405c5660,1,1,1
3df923a0e,1,1,1
8b0ea16a5,1,3,1
8f1bdc253,1,2,1
dbabe4e51,1,1,1
b921bfb80,1,3,1
a7cd5b749,1,1,1
4866e37fe,1,1,1
2127c6e1f,0,0,0
63912e2b8,1,3,1
21d8f0d2f,1,3,1
1534419ad,1,1,1
12890e9dc,1,2,1
43ad546c7,1,1,1
9c583aec6,1,3,1
ea92dcef6,1,2,1
d5ee02201,1,1,1
c969e8b17,1,3,1
764fac30e,1,3,1
fb67eb5d9,1,2,1
9d513f46a,1,3,1
de34278bc,1,2,1
0fd78af13,1,3,1
e348d720a,1,3,1
cccaecca8,1,3,1
5ca64db1a,1,2,1
ffebad2e7,1,2,1
048519a46,1,3,1
5634cfd98,1,2,1
503a567ed,1,1,1
536475bf3,1,3,1
7eb0b42b1,0,0,0
605f9cd41,1,2,1
186920165,1,2,1
acfaf9210,1,1,1
e5bc7aaa8,1,3,1
2cb3529bc,1,3,1
1a83d4455,1,3,1
9193c38af,1,2,1
eaf610cd0,1,3,1
9c5f43178,1,1,1
79f41f755,1,3,1
6f863a03a,1,1,1
156c2d6ba,0,0,0
52f3d0bf9,1,3,1
64070899d,1,1,1
359dd0b52,1,2,1
4f1a882b3,1,3,1
d93b38122,1,1,1
a03330405,1,1,1
bdb0f50e0,1,2,1
44c117982,1,1,1
4ef15a1c6,1,3,1
27b1bdd40,1,3,1
c92cdf20c,1,2,1
d37c4c951,1,2,1
62da2d031,1,3,1
533f52fff,1,3,1
2d88536fc,1,1,1
56ddc4f47,1,2,1
119f813b2,1,2,1
2831adaff,1,3,1
0bdd7f7ac,1,3,1
60f513e5a,1,3,1
2f7fd8400,1,2,1
95eb301ed,1,3,1
c763886a6,1,3,1
1d20ba693,1,1,1
58d1adc55,1,1,1
628f11673,1,3,1
caa967274,1,3,1
d7331834d,1,1,1
6d1c281f9,1,3,1
158a55025,1,3,1
41e4574a6,1,1,1
5682330ad,1,3,1
bd7f4fcee,1,3,1
eb1f799df,1,3,1
50262523c,0,0,0
4da0a8ee1,1,2,1
bd3fb8531,1,3,1
b1d1e399c,1,3,1
52a539ef3,1,3,1
adc3a477a,1,1,1
130797334,1,2,1
e8f6ede8c,1,3,1
63697128e,1,1,1
ca967745b,1,1,1
c148399c0,1,3,1
514e33268,1,3,1
538a89b59,1,3,1
91ef9278d,1,3,1
390f4fae4,1,1,1
722beb3aa,1,3,1
4f58a37d5,1,3,1
54bbc1b84,1,3,1
cbf20c4b0,1,2,1
df09bd082,1,1,1
add617e3c,1,2,1
c960b413e,1,3,1
3cc573384,1,3,1
618e97eeb,1,1,1
4d09e065d,1,1,1
d719027fd,1,3,1
2ad6c7675,1,3,1
dbf579546,1,3,1
0fe8ffc8e,1,3,1
ca17a355e,1,1,1
9ba11975b,1,3,1
7a23bdbdc,1,3,1
72c9986ac,1,1,1
a53e7e832,1,3,1
6db27dbb7,1,3,1
4a78b3e0b,1,3,1
f9f0a5dfb,1,3,1
63ea7cfeb,1,3,1
3219ad064,1,3,1
7582d1ab2,1,2,1
6709f43e8,1,3,1
0ece28cf0,1,3,1
97baac4eb,1,3,1
98b29e94a,1,3,1
40fa3f339,1,2,1
56d7f894f,1,2,1
d898de7ff,1,2,1
d56674978,1,3,1
0822db812,1,2,1
dc2354851,1,1,1
fa5957d1c,1,3,1
37a11cc19,1,3,1
cef410e81,1,3,1
22bc76cf6,1,2,1
2d2f2a305,1,3,1
a6830bac1,1,2,1
afa694eb4,1,1,1
70c30b53f,1,3,1
b52b8d946,1,1,1
1b1628128,1,3,1
8bb1c8a6f,1,2,1
c92cdde7f,1,2,1
0d6b42991,1,3,1
86ea9dda0,1,3,1
e65daf4dd,1,1,1
e48598033,1,2,1
46152db3e,1,3,1
dd8e62b81,1,3,1
f6db28991,1,3,1
e748f52b7,1,1,1
f836696de,1,1,1
f1f0972e3,1,3,1
8aeff9ad9,1,2,1
eb102e06d,1,3,1
703c9a23b,1,3,1
207aa47a6,1,3,1
14e52bdaf,1,2,1
083687ba1,1,3,1
4963e95ce,1,3,1
022606901,1,3,1
93e058345,1,2,1
0c49c9df2,1,2,1
57af29aba,1,3,1
6ef7f0012,1,2,1
fa5f5ccf9,1,2,1
271ca0b0e,1,1,1
34ed5aa64,1,3,1
e9e6aa241,1,1,1
14fb52f07,1,3,1
cfa67dca2,1,3,1
5b9bed882,1,3,1
4c26cf05d,1,3,1
4a8dc3644,1,3,1
16002dd9b,1,3,1
2774ef93f,1,3,1
17cbebba6,1,3,1
bf7ee1354,1,3,1
a91141912,1,3,1
a119ce67e,1,3,1
99f5b19b5,1,1,1
09dd22091,1,1,1
bc681e945,1,3,1
cca1ec6df,1,3,1
2486fcece,1,3,1
80bbb481b,1,3,1
f7b67fd7f,1,1,1
18a8b9b6e,1,3,1
f3a9092a2,1,3,1
559e15485,1,2,1
cf1b1b824,1,2,1
de19fca23,1,3,1
0cba1503b,1,3,1
97a3cca4f,0,0,0
b6fb16dbb,1,3,1
6c4520bd5,1,2,1
cc4e55d5b,1,3,1
f2aa25dbc,1,3,1
2c08a034c,1,3,1
c8d22c965,1,3,1
d404012af,1,3,1
4baa2968b,1,3,1
bbf6ed419,1,2,1
07eb56db1,1,1,1
c42e5a129,1,2,1
68ab069e3,1,3,1
9922b4f91,1,3,1
4413f9855,1,1,1
8b94ae06d,1,3,1
bd6a6d0dd,1,3,1
7ecaa8636,1,1,1
1c2a20543,1,3,1
89bec6af3,1,3,1
6984c9c58,1,3,1
0d7d16ce1,1,3,1
0fa25b7e5,1,1,1
8a6701090,1,3,1
ca9841ab1,1,1,1
250f59089,1,3,1
34b96cf6a,1,2,1
371d7e8ad,1,3,1
a338df612,1,3,1
4b7262ad7,1,2,1
ac59f3533,1,1,1
18734d13e,1,3,1
2d95a1a81,1,3,1
b3170958f,1,3,1
0be09ae87,1,2,1
81532c76f,1,3,1
99ab7c701,1,1,1
7f094e80c,1,2,1
3a050484c,1,3,1
ab48d21e0,1,3,1
882021db6,1,1,1
ee63ca0b4,1,2,1
37c989ac5,1,3,1
03c49f5aa,1,3,1
8f331aa22,1,3,1
9c1b4bb55,1,2,1
d380185bc,1,1,1
508f87cfc,1,1,1
b1818e562,1,2,1
3af1dedf7,1,2,1
9ae0545c1,1,3,1
6da06ed36,1,1,1
cf17492c7,1,3,1
80621df6b,1,3,1
56a0c2ccd,1,3,1
bf9ce53b3,1,3,1
793e89809,1,1,1
38e7577af,1,3,1
ff22356ef,1,3,1
161de24f6,1,3,1
b743aa88e,1,3,1
f1fb9506a,1,3,1
deac22864,1,3,1
b16852e32,1,1,1
72a2dc93b,1,1,1
ab4f161ae,1,3,1
aa3409a07,1,3,1
8910ea0f4,1,3,1
75758ad3f,1,1,1
52363327c,1,3,1
cb05f298c,1,2,1
f069c7c28,1,3,1
553b720c2,1,3,1
c58ad77c4,1,2,1
19470706b,1,2,1
cb423070b,1,3,1
f9db446f8,1,2,1
b129e668c,1,3,1
f205876aa,1,3,1
0b6064845,1,2,1
06abc52ac,1,1,1
2b47d7f0d,1,3,1
47fb86cbd,1,3,1
0c71184d5,0,0,0
078bf7e5a,1,3,1
70c88aab8,1,3,1
5d83f98eb,1,3,1
aaf465c30,1,3,1
f66e4eecf,1,3,1
d2fae31e8,1,3,1
64eed5e14,1,3,1
e909c484a,1,3,1
0690278af,1,1,1
ad56c5705,1,1,1
b7af4869d,1,3,1
f5bbf322d,1,2,1
b054e635f,1,1,1
badeec277,1,2,1
8b34370aa,1,2,1
c09e086c8,1,3,1
27ab49f1a,1,1,1
00156db4a,1,3,1
f52510492,1,1,1
0211e2f2d,1,3,1
6f358dea9,1,3,1
8e4a80297,1,3,1
90fe2bf72,1,3,1
ec8608c1c,0,0,0
86d42fe3f,1,1,1
70f92bae8,1,3,1
8f49d2828,1,1,1
e1cc143c4,1,3,1
41c61ed91,1,3,1
ba77d1df1,1,1,1
68e6d1bd7,1,3,1
9598a1528,0,0,0
6083e589b,1,2,1
ab3759aae,1,3,1
6090e5de6,1,1,1
487531377,1,3,1
14b3376eb,1,2,1
6fef6e555,1,3,1
4059df1bf,1,3,1
ea4fe7ae2,1,3,1
550405709,1,1,1
4d67e7fcf,1,2,1
7c6cc4bba,1,1,1
be604ea67,0,0,0
c2bc9cfc3,1,3,1
f246cb734,1,1,1
f8e0a06ca,1,3,1
fab063ed4,1,3,1
5ead05034,1,1,1
de884d234,1,3,1
87a37261b,1,3,1
f0f9efd52,1,3,1
a04a67a2e,1,3,1
d1ef30b8a,1,3,1
6c8613e80,1,3,1
e72120027,1,3,1
3b2f6d5b2,1,3,1
449290a8b,1,3,1
ca3dbbaa3,1,1,1
a243c61c6,1,3,1
84f308399,1,3,1
28dc83755,1,1,1
d6c60a52d,1,3,1
598f1fdae,1,3,1
50d1c2157,1,1,1
dd6cb40d8,1,2,1
5fe2e44a2,1,1,1
547c7bf41,1,3,1
56b5845d7,1,2,1
e42a8863f,1,1,1
34884c9fc,1,3,1
9ad6f6fae,1,3,1
61c1f3481,1,3,1
6bf6880bd,1,1,1
e3b39a9f5,1,3,1
063d8c58b,1,3,1
06b533b04,1,2,1
443682c9f,1,3,1
36b20cfb5,0,0,0
f9b28d664,1,2,1
8b636912d,1,3,1
c73c8b6d1,1,1,1
e2cf62da9,1,3,1
a76fa694e,1,2,1
ff7707a35,1,2,1
faf13c5cd,1,3,1
160e267f4,1,3,1
9d4e91ab0,1,3,1
6764e8752,1,2,1
c026becc2,1,1,1
71cb2e2d0,1,3,1
9498e0379,1,1,1
f2ff942f1,1,3,1
96ad633d6,1,3,1
d21ed8b84,1,1,1
ec8c5413b,1,3,1
7d3448f9e,1,1,1
02a13b2cb,1,3,1
f57efd0b9,1,1,1
dc2ae1787,1,2,1
e7b44276b,1,1,1
9d6fd0eaf,1,3,1
7adb5f44c,1,3,1
81a1cb1b2,1,2,1
4d5e4949a,1,3,1
d61dd6a6b,1,2,1
146005aa0,1,1,1
b3ae374f7,1,3,1
5a3599411,1,3,1
621a16b0c,1,3,1
c267a86af,1,3,1
1caf9686d,1,3,1
0b32cba75,1,1,1
80fcb8392,1,3,1
be0e2dfbc,1,3,1
288edef23,1,3,1
5742d498f,1,3,1
f16407c21,1,3,1
c053ae854,1,2,1
9baf0d577,1,3,1
070014779,1,3,1
feec7a438,1,1,1
af2ec000a,1,1,1
b652b7241,1,3,1
37e15671b,1,1,1
0ecc1200a,1,3,1
d2dbe8b09,1,3,1
b2145e15d,1,1,1
251f4dd60,1,3,1
2b4c0f3b6,1,1,1
d77baafda,1,2,1
d0e762abd,1,1,1
f93ea9f9f,1,3,1
ae6a2116c,1,1,1
b16fae336,1,2,1
d2161e0a2,1,1,1
e545bcd64,1,3,1
693a90fda,1,1,1
fad982f0a,1,3,1
059d8d91f,1,2,1
8a45e8492,1,3,1
a249a34f9,1,3,1
9976d9007,1,3,1
9e6da2bb1,1,3,1
b1b2aae50,1,3,1
a25c1fe02,1,3,1
e801cb768,1,3,1
8c2f67527,1,2,1
26a351904,1,3,1
68a3c10cb,1,3,1
a4221001f,1,3,1
3ee76f8a2,1,3,1
bb7dfc592,1,1,1
a9fdc3e4a,1,3,1
338bc4bcd,1,3,1
b39ead375,1,1,1
4d3526802,1,3,1
064425a21,1,3,1
48f8d1d90,1,3,1
8ccb8778d,1,3,1
04372b78d,1,3,1
356d41ee2,1,1,1
dba5f0e5c,1,2,1
1e140177f,1,1,1
1c2d419ac,1,3,1
933da53ee,1,3,1
0ab8ae91b,1,3,1
05d3e4d55,1,3,1
4e09a22e0,1,2,1
414d8422f,1,3,1
285758945,1,3,1
17d578acc,1,1,1
5ed271e0d,1,1,1
d9fe690c2,1,3,1
adbce8472,1,2,1
f95680d84,1,3,1
251e884b7,1,1,1
9b8a35f8b,1,3,1
2868f9f3f,1,1,1
a5a7de784,1,2,1
e3f51f5e0,1,3,1
bc4e5abfd,1,3,1
5c94ecc07,1,3,1
5b57c4bba,1,1,1
9b0f69f61,1,3,1
db3fce97e,1,3,1
ee6e0abe4,1,3,1
deb7136ba,1,2,1
007ffeccd,1,3,1
a85630773,1,3,1
56f9dbc59,1,3,1
4f512c3fe,1,3,1
2def0a43e,1,3,1
487bbfb6d,1,3,1
8b8c51377,1,2,1
243f7f43e,1,1,1
e59c8fc76,1,3,1
ccd3e236f,1,3,1
435f419f9,1,3,1
be7ff8075,1,1,1
c2c03cb2d,1,3,1
cf8325fae,0,0,0
dafb0cea4,1,3,1
48553ec94,1,3,1
0f3fd67e2,1,3,1
96eb3ec09,1,3,1
fc9cf8b8d,1,1,1
41612698d,1,3,1
cc9c0e1e7,1,3,1
039fea576,1,1,1
2a734045b,1,3,1
4a91d273b,1,3,1
4e12936b0,1,1,1
788e8757d,1,3,1
2533f425e,1,3,1
11aa441fe,1,3,1
68936da8c,1,2,1
fa1c96e93,1,3,1
094636517,1,3,1
5c7d61133,1,3,1
98b1b003d,1,3,1
2962fc103,1,3,1
81075b785,1,3,1
4f9b31590,1,3,1
907fc239e,1,2,1
405b63ca5,1,3,1
bf497e792,1,2,1
2ce1c6a93,1,3,1
998de7b77,1,3,1
9b09114c4,1,3,1
ddd926335,1,1,1
65614e7f4,1,3,1
bd0c6dcb3,1,3,1
175c5bce0,1,2,1
928fba0c4,1,3,1
0defc5386,1,3,1
bc03cb42b,1,3,1
e5bb33a17,1,3,1
2d9dd14b1,1,3,1
4d6350e54,1,2,1
a0eec326f,0,0,0
1e750bb89,1,1,1
e58dd05c8,1,1,1
b21dea224,0,0,0
8b6f2ff52,1,3,1
3c9dbc88e,1,3,1
9664bcecb,1,3,1
8d92ada81,1,3,1
09b3b9dfd,1,3,1
1c7a27088,1,2,1
eb4eef57a,1,3,1
b2f2134bd,1,3,1
85ed50b25,1,1,1
f28036d8a,1,3,1
4a590a1cc,1,3,1
a71cafdcf,1,3,1
d5b9cbf05,1,3,1
7993a02ee,1,3,1
bea6f651c,1,3,1
8e1111452,1,3,1
96b7978d2,1,3,1
92d711b01,1,2,1
5ebe00ac2,1,1,1
9868e4015,1,3,1
43c43bfed,1,2,1
870d3b2aa,1,1,1
218f8bb3a,1,2,1
b3faddf18,1,3,1
b16c55a91,1,1,1
3a3dc1dab,1,1,1
3ea00c9fd,1,3,1
00eced1f0,1,1,1
ff78347b7,0,0,0
e9bb69a1e,1,3,1
3d7204289,1,3,1
e995db95f,1,3,1
30eb1004f,1,2,1
75c84313d,1,2,1
ef5a07ae2,1,3,1
9ab460730,1,3,1
6d6390b1f,1,2,1
a4e103d6d,1,3,1
c382bae22,1,2,1
1154c26ac,1,1,1
4892ceb8d,1,3,1
4c31c7db9,1,3,1
2dea0707b,1,1,1
9ee370ef6,1,3,1
16673c028,1,1,1
b0278d962,1,3,1
3d7d23a52,1,1,1
ae00eded4,1,3,1
267bf57c8,1,3,1
53923463d,1,3,1
921817343,1,3,1
987095c9c,1,2,1
ab821872c,1,3,1
0bf2506a5,1,3,1
55f8f6120,1,1,1
1bb6183eb,1,2,1
95bc62678,1,3,1
ae0c5671e,1,3,1
d83dd7fc2,1,3,1
03f65bdd3,1,3,1
876453f9d,1,3,1
c64b6e891,1,1,1
179462b6d,1,3,1
4450385b4,1,3,1
ca76729c9,1,3,1
01b3356f5,1,3,1
f3452afa7,1,3,1
af1bc9216,1,3,1
56bf5e254,1,2,1
f1df75b45,1,2,1
57aecbbcf,1,3,1
cc068a979,1,3,1
2691a20c0,1,3,1
2a3796cbd,1,3,1
3508d0b46,1,1,1
0c228bdd5,0,0,0
10711bb95,1,2,1
6d6318af8,1,3,1
ec040a1ef,1,3,1
1cce33a82,1,1,1
c03fe7452,1,3,1
1c967561d,1,3,1
eb5dc081c,1,3,1
fc3053f45,1,2,1
10836809d,1,3,1
945bf5e17,1,1,1
88d5f9129,1,3,1
4872c28b4,1,3,1
42448336b,1,1,1
900b47573,1,3,1
984efb177,1,3,1
3ca4780f5,1,3,1
d46a58371,1,2,1
faf4322a0,1,3,1
627726d36,1,1,1
1b08020b7,1,3,1
6aa2cd8ea,1,3,1
3ce528284,1,1,1
5cabf5331,1,3,1
c12883eaa,1,1,1
6c1fa0fdb,1,3,1
a7c004380,1,2,1
4be1b15fb,1,3,1
72c38b9ab,1,2,1
db0b0bea6,1,3,1
b0eeaf438,1,3,1
6ad1d75b2,1,3,1
8d32f11b0,1,2,1
0fc2dc3cb,1,2,1
87f206cea,1,3,1
8f9bfc9f4,1,3,1
42e73a942,1,1,1
0fa39858f,1,2,1
a2c9be724,1,3,1
6138cd70d,1,3,1
1dc8f0fd4,1,3,1
61fa95b3b,1,3,1
34d387261,1,2,1
ce6fe7377,1,3,1
2581f9792,0,0,0
e1cd176b5,1,3,1
6d43edbe9,1,3,1
fdb03c163,1,2,1
243aaaf6c,1,3,1
de01d00eb,1,2,1
b5f846518,1,3,1
6146d435c,1,3,1
413489a34,1,2,1
6708ff204,1,3,1
1ae342ed5,1,2,1
d005caf41,1,1,1
9b8805c58,1,3,1
b6684c4b7,1,3,1
3828225de,1,1,1
8dada5ac5,1,1,1
2b1638a20,1,3,1
65051faf7,0,0,0
b9f8cf52a,1,3,1
c001a0b58,1,3,1
cf98480e0,1,3,1
d83f60849,1,3,1
1fd464902,1,3,1
f3386d639,1,1,1
b68679817,1,3,1
f4813ff89,1,1,1
029469d58,1,3,1
f9a3f579a,1,3,1
f68c70fe1,1,2,1
4540f8e9c,1,3,1
3f5ec6144,1,1,1
181c10e45,1,3,1
20cb13be9,1,3,1
1a983eced,1,1,1
f0c26af32,1,3,1
b6492d3b1,1,2,1
be6435852,1,1,1
1cc98ed1d,1,3,1
3cc6c4102,1,3,1
33404ffe6,1,2,1
43f99cecc,0,0,0
0f366f264,1,1,1
d243fce57,1,3,1
7a12a494f,1,3,1
eaab63bd7,1,3,1
9f12dbf17,1,3,1
74e18bd5e,1,3,1
23b3f793e,1,2,1
c2aeb6a1f,1,3,1
03c323fcf,1,3,1
5474cd2c2,1,1,1
71a614388,1,1,1
86d87d5f7,1,2,1
ee421d21a,1,3,1
c43be9e6c,1,3,1
39fcd2ca4,1,1,1
b319a0cd7,1,1,1
ee640a6ba,1,3,1
05486faf5,1,2,1
e5115cce8,1,3,1
8071fcc9c,1,3,1
a5d1a1271,1,2,1
2cb1d59ad,1,1,1
558c419c0,1,3,1
840538f14,1,3,1
bfdc4cd9d,1,1,1
8ce0f64b4,1,1,1
7023f6b45,1,3,1
5d8c4f66b,1,3,1
e129ff4a1,1,3,1
9cc8bae3b,1,1,1
1cbaa3e59,1,1,1
b27f46ae3,1,2,1
89c28aad0,1,3,1
bf456451e,1,3,1
3fa0de4e4,1,3,1
aa03b987e,1,3,1
d0e2179a6,1,3,1
3c155d21c,1,3,1
35a135b13,1,3,1
b4fafe948,1,3,1
a6fd3df67,1,3,1
6178884d1,1,3,1
70a90deaf,1,3,1
cbe4be41b,1,3,1
3b7aad341,1,1,1
8dea6d23b,1,1,1
89d7b4178,1,3,1
7f59b246d,1,3,1
d5df34957,1,3,1
124e6af5e,1,3,1
cccd87749,1,1,1
1927c2ed2,1,3,1
5b11611ff,1,3,1
427343625,1,3,1
e4277c6de,1,3,1
58b4ba48f,1,3,1
cb9527612,1,3,1
c93191313,1,3,1
7c559dedd,1,3,1
cd37edf46,1,3,1
4ae940ec2,1,3,1
694cc5569,1,3,1
cc8459867,1,1,1
ef15e6473,1,3,1
3b6f9b47b,1,1,1
f99af9837,1,3,1
897fde926,1,3,1
fad4fb461,1,3,1
dfe7a59b4,1,2,1
870e5566b,1,3,1
9945b5ac5,1,3,1
b26f1c630,1,3,1
cde10c57e,1,2,1
233ddf40c,1,2,1
57785dbb8,1,3,1
b13db9ce8,1,3,1
15be0f894,1,3,1
6ce40c2bf,1,3,1
daa543c46,1,1,1
918408d22,1,3,1
021c24928,1,3,1
f9317ae6d,1,3,1
dc40c2612,1,2,1
65d0ea00b,1,3,1
276f26435,1,3,1
c228bf013,1,3,1
eda415d15,1,3,1
364e3ac89,1,3,1
841bcd63f,1,2,1
ee15edbb0,1,1,1
7c9e28902,1,3,1
acca0b2ed,1,1,1
cc195b43d,1,2,1
efda64fa5,1,3,1
7564c7b62,1,3,1
e01e4a748,1,3,1
0beacc42e,1,2,1
e4f117930,1,3,1
87ec8e435,1,3,1
87a243fe6,1,3,1
46c44f7bc,1,3,1
d38ce48c2,1,3,1
41487b069,1,3,1
ae64cc2e7,1,1,1
4aa9a342e,1,2,1
eed29a312,1,1,1
30319970f,1,3,1
08267e916,1,3,1
98c265a0f,1,3,1
9d82e4438,1,3,1
a1e153676,1,3,1
fc32a88f1,1,3,1
087ee8e83,1,2,1
33dc6b53a,1,3,1
a5a4898db,1,3,1
c011bc363,1,3,1
3e6d8a2c9,1,3,1
efc478e64,1,3,1
3cc9490b8,1,3,1
0617d9287,1,1,1
efbd4c1e6,1,3,1
c362cc3cd,1,1,1
fc4d1c61e,1,1,1
5360d72a3,1,3,1
699a81c51,1,3,1
a4e09a814,1,3,1
3a682b74e,1,2,1
3a97c693e,1,3,1
518e71b74,1,3,1
99ed50a86,1,2,1
87fadb3df,1,3,1
b5757bc3f,1,3,1
94ae813d8,1,3,1
89c8b19eb,1,3,1
bcdaf8640,1,3,1
19fe29040,1,1,1
532ccd0c5,1,3,1
e8c9545c7,1,1,1
d2c677e93,1,3,1
6c9696bc5,1,3,1
c23b6bbf6,1,2,1
5ab1e209b,1,2,1
b13e4afff,1,3,1
ed1f38a40,1,1,1
8803fb1c2,1,3,1
05abbab5e,1,2,1
936e8cc95,1,3,1
8e9abddf0,1,1,1
8a2998a32,1,3,1
4f7bfcb68,1,3,1
b822d0566,1,3,1
b95d067a2,1,3,1
f5e9075c9,1,3,1
13eafff41,1,3,1
f88144b9f,1,3,1
176516c7a,1,3,1
7362590d5,1,1,1
b5aa74c6a,1,3,1
21e4ca7d1,1,2,1
4bcc9f10a,1,3,1
b6c464fd3,1,2,1
9ea8e240f,1,3,1
c8daba029,1,3,1
650a1a505,1,3,1
b34dce3d6,1,3,1
5e5b9483c,1,3,1
3bcc3be83,1,3,1
2d8ec2cff,1,3,1
