Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,name_available,description_available,name_char_count,description_char_count,description_word_count,sentiment_available,sentiment_score,sentiment_magnitude,sentiment_sentence_count,sentiment_token_count,sentiment_entity_count,metadata_available,metadata_image_count,vision_labels_per_image_mean,vision_label_score_mean,vision_label_score_max,vision_unique_label_count,vision_colors_per_image_mean,vision_crop_hints_per_image_mean,image_pixels_available,image_pixels_count,image_width_mean,image_width_max,image_height_mean,image_height_max,image_aspect_ratio_mean,image_aspect_ratio_max,image_resolution_pixels_mean,image_resolution_pixels_max,image_brightness_mean,image_brightness_max,image_contrast_mean,image_contrast_max,image_colorfulness_mean,image_colorfulness_max,image_edge_variance_mean,image_edge_variance_max,image_aspect_ratio_sd
2,Lucy,6,266,0,2,1,2,3,1,1,1,1,1,1,1,30,41401,1de5f1042eb8ba2195eb0178a4813b34,0,Been foster her for 6 months now. Her mother was a stray cat and just due to give birth when i found her. Took the mother in because there are no safe place for her to give birth. Lucy already deflea-ed and she is toilet trained (use litter box with woody litter).,9fc14401a,1.0,3,1,1,4,264,53,1,-0.1,0.7,4.0,0.0,11.0,1,1.0,10.0,0.7897177799999999,0.99300605,10.0,10.0,1.0,1,1.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,132.60442,132.60442,52.216236,52.216236,43.78129949591961,43.78129949591961,4616.2266,4616.2266,0.0
1,MAPLE,4,307,0,2,5,0,0,2,1,1,1,2,1,1,0,41326,1f139bc7f77c28b5f2c41a9fc9ab9189,0,"WAS LEFT WITH HER SISTER OUTSIDE 99 SPEED MART DURING A RAINY EVENING. EYES NOT EVEN OPENED. AT FIRST FED HIM WITH MILK POWDER USING MILK FEEDING BOTTLE. LATER WAS NURSED BY A FEMALE CAT, MUI-MUI. VERY SMART AND OBEDIENT. PLAYFUL , LOVING AND GENTLE NATURE. TOILET TRAINED TO USE THE NEWSPAPER.",a83683f66,4.0,3,1,1,5,294,52,1,0.1,2.6,7.0,0.0,11.0,1,4.0,9.75,0.7614455289743589,0.97450286,14.0,10.0,1.0,1,4.0,640.0,640.0,480.0,480.0,1.3333333333333333,1.3333333333333333,307200.0,307200.0,153.97092,189.2473,48.56531,66.94851,19.39584433790899,25.03298583257139,2195.4785,3048.569,0.0
1,Bella,12,69,0,2,2,3,5,2,3,1,1,2,1,1,0,41326,629e126d47a68678ce74b0cbe4e40c50,0,"Rescued from a former owner who dont want her anymore. More details at www.myanimalcare.org type for ""Bella"" in the search box.",e0ee00f9a,2.0,1,1,1,5,127,23,1,0.1,0.8,2.0,0.0,5.0,1,2.0,7.5,0.7900149773333331,0.9564657,12.0,10.0,1.0,1,2.0,350.0,400.0,350.0,400.0,1.0416666666666665,1.3333333333333333,120000.0,120000.0,100.96823,102.2482,67.79813,76.00871,23.679976360968006,29.955911411945344,3246.0154,3850.0762,0.29166666666666663
1,Golden Retriever Mixed,4,109,307,2,2,0,0,2,3,1,1,1,1,1,0,41330,763afda8d98232f676064b103cb01362,0,Good temperament...,c9c023b3e,2.0,4,1,1,22,19,2,1,0.8,0.8,1.0,0.0,1.0,1,2.0,9.5,0.73382412,0.9564123,11.0,10.0,1.0,1,2.0,270.0,270.0,479.0,479.0,0.5636743215031316,0.5636743215031316,129330.0,129330.0,117.67655,121.398544,50.524452,56.849327,35.42298468969586,44.87207120793509,1246.6062,1448.4088,0.0
1,Three Puppies For Adoption! (Pics!),5,307,0,1,2,7,0,2,1,2,1,1,1,4,50,41401,9dc662ce3243365c173dc9029aad6989,0,"I found four lovely puppies in Kepong on the 29th of June . They have been dewormed and deticked, and are in excellent health. They are still very young and need a tremendous amount of care and affection. Note: 1 puppy was adopted in late July . GENUINE ADOPTERS ONLY - If you are thinking of adopting puppies, I urge you, do not think of adopting them based on ""beauty"" and ""cuteness"". Dogs will mature (obviously) so their ""cute puppy"" factor will soon be gone, but they can be your steadfast companions for a significant number of years. They will be a lot of work to look after, but they will give you a lot of affection and happiness in return. I humbly request a small adoption fee of RM50 per puppy as I had them dewormed and deticked at the vets, though this fee is not compulsory. Note: I do not know what breed these puppies are, nor how large they will grow to. I put ""medium-size"" based on the size of their mother.",e9e263ee2,4.0,4,1,1,35,927,173,1,0.2,4.0,10.0,0.0,31.0,1,4.0,9.25,0.771773727027027,0.9457618,21.0,10.0,1.0,1,4.0,452.0,640.0,480.0,480.0,0.9416666666666667,1.3333333333333333,216960.0,307200.0,103.20168,127.731285,64.560135,72.237946,28.198531790698652,29.04673834192872,3342.713,5374.6196,0.23056862831077235
1,LUCKY,4,307,0,2,2,7,0,2,1,2,1,2,1,1,0,41326,e8924ce29a0bbe62e3e8ef2e0dace67c,0,"Lucky is an active and adorable dog. She was rescued together with 4 other puppies by a friend. I have been taking care of her since she is about a month old. I have to give her up for adoption because my neighbour complaint about her being noisy recently. We used to keep her in the house when she was small but as she is growing bigger, my mum wants her to stay outside (at the porch area). I think she is not used to be alone in the dark during night time, that's why she makes noise.",13a563b84,0.0,4,1,1,5,487,99,1,0.1,1.3,6.0,0.0,12.0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,
2,Lucy,16,265,0,2,6,0,0,3,2,1,1,1,1,1,0,41401,31867701a9a92227eb84125f17054d55,1,"Lucy is a very joyful, adorable and very obedient cat... We consider her as family... shes with us ever since she was 3 weeks old... Unfortunately we have to leave the country by the end of august and we are very concerned about Lucy... we need a loving family to adopt her and it really breaks my heart to say good bye to her....",308a16b6e,2.0,4,1,1,4,330,64,1,0.3,1.6,4.0,0.0,8.0,1,2.0,9.5,0.7394262552631579,0.992306,15.0,10.0,1.0,1,2.0,270.0,270.0,480.0,480.0,0.5625,0.5625,129600.0,129600.0,155.56577,190.0238,43.9547,56.592148,18.234592263103917,22.394186893901736,2811.0327,3284.6306,0.0
2,Eddie,2,292,266,1,2,7,0,1,1,2,1,2,1,1,100,41326,58daf3e7ad33d15f8d5a24c209c290f4,0,"Price: RM LOCATION : KAJANG BREED : Mix Siamese Kitten Has been given frontline and also dewormed. Eddie is a very shy mix siamese kitten. More than 2 months old. Takut tempat tinggi dan suka lepak atas katil. Have a unique but sweet voice. Only given PREMIUM CAT FOOD (BLACKWOOD). Toilet train, gebu dan montel badannya. 1. Adopter should spay EDDIE soon. 2. He can be kept in a cage. Please also allow us to visit him when we are free..I'm preferred to be contacted ONLY BY SERIOUS ADOPTER THROUGH H/P...",cc42556cb,5.0,1,1,1,5,506,92,0,,,,,,1,5.0,9.6,0.8098879695833334,0.9951497,15.0,10.0,1.0,1,5.0,400.0,400.0,270.0,300.0,1.5111111111111108,1.7777777777777777,108000.0,120000.0,152.90614,168.96732,62.63434,79.971275,29.325068381496656,40.05612334641382,3094.4636,4597.631,0.21773242158072692
1,Love Puppy 2,2,307,0,2,1,2,5,2,2,3,3,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,"Nine puppies!!! That's what a rescued mummy dog produced! Now this lovely pup needs a caring, warm homes. Please call. Thank you.",42103b22e,5.0,4,1,1,12,129,23,1,0.3,1.6,5.0,0.0,4.0,1,5.0,10.0,0.7718211719999999,0.9703599,20.0,10.0,1.0,1,5.0,376.6,400.0,355.6,399.0,1.0819338012307846,1.4134275618374559,132903.4,151600.0,84.753845,112.25591,61.287464,70.975075,22.880607263559142,40.29201928466275,4103.9907,5769.4814,0.2244113584829532
2,VALERIE,2,266,0,2,6,0,0,2,2,2,1,2,1,1,0,41401,9b52af6d48a4521fd01d4028eb5879a3,0,"Valerie is a beautiful, affectionate kitten ready for a caring owner and safe environment to call home.",82f899eaf,19.0,3,1,1,7,103,17,1,0.9,0.9,1.0,0.0,4.0,1,19.0,9.421052631578949,0.8031675715642458,0.9947197,29.0,10.0,1.0,1,19.0,625.2631578947369,640.0,480.0,480.0,1.3026315789473681,1.3333333333333333,300126.3157894737,307200.0,125.719086,147.83165,51.329803,66.9029,50.27807704640993,83.66453863234224,2822.882,5088.724,0.1302565123238377
2,Golden,4,266,0,1,4,7,0,1,1,2,1,2,1,1,0,41330,2b669278d9858e9537d59e0ab91ff8d1,0,"Hi everyone ...good day! My name is Golden , I m a 4 months old male kitten.I am looking for someone who are willing to accept me as your family members n give me a place called HOME which I always dream for . I m playful n I m an expert in catching cicak (lizard) n cockroach =) I have been a stray since I was a baby,no one taking care of me n my other siblings.Thank god Annie fed us until now we are grown up. I wish to have a home which I always longer for . I promise I will be a very good kitty n always love u with all my heart. Please take me home n if your are interested please contact Annie (Ipoh)",48a3fe4ac,4.0,3,1,1,6,609,129,1,0.4,3.7,7.0,0.0,21.0,1,4.0,10.0,0.7843981285,0.9932651,14.0,10.0,1.0,1,4.0,316.5,400.0,375.0,400.0,0.8745833333333333,1.3333333333333333,116600.0,120000.0,100.882805,105.496574,60.9899,66.424774,33.144973532307205,36.658389694324775,4257.42,5539.733,0.2671229819764671
1,,4,307,0,2,1,2,0,2,1,1,1,2,1,3,0,41401,99fd2acf49925ba14029fd6a93581daf,0,There were abandoned at a wet market at the age of 2 months and have yet to be spayed since there are now only 4 months old. Please help them find a loving home. Please contact : Ms Puspa . Thank you,0ef640aaf,2.0,4,0,1,0,199,40,1,0.0,1.4,4.0,0.0,4.0,1,2.0,10.0,0.7797103795,0.987604,14.0,10.0,1.0,1,2.0,350.0,400.0,350.0,400.0,1.0416666666666665,1.3333333333333333,120000.0,120000.0,144.93939,147.09625,42.038536,43.063416,23.132055830013183,23.40241022640675,1457.0796,1484.1976,0.29166666666666663
2,Be Be,2,265,0,2,1,5,0,2,2,2,2,2,1,1,0,41326,253ffb8e460b67e342023a5563fb2e3c,0,"This kitten shows up out of no where, could be abandoned or lost, she got big eyes and sharp pointed ears. Healthy and Active.",a0bcee7e2,4.0,1,1,1,5,126,24,1,0.3,0.8,2.0,0.0,4.0,1,4.0,10.0,0.76335521275,0.99383456,14.0,10.0,1.0,1,4.0,350.0,400.0,350.0,400.0,1.0416666666666665,1.3333333333333333,120000.0,120000.0,111.59054,125.58093,51.004326,53.19795,32.5275691297838,43.192055163868744,1953.0702,2609.5847,0.29166666666666663
2,Forrest And Griffin,30,266,0,1,1,2,7,3,1,1,1,1,1,2,0,41332,1fb32022a8b5113a714aa3b6550a29fc,0,Forrest and Griffin are Korean Short Hairs. They have a beautiful caring personality and a house trained. We would dearly love to keep our cats but the cost of relocating them to New Zealand is too high. Please take them in!,de2460808,3.0,1,1,1,19,224,41,1,0.2,1.6,4.0,0.0,8.0,1,3.0,9.0,0.7395554096296295,0.99251246,15.0,10.0,1.0,1,3.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,122.18714,146.45424,53.95109,65.393425,45.226042300665576,68.87405905785889,2521.3323,3500.0027,0.0
2,Robin The Cat,4,265,0,1,6,0,0,2,2,2,2,2,1,1,0,41326,f8335882ceaa93cfd3df935dc686e245,0,"An active, active and very active kitten. knows how to use litter box, healthy and fluffy. Sometimes adorable and warm.",4e0a9cfec,3.0,4,1,1,13,119,20,1,0.5,1.6,3.0,0.0,2.0,1,3.0,8.333333333333334,0.7703356208000001,0.99288046,14.0,10.0,1.0,1,3.0,546.6666666666666,640.0,533.3333333333334,640.0,1.0277777777777777,1.3333333333333333,296533.3333333333,409600.0,134.00911,147.69237,67.45994,77.49637,28.58764179173365,35.539901371395366,2807.8777,3235.167,0.2389534796400729
2,Luna,9,292,0,2,2,5,0,2,2,1,1,1,1,1,0,41401,d875085cf780b229007fb6af11ac3836,0,"Playful, love to be around human, tamed. Obsess in sardine fish... Very very manja Looking of forever home",1b6d1b049,3.0,1,1,1,4,106,18,1,0.4,1.4,3.0,0.0,4.0,1,3.0,10.0,0.815910353,0.99499273,15.0,10.0,1.0,1,3.0,546.6666666666666,640.0,480.0,480.0,1.1388888888888886,1.3333333333333333,262400.0,307200.0,138.58311,186.25977,49.183025,58.06666,25.106660329037407,29.63331180106455,2236.109,2746.8562,0.27498597046143514
2,Keiko,2,266,299,2,2,0,0,2,1,2,2,2,2,1,15,41326,35ca0af7f781e96744e8371c35b07944,0,Kieko is adopted on 01 November 09. She is in good hand iam sure.Happy for you Keiko. Mummy never get a change to get to know you..but sure u got a better home. This page is for my memory to her. Mummy love you.,d51de36a1,1.0,2,1,1,5,211,46,1,0.2,2.0,5.0,0.0,8.0,1,1.0,10.0,0.827340489,0.9944326,10.0,10.0,1.0,1,1.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,132.85573,132.85573,63.997047,63.997047,31.681556659977446,31.681556659977446,2020.1036,2020.1036,0.0
1,Marmalade,24,307,0,2,3,0,0,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Marmalade is a beautiful stray rescued in July from Damansara Jaya after she gave birth to three pups (see Rufus, Tito and Shelby). She is smart, calm and knows how to go to the drain to poo. However, she is extremely shy with people. She will be very happy if there are other dogs around. Looking for a patient loving owner who is willing to give her time to come out of her shell. Please give her a chance.",79ef1fd27,7.0,4,1,1,9,408,79,1,0.4,2.7,6.0,0.0,15.0,1,7.0,9.142857142857142,0.77497981,0.968866,13.0,10.0,1.0,1,7.0,378.42857142857144,400.0,314.2857142857143,400.0,1.231785714285714,1.3333333333333333,117085.71428571429,120000.0,112.21049,163.69936,48.931797,58.24069,33.11535065573621,46.53575247468117,2562.1873,5479.5806,0.24873985126119647
1,DJ,3,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Cute and adorable. I think he deserve a good home. No tying or caging for long hours except for precautionary purposes Commitment to neuter is compulsory,9a7474fd8,2.0,0,1,1,2,153,26,1,0.4,2.2,3.0,0.0,5.0,1,2.0,10.0,0.7825901245,0.9507833,13.0,10.0,1.0,1,2.0,300.0,300.0,400.0,400.0,0.75,0.75,120000.0,120000.0,148.00636,149.4658,35.34767,37.205402,16.489123516368043,17.296026495085734,1551.1858,1585.9877,0.0
1,Bouncy,2,307,0,2,2,0,0,2,2,3,3,3,1,1,0,41326,9d4b54bca10881b4d232d7a06a9038dd,0,Cute baby looking for a home. Bouncy was separated with her Mother as MPPJ took away her Mother. Currently a friend is fostering her. Urgently need someone to adopt her. She is a very friendly baby. Please help her to find a home!,b78b30c18,4.0,3,1,1,6,230,43,1,0.2,1.9,6.0,0.0,9.0,1,4.0,8.25,0.7605074439393941,0.97037315,12.0,10.0,1.0,1,4.0,427.0,640.0,450.0,480.0,1.0006944444444446,1.7777777777777777,185760.0,230400.0,116.18866,121.80875,47.945072,57.37191,44.95670372734138,50.1366027287916,4612.608,5751.9873,0.44864927168277163
1,Gigi,24,109,0,2,3,0,0,3,2,1,1,2,1,1,400,41401,bd591197957f4994a9741d700ee01b11,0,she so clever and smart....active dog.,e470b6bd3,24.0,3,1,1,4,38,7,1,0.4,0.4,1.0,0.0,1.0,1,24.0,10.0,0.8096085180416668,0.9888035,19.0,9.916666666666666,1.0,1,24.0,387.5,400.0,306.2916666666667,400.0,1.3040785422592738,2.2598870056497176,117516.66666666667,120000.0,120.66105,136.27881,47.3184,64.419815,31.239169100022128,40.71608752256513,1267.9711,2213.6904,0.2789048821401625
1,C3C,2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,Dog 4 Adoption,111be067f,3.0,3,1,1,3,14,3,1,0.0,0.0,1.0,0.0,2.0,1,3.0,10.0,0.7476773099999999,0.9821019,13.0,10.0,1.0,1,3.0,270.0,270.0,480.0,480.0,0.5625,0.5625,129600.0,129600.0,119.9506,137.17305,50.355637,51.825832,52.22213634155663,55.48980670839341,3788.8591,4622.3164,0.0
1,Blacky,2,141,0,1,1,2,7,2,2,3,1,3,2,1,150,41401,b53861ec2c7cf77f8a8008dd9cb98ebf,0,"Blacky is born on 2 march in my friends house.. they are 6 puppies including it.. mama is labrador retriever.. 4 pups already adopted but just left snow and blacky since their owner cannot keep them for long time.. the owner return back them to my friends.. the first dewormed done in 16 May.. will charge some adoption fee for the dewormed and some madical check... First dewormed done in 16 May.. Only blacky has some skin problem but it will recover soon..others are health.. adoption fee can be discuss.. for more information,please call for my friends..or facebook, 可爱小混色狗寻找主人哦！ 由于前主人有私人问题所以不能继续养它了，因此退回给我的朋友。。 狗妈妈是拉布拉多犬！ 将会收一点关于检查小狗健康的费用哦！ 只有这只小狗有一点皮肤问题，但是并不是永久性的。。它也像其它兄弟姐妹一样活泼。。 其它的都很健康。。 还有另一只哥哥也开放领养哦！ 更多详情可联络我的朋友： ，或是面子书：",5bfbb098d,4.0,1,1,1,6,732,113,1,0.3,5.1,11.0,0.0,23.0,1,4.0,10.0,0.79362899975,0.9930138,20.0,9.5,1.0,1,4.0,290.0,400.0,270.0,400.0,1.0416666666666665,1.3333333333333333,91200.0,120000.0,127.22956,150.23917,67.85565,72.51689,17.368475071411282,25.337133914294434,2038.8799,3135.5347,0.29166666666666663
1,,9,179,0,1,1,7,0,1,2,1,2,2,1,1,10,41327,32a65c215d63a3cee05edff462b40d90,0,The dog has completed all vaccinations. Healthy but not toilet trained. We are looking for serious owners and will not charge an fee. Pick up by the owner.,07bd5a7a9,1.0,4,0,1,0,155,28,1,0.0,0.5,4.0,0.0,6.0,1,1.0,10.0,0.756015258,0.95007986,10.0,10.0,1.0,1,1.0,357.0,357.0,478.0,478.0,0.7468619246861925,0.7468619246861925,170646.0,170646.0,176.2357,176.2357,48.83832,48.83832,8.175666113145867,8.175666113145867,2403.3992,2403.3992,0.0
2,Momy And Kitten,12,292,267,2,6,0,0,3,1,3,3,2,1,5,50,41326,c72400110937703db89e8bccdb78e2b2,0,"we found this female cat when she wanted deliver her kittens ....we help it ,so now we don't want release her to street as she is very very calm and lovely never ever make noise and she is very beautiful and toilet train ,she used to remain at home now and afraid to comeback to outside. if you want her please keep her kitten until next 4 weeks that feeding time will finish DON'T SEPARATE HER FROM HER KITTEN BEFORE 1 MONTH . YOU SHOULD SPY THE MOTHER AFTER 1 MONTH ALSO. THANKS. only cats lovers and serious buyers call to this number Mohsen(MR)",636389c7d,11.0,2,1,1,15,548,106,1,0.1,1.7,5.0,0.0,17.0,1,11.0,10.0,0.7755504923636365,0.9948017,20.0,10.0,1.0,1,11.0,400.0,400.0,300.0,300.0,1.3333333333333335,1.3333333333333333,120000.0,120000.0,100.95493,123.87386,44.589005,56.798508,18.673333291587184,24.69389728444839,1237.2909,1886.9484,2.220446049250313e-16
1,Nikolai,36,218,179,1,1,5,6,2,2,1,1,1,1,1,200,41326,2864803699884df90ac135583b02ec70,0,We have over seventy gorgeous rescued dogs available for adoption at our rehabilitation centre in Bandar Makhota Cheras. We are looking for loving homes that can offer: *a clean environment with no cages or chains *regular exercise and affection *adequate nutrition and healthcare All adoptions require a house-check before being finalised.  www.klpoochrescue.org,375794bcb,2.0,3,1,1,7,363,55,1,0.5,1.7,3.0,0.0,15.0,1,2.0,7.0,0.7607093585714285,0.9555009,8.0,10.0,1.0,1,2.0,640.0,640.0,427.0,427.0,1.4988290398126465,1.4988290398126465,273280.0,273280.0,167.88275,176.51318,42.478264,42.825203,69.52077390771888,71.40546651255751,1990.852,2036.9539,0.0
1,ONYX,1,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,e71d4784bedd1f7e5163d6bcb4898272,0,Healthy Puppy for adoption. Available for Adoption from Mid august onwards.,3013d9169,1.0,2,1,1,4,75,11,1,0.1,0.3,2.0,0.0,4.0,1,1.0,7.0,0.6060595328571428,0.67830026,7.0,10.0,1.0,1,1.0,360.0,360.0,480.0,480.0,0.75,0.75,172800.0,172800.0,177.18858,177.18858,88.440865,88.440865,15.829868688858422,15.829868688858422,6762.979,6762.979,0.0
1,Joy-Joy,1,218,307,2,2,7,0,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Cute little white puppy. No tying or caging for long hours except for precautionary purposes Commitment to spay her is compulsory. Interested to adopt pls call Amy ,3feae3fb7,7.0,3,1,1,7,164,27,1,0.3,2.0,3.0,0.0,5.0,1,7.0,9.571428571428571,0.7737171431343283,0.97190756,21.0,10.0,1.0,1,7.0,371.42857142857144,400.0,328.57142857142856,400.0,1.1666666666666665,1.3333333333333333,120000.0,120000.0,118.12211,137.34601,51.03106,78.01239,41.18652329590699,54.22801899384612,2859.0017,4642.147,0.2635231383473649
1,Puppy,6,307,0,2,2,0,0,2,1,1,1,2,2,1,0,41401,eaab9b528dbce3be6eed826222b2ae2b,0,"Would anyone be interested to adopt / temporarily foster a female puppy less than 6 months old? She got her hips dislocated due to an accident and we are currently getting it treated. Medical bills will be covered for and it should be fine after this treatment. She's a beauty and had been really obedient. She needs special care for about a month so she does not injurt her hips again. Play pen or cage will do for this puppy until her left hips recover completely. After that, she should be able to run like a normal puppy.",01e4020da,4.0,2,1,1,5,525,98,1,0.0,2.1,7.0,0.0,14.0,1,4.0,8.0,0.7605945415625,0.97161263,17.0,10.0,1.0,1,4.0,360.0,360.0,480.0,480.0,0.75,0.75,172800.0,172800.0,109.419876,128.97949,61.000668,67.81162,44.505740096732325,76.44915719793778,3706.8347,5252.1606,0.0
2,Kaka & Akira,48,265,266,2,1,2,3,2,2,1,1,1,1,2,0,41326,b5361c576944f4751458e6750a46cf37,0,dua ekor kucing untuk mencari owner baru.. kucing ini saya bela sendiri mencari owner yang bole terima dua ekor ini kena ambil dua ekor sekali.. for detail boleh whatsap saya juju,5301da118,3.0,1,1,1,12,179,31,0,,,,,,1,3.0,9.666666666666666,0.819983385862069,0.9931453,17.0,10.0,1.0,1,3.0,533.3333333333334,640.0,533.3333333333334,640.0,1.0,1.0,290133.3333333333,409600.0,160.30843,180.51114,66.14645,68.60408,60.56062188089661,96.53571412739828,2901.1768,3273.7217,0.0
2,Blackie,3,266,0,1,1,0,0,1,1,2,1,2,1,1,0,41401,3f25286cff6f07688fe567d8a42f6a4a,0,"My daughter found it at her school, dehydrated, weak, no sign of mother. Please adopt him!",1929d8aea,1.0,1,1,1,7,90,16,1,-0.3,0.8,2.0,0.0,4.0,1,1.0,10.0,0.748924673,0.993767,10.0,10.0,1.0,1,1.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,112.35978,112.35978,66.605896,66.605896,14.429750612465769,14.429750612465769,2547.0466,2547.0466,0.0
2,Vanila,1,285,265,1,5,0,0,2,3,2,1,2,1,1,100,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,"/ Adorable local mix Persian kitten looking for new home. He is Vanila, a snowy creamy fur kitten, about 1.5 months old now. He has long and fluffy hair. He has a straight and fluffy tail too. He has beautiful ocean blue eyes. He has de-flea and was de-wormed on 29th November . He is feeding on kibbles plus canned fish now. He is healthy, very active and playful. He is toilet (potty) trained & could be let go at anytime. *RM adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",4a02b467d,9.0,1,1,1,6,628,113,1,0.2,4.0,12.0,0.0,21.0,1,9.0,10.0,0.8374655797777778,0.9951188,19.0,10.0,1.0,1,9.0,377.77777777777777,400.0,322.22222222222223,400.0,1.2037037037037037,1.3333333333333333,120000.0,120000.0,92.84897,105.13912,58.00816,61.74917,98.78272523028487,104.70046823678197,580.94073,715.75165,0.24251483062423693
1,,2,307,0,3,1,2,7,2,1,2,2,2,1,6,0,41326,89d08764772249ace0b1c4bde15ca844,0,Hi everyone.... Anyone can afford a home or permanent shelters for some health and happy cross breed puppies? A stray dog gave birth outside my house and I have been nursing the puppies for the passed 2 months pending adoption Today the local council has issued a demand that I have them rehomed within 3 days.,7930e4752,5.0,4,0,1,0,310,56,1,0.3,1.2,3.0,0.0,13.0,1,5.0,7.4,0.7545483045945947,0.9732396,17.0,10.0,1.0,1,5.0,498.0,640.0,417.0,480.0,1.275428024815415,1.893491124260355,198746.4,280960.0,114.56626,126.980194,57.75094,64.88574,35.94696275220965,44.684671253102145,6045.093,7533.2065,0.5758667737452025
1,Browny And Lucy,1,307,307,3,1,2,0,1,1,2,2,3,2,2,0,41401,302fb1697d3a0bd1e8c47014854c49ba,0,hi guys..i found this puppies when i went to melaka to my uncle house.i saw two puppies which were abandoned by a guy.My uncle found these 2 puppies in a plastic bag .Left abandoned.When in saw them they were roaming around without being cared of.People sometimes beat them to chase them off.So i took them back to KL.Im finding ppl to adopt these puppies.i cant keep this puppies permanently as i already have a dog of my own and i dont afford to take care of another 2 more.If interested to adopt them plz call me or facebook pm me at vivendren naidu..tq,531e56f63,5.0,4,1,1,15,556,113,1,-0.8,0.8,1.0,0.0,18.0,1,5.0,8.0,0.7539634895,0.9709826,16.0,10.0,1.0,1,5.0,472.0,640.0,480.0,480.0,0.9833333333333332,1.3333333333333333,226560.0,307200.0,157.42972,171.48865,51.868492,56.516068,39.51063168497155,51.4793781858512,5131.8335,5746.928,0.28577380332470403
2,,2,266,0,1,2,3,7,2,1,2,1,1,1,1,0,41326,dad0095753624a0ff1acd9035fc4de5e,0,"I'm looking for a loving home for this teeny tiny furball. He is quite shy at first but warms up very fast. Do expect him to snuggle with you if you are anywhere near him. He loves to talk. Always has something to say. Very very chatty. He is also litter box trained. I haven't brought him to the vet for his deworming or deflea medication yet but i will soon. Pets are long term commitment, please consider this before adopting. I am looking for someone who is willing to give him a loving home and hopefully will neuter him to reduce the population problem.",767be5091,4.0,1,0,1,0,559,107,1,0.3,4.2,10.0,0.0,13.0,1,4.0,9.5,0.7902407160526316,0.9922479,19.0,10.0,1.0,1,4.0,640.0,640.0,360.0,360.0,1.7777777777777777,1.7777777777777777,230400.0,230400.0,118.552986,126.689766,54.853973,89.63724,19.406293965916365,25.71611895345795,4404.9487,7020.279,0.0
2,Tigger,2,266,0,1,1,2,0,2,1,2,2,2,1,1,0,41401,c6fa60201b7ca135608d592d7ac19ec4,0,"Tigger was probably abandoned or lost. He decided to walk into our house and stay with us. Unfortunately he have MANY cats and need to give him up for adoption. He is a healthy, very playful kitten. He is litter tray trained and eats well. If anyone is interested, please do sms, call or e-mail me.",2ab616a68,2.0,1,1,1,6,298,57,1,0.0,1.8,6.0,0.0,8.0,1,2.0,10.0,0.8385809844999998,0.9918872,11.0,10.0,1.0,1,2.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,98.90308,104.383705,51.716278,51.72854,34.7091845144476,48.495865667750934,3151.0396,3152.793,0.0
1,Pepperee,12,307,0,2,1,7,0,1,1,2,2,2,1,1,0,41401,a0846c4e33807fc011de2ca5dc2b6250,0,"Pepperee is a miniature dalmatian (according to my vet). She recently gave birth to 4 cute puppies, which have been successfully rehomed. She is a very friendly and affectionate dog, and would make a loyal, loving and most affectionate pet. Terms & Conditons of Adoption: Adoption is free, but vaccination, deworm and spaying is a MUST before Pepperee will be handed over to the lucky adopter. If you have room in your heart forPepperee, please call ( Mon - Sat 9:30am - 7:30pm. She's currently staying in a clinic in Kepong.",21415ffb9,5.0,4,1,1,8,525,90,1,0.4,2.5,6.0,0.0,16.0,1,5.0,9.2,0.7182310991304348,0.9436138,17.0,10.0,1.0,1,5.0,381.6,400.0,379.2,400.0,1.0190545809709897,1.2870967741935484,144338.0,158000.0,127.06655,135.259,49.232155,53.785797,23.74320222221313,37.77868046345673,1765.154,2163.1633,0.14676885027458533
