InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536914,85123D,FRENCH VANILLA SYRUP,2,2025-03-16 04:47:48,5.79,13343.0,United Kingdom
536914,85123B,PURE CANE SUGAR,6,2025-03-16 04:47:48,2.53,13343.0,United Kingdom
536914,85123C,DARK CHOCOLATE BAR 85%,24,2025-03-16 04:47:48,3.36,13343.0,United Kingdom
536914,21231,FELTCRAFT DOLL ROSIE,1,2025-03-16 04:47:48,2.94,13343.0,United Kingdom
536914,21216,EMERGENCY FIRST AID TIN,6,2025-03-16 04:47:48,3.67,13343.0,United Kingdom
536915,22424,WHOLE WHEAT BREAD,2,2025-03-24 03:31:56,2.92,,United Kingdom
536915,22423,ORGANIC WHOLE MILK,3,2025-03-24 03:31:56,3.34,,United Kingdom
536915,22426,STRAWBERRY PRESERVES,1,2025-03-24 03:31:56,3.8,,United Kingdom
536916,85123E,CERAMIC COFFEE MUG,1,2025-08-25 00:28:37,6.71,16578.0,United Kingdom
536916,85123B,PURE CANE SUGAR,2,2025-08-25 00:28:37,2.39,16578.0,United Kingdom
536916,21216,EMERGENCY FIRST AID TIN,4,2025-08-25 00:28:37,3.74,16578.0,United Kingdom
536916,21231,FELTCRAFT DOLL ROSIE,2,2025-08-25 00:28:37,3.09,16578.0,United Kingdom
536917,71056,LARGE DESK PAD BLACK,4,2025-11-22 16:40:21,16.37,,United Kingdom
536917,71055,USB-C MULTIPORT ADAPTER,12,2025-11-22 16:40:21,24.54,,United Kingdom
536917,71053,WIRELESS ERGONOMIC MOUSE,4,2025-11-22 16:40:21,28.54,,United Kingdom
536918,71057,MONITOR LIGHT BAR,4,2025-12-02 22:17:23,41.72,14115.0,United Kingdom
536918,71054,MECHANICAL KEYBOARD,2,2025-12-02 22:17:23,70.36,14115.0,United Kingdom
536918,21212,VINTAGE SNAP CARDS,3,2025-12-02 22:17:23,0.82,14115.0,United Kingdom
536918,21215,WOODEN PICTURE FRAME,1,2025-12-02 22:17:23,5.38,14115.0,United Kingdom
536919,21735,AGED PARMESAN REGGIANO,1,2025-08-25 16:38:26,7.53,18022.0,United Kingdom
536919,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,4,2025-08-25 16:38:26,13.09,18022.0,United Kingdom
536919,21737,GARLIC HERB BREADSTICKS,1,2025-08-25 16:38:26,2.89,18022.0,United Kingdom
536919,21734,ARTISAN PASTA PENNE,1,2025-08-25 16:38:26,3.41,18022.0,United Kingdom
536920,84879,CERAMIC PLANT POT WHITE,2,2025-08-02 20:55:07,9.93,14964.0,United Kingdom
536920,84882,GARDENING GLOVES PAIR,1,2025-08-02 20:55:07,5.23,14964.0,United Kingdom
536920,84880,WATERING CAN GREEN 2L,3,2025-08-02 20:55:07,11.84,14964.0,United Kingdom
536920,84883,LED GROW LIGHT BULB,1,2025-08-02 20:55:07,15.65,14964.0,United Kingdom
536920,20726,PAIN AU CHOCOLAT,4,2025-08-02 20:55:07,2.4,14964.0,United Kingdom
536920,20727,ALMOND DANISH,3,2025-08-02 20:55:07,2.72,14964.0,United Kingdom
536920,21219,TRAVEL SEWING KIT,4,2025-08-02 20:55:07,2.08,14964.0,United Kingdom
536921,71053,WIRELESS ERGONOMIC MOUSE,3,2025-02-14 23:50:54,28.61,15850.0,Netherlands
536921,71057,MONITOR LIGHT BAR,1,2025-02-14 23:50:54,39.06,15850.0,Netherlands
536921,71054,MECHANICAL KEYBOARD,2,2025-02-14 23:50:54,68.84,15850.0,Netherlands
536922,21226,CHILLI LIGHTS STRING,2,2025-07-12 21:19:34,8.7,,United Kingdom
C536923,21219,TRAVEL SEWING KIT,-2,2025-11-26 22:00:47,2.05,15102.0,United Kingdom
536924,22426,STRAWBERRY PRESERVES,6,2025-09-26 00:46:17,4.04,16072.0,United Kingdom
536924,22423,ORGANIC WHOLE MILK,3,2025-09-26 00:46:17,3.45,16072.0,United Kingdom
536925,71053,WIRELESS ERGONOMIC MOUSE,1,2025-02-24 00:53:52,30.82,18025.0,United Kingdom
536925,71054,MECHANICAL KEYBOARD,4,2025-02-24 00:53:52,70.42,18025.0,United Kingdom
536925,71056,LARGE DESK PAD BLACK,4,2025-02-24 00:53:52,15.88,18025.0,United Kingdom
536926,84882,GARDENING GLOVES PAIR,6,2025-04-28 16:55:30,4.83,14352.0,France
536926,84883,LED GROW LIGHT BULB,6,2025-04-28 16:55:30,15.2,14352.0,France
536927,22960,HEART OF WICKER SMALL,1,2025-09-25 04:51:43,1.65,14126.0,United Kingdom
536927,22423,REGENCY CAKESTAND 3 TIER,24,2025-09-25 04:51:43,12.14,14126.0,United Kingdom
536928,22427,ORGANIC EGGS DOZEN,2,2025-03-21 19:23:07,5.1,17017.0,United Kingdom
536928,22426,STRAWBERRY PRESERVES,1,2025-03-21 19:23:07,3.72,17017.0,United Kingdom
536929,22961,HEART OF WICKER LARGE,4,2025-11-04 01:41:49,2.87,,United Kingdom
536929,22423,REGENCY CAKESTAND 3 TIER,2,2025-11-04 01:41:49,13.16,,United Kingdom
536929,71057,MONITOR LIGHT BAR,1,2025-11-04 01:41:49,38.11,,United Kingdom
536929,71054,MECHANICAL KEYBOARD,3,2025-11-04 01:41:49,73.3,,United Kingdom
536929,71056,LARGE DESK PAD BLACK,1,2025-11-04 01:41:49,16.77,,United Kingdom
536930,22423,REGENCY CAKESTAND 3 TIER,2,2025-07-24 01:41:04,12.77,12559.0,United Kingdom
536930,85099B,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-07-24 01:41:04,2.46,12559.0,United Kingdom
536930,22961,HEART OF WICKER LARGE,2,2025-07-24 01:41:04,2.96,12559.0,United Kingdom
536930,21217,PACK OF 20 NAPKINS,2,2025-07-24 01:41:04,1.43,12559.0,United Kingdom
536931,21231,FELTCRAFT DOLL ROSIE,2,2025-03-03 23:11:54,2.89,12764.0,United Kingdom
536932,71057,MONITOR LIGHT BAR,3,2025-08-30 18:55:09,38.07,12877.0,United Kingdom
536932,71054,MECHANICAL KEYBOARD,1,2025-08-30 18:55:09,70.44,12877.0,United Kingdom
536932,71055,USB-C MULTIPORT ADAPTER,1,2025-08-30 18:55:09,25.09,12877.0,United Kingdom
536932,71056,LARGE DESK PAD BLACK,2,2025-08-30 18:55:09,16.62,12877.0,United Kingdom
536932,71053,WIRELESS ERGONOMIC MOUSE,2,2025-08-30 18:55:09,28.54,12877.0,United Kingdom
536933,21737,GARLIC HERB BREADSTICKS,6,2025-08-13 20:13:57,2.86,13775.0,United Kingdom
536933,21736,ORGANIC TOMATO BASIL SAUCE,6,2025-08-13 20:13:57,4.33,13775.0,United Kingdom
536933,22423,REGENCY CAKESTAND 3 TIER,2,2025-08-13 20:13:57,12.86,13775.0,United Kingdom
536933,22720,SET OF 3 CAKE TINS PANTRY,2,2025-08-13 20:13:57,4.71,13775.0,United Kingdom
536933,22961,HEART OF WICKER LARGE,4,2025-08-13 20:13:57,3.08,13775.0,United Kingdom
536934,84881,ORGANIC POTTING SOIL 10L,4,2025-07-21 21:38:54,7.18,14324.0,United Kingdom
536934,84880,WATERING CAN GREEN 2L,2,2025-07-21 21:38:54,11.73,14324.0,United Kingdom
536934,21736,ORGANIC TOMATO BASIL SAUCE,1,2025-07-21 21:38:54,4.66,14324.0,United Kingdom
536934,21735,AGED PARMESAN REGGIANO,2,2025-07-21 21:38:54,8.24,14324.0,United Kingdom
536934,21737,GARLIC HERB BREADSTICKS,1,2025-07-21 21:38:54,2.97,14324.0,United Kingdom
536935,20726,PAIN AU CHOCOLAT,3,2025-03-17 22:07:19,2.38,12943.0,United Kingdom
536935,20729,BLUEBERRY SCONE,6,2025-03-17 22:07:19,2.42,12943.0,United Kingdom
536935,20727,ALMOND DANISH,24,2025-03-17 22:07:19,2.86,12943.0,United Kingdom
536935,20725,CROISSANT ALL BUTTER,6,2025-03-17 22:07:19,2.27,12943.0,United Kingdom
536935,20728,CAPPUCCINO CUP & SAUCER,4,2025-03-17 22:07:19,8.7,12943.0,United Kingdom
536935,21217,PACK OF 20 NAPKINS,3,2025-03-17 22:07:19,1.44,12943.0,United Kingdom
536936,85123B,PURE CANE SUGAR,1,2025-10-05 04:46:57,2.37,12740.0,United Kingdom
536936,85123E,CERAMIC COFFEE MUG,3,2025-10-05 04:46:57,6.6,12740.0,United Kingdom
536937,21737,GARLIC HERB BREADSTICKS,1,2025-12-10 02:44:54,3.03,14838.0,EIRE
536937,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,2,2025-12-10 02:44:54,13.18,14838.0,EIRE
536937,21736,ORGANIC TOMATO BASIL SAUCE,4,2025-12-10 02:44:54,4.69,14838.0,EIRE
536937,21228,WALL CLOCK RETRO RED,12,2025-12-10 02:44:54,18.78,14838.0,EIRE
536938,21737,GARLIC HERB BREADSTICKS,4,2025-08-18 02:21:06,3.12,15834.0,United Kingdom
536938,21736,ORGANIC TOMATO BASIL SAUCE,2,2025-08-18 02:21:06,4.51,15834.0,United Kingdom
536938,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,1,2025-08-18 02:21:06,13.56,15834.0,United Kingdom
536939,22423,REGENCY CAKESTAND 3 TIER,1,2025-12-10 04:11:49,12.2,13592.0,United Kingdom
536939,22720,SET OF 3 CAKE TINS PANTRY,2,2025-12-10 04:11:49,4.71,13592.0,United Kingdom
536940,85123C,DARK CHOCOLATE BAR 85%,6,2025-08-12 18:18:36,3.43,14189.0,Belgium
536940,85123A,COLOMBIAN ROAST COFFEE,4,2025-08-12 18:18:36,8.98,14189.0,Belgium
536940,22427,ORGANIC EGGS DOZEN,6,2025-08-12 18:18:36,5.13,14189.0,Belgium
536940,22426,STRAWBERRY PRESERVES,1,2025-08-12 18:18:36,4.02,14189.0,Belgium
536940,22423,ORGANIC WHOLE MILK,1,2025-08-12 18:18:36,3.48,14189.0,Belgium
536940,21221,RETRO SPOT TEA TOWEL,4,2025-08-12 18:18:36,2.46,14189.0,Belgium
536941,22720,SET OF 3 CAKE TINS PANTRY,1,2025-07-09 22:42:16,5.12,,United Kingdom
536941,85099B,WHITE HANGING HEART T-LIGHT HOLDER,3,2025-07-09 22:42:16,2.49,,United Kingdom
536941,21214,RECIPE BOX PANTRY DESIGN,2,2025-07-09 22:42:16,7.93,,United Kingdom
536942,85123A,COLOMBIAN ROAST COFFEE,6,2025-03-12 00:47:01,9.11,14893.0,United Kingdom
536942,85123E,CERAMIC COFFEE MUG,2,2025-03-12 00:47:01,6.27,14893.0,United Kingdom
536942,71057,MONITOR LIGHT BAR,12,2025-03-12 00:47:01,39.52,14893.0,United Kingdom
536942,71056,LARGE DESK PAD BLACK,1,2025-03-12 00:47:01,15.57,14893.0,United Kingdom
536942,71054,MECHANICAL KEYBOARD,1,2025-03-12 00:47:01,73.39,14893.0,United Kingdom
536942,84879,CERAMIC PLANT POT WHITE,2,2025-03-12 00:47:01,9.54,14893.0,United Kingdom
536942,84880,WATERING CAN GREEN 2L,3,2025-03-12 00:47:01,11.62,14893.0,United Kingdom
536942,84881,ORGANIC POTTING SOIL 10L,1,2025-03-12 00:47:01,7.12,14893.0,United Kingdom
536942,84882,GARDENING GLOVES PAIR,4,2025-03-12 00:47:01,5.15,14893.0,United Kingdom
536943,21737,GARLIC HERB BREADSTICKS,3,2025-07-28 22:36:06,2.85,13529.0,United Kingdom
536943,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,1,2025-07-28 22:36:06,12.36,13529.0,United Kingdom
536943,21734,ARTISAN PASTA PENNE,2,2025-07-28 22:36:06,3.44,13529.0,United Kingdom
536943,21217,PACK OF 20 NAPKINS,3,2025-07-28 22:36:06,1.49,13529.0,United Kingdom
536944,22427,ORGANIC EGGS DOZEN,4,2025-08-26 04:34:18,5.24,,United Kingdom
536944,22425,SWEET CREAM BUTTER,3,2025-08-26 04:34:18,4.28,,United Kingdom
536944,22426,STRAWBERRY PRESERVES,1,2025-08-26 04:34:18,3.85,,United Kingdom
536944,22423,ORGANIC WHOLE MILK,2,2025-08-26 04:34:18,3.51,,United Kingdom
536945,85099B,WHITE HANGING HEART T-LIGHT HOLDER,3,2025-05-11 16:55:25,2.49,15562.0,United Kingdom
536945,22423,REGENCY CAKESTAND 3 TIER,6,2025-05-11 16:55:25,12.86,15562.0,United Kingdom
536946,84882,GARDENING GLOVES PAIR,6,2025-03-20 17:08:16,5.03,,United Kingdom
536946,84881,ORGANIC POTTING SOIL 10L,3,2025-03-20 17:08:16,7.01,,United Kingdom
536947,71057,MONITOR LIGHT BAR,2,2025-06-23 21:21:17,40.51,17759.0,EIRE
536947,71055,USB-C MULTIPORT ADAPTER,1,2025-06-23 21:21:17,24.57,17759.0,EIRE
536947,85123C,DARK CHOCOLATE BAR 85%,4,2025-06-23 21:21:17,3.45,17759.0,EIRE
536947,85123B,PURE CANE SUGAR,3,2025-06-23 21:21:17,2.46,17759.0,EIRE
536947,85123E,CERAMIC COFFEE MUG,2,2025-06-23 21:21:17,6.27,17759.0,EIRE
536947,22427,ORGANIC EGGS DOZEN,2,2025-06-23 21:21:17,5.06,17759.0,EIRE
536947,22423,ORGANIC WHOLE MILK,1,2025-06-23 21:21:17,3.44,17759.0,EIRE
536948,21216,EMERGENCY FIRST AID TIN,1,2025-08-23 20:13:46,3.64,12895.0,Spain
536949,20727,ALMOND DANISH,6,2025-04-29 18:13:51,2.79,15333.0,United Kingdom
536949,20728,CAPPUCCINO CUP & SAUCER,1,2025-04-29 18:13:51,8.69,15333.0,United Kingdom
536949,20725,CROISSANT ALL BUTTER,1,2025-04-29 18:13:51,2.19,15333.0,United Kingdom
536950,85123D,FRENCH VANILLA SYRUP,2,2025-07-21 02:59:03,5.84,12396.0,United Kingdom
536950,85123A,COLOMBIAN ROAST COFFEE,3,2025-07-21 02:59:03,8.97,12396.0,United Kingdom
536950,85123C,DARK CHOCOLATE BAR 85%,6,2025-07-21 02:59:03,3.43,12396.0,United Kingdom
536950,84879,CERAMIC PLANT POT WHITE,1,2025-07-21 02:59:03,10.25,12396.0,United Kingdom
536950,84883,LED GROW LIGHT BULB,2,2025-07-21 02:59:03,15.17,12396.0,United Kingdom
536951,21231,FELTCRAFT DOLL ROSIE,4,2025-05-05 04:04:55,2.85,13646.0,United Kingdom
536952,85099B,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-11-17 17:21:43,2.66,13563.0,United Kingdom
536952,22720,SET OF 3 CAKE TINS PANTRY,3,2025-11-17 17:21:43,4.8,13563.0,United Kingdom
536953,84880,WATERING CAN GREEN 2L,12,2025-12-20 18:41:49,11.39,14088.0,United Kingdom
536953,84882,GARDENING GLOVES PAIR,2,2025-12-20 18:41:49,4.84,14088.0,United Kingdom
536953,84883,LED GROW LIGHT BULB,1,2025-12-20 18:41:49,14.71,14088.0,United Kingdom
536953,84881,ORGANIC POTTING SOIL 10L,1,2025-12-20 18:41:49,7.15,14088.0,United Kingdom
536953,22423,REGENCY CAKESTAND 3 TIER,3,2025-12-20 18:41:49,12.28,14088.0,United Kingdom
536953,85099B,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-12-20 18:41:49,2.62,14088.0,United Kingdom
536953,22961,,1,2025-12-20 18:41:49,2.97,14088.0,United Kingdom
536954,21736,ORGANIC TOMATO BASIL SAUCE,1,2025-08-05 20:21:32,4.48,,United Kingdom
536954,21735,AGED PARMESAN REGGIANO,24,2025-08-05 20:21:32,8.05,,United Kingdom
536954,21734,ARTISAN PASTA PENNE,2,2025-08-05 20:21:32,3.22,,United Kingdom
536955,21734,ARTISAN PASTA PENNE,1,2025-11-23 22:22:20,3.2,,United Kingdom
536955,21737,GARLIC HERB BREADSTICKS,1,2025-11-23 22:22:20,3.06,,United Kingdom
536955,21736,ORGANIC TOMATO BASIL SAUCE,3,2025-11-23 22:22:20,4.56,,United Kingdom
536956,84880,WATERING CAN GREEN 2L,1,2026-01-03 17:41:43,11.5,,United Kingdom
536956,84883,LED GROW LIGHT BULB,1,2026-01-03 17:41:43,15.31,,United Kingdom
536956,84879,CERAMIC PLANT POT WHITE,2,2026-01-03 17:41:43,9.99,,United Kingdom
536957,71053,WIRELESS ERGONOMIC MOUSE,2,2025-12-13 01:24:18,29.89,15041.0,United Kingdom
536957,71054,MECHANICAL KEYBOARD,12,2025-12-13 01:24:18,69.23,15041.0,United Kingdom
536958,22960,HEART OF WICKER SMALL,1,2025-04-19 03:04:15,1.64,15508.0,United Kingdom
536958,85099B,WHITE HANGING HEART T-LIGHT HOLDER,3,2025-04-19 03:04:15,2.56,15508.0,United Kingdom
536958,71057,MONITOR LIGHT BAR,6,2025-04-19 03:04:15,39.4,15508.0,United Kingdom
536958,71053,WIRELESS ERGONOMIC MOUSE,1,2025-04-19 03:04:15,28.51,15508.0,United Kingdom
536958,20726,PAIN AU CHOCOLAT,4,2025-04-19 03:04:15,2.58,15508.0,United Kingdom
536958,20728,CAPPUCCINO CUP & SAUCER,1,2025-04-19 03:04:15,8.4,15508.0,United Kingdom
536958,20725,CROISSANT ALL BUTTER,1,2025-04-19 03:04:15,2.21,15508.0,United Kingdom
536958,21215,WOODEN PICTURE FRAME,6,2025-04-19 03:04:15,5.23,15508.0,United Kingdom
536959,84880,WATERING CAN GREEN 2L,2,2025-05-09 22:22:30,11.4,16538.0,United Kingdom
536959,84882,GARDENING GLOVES PAIR,1,2025-05-09 22:22:30,5.05,16538.0,United Kingdom
536959,84879,CERAMIC PLANT POT WHITE,6,2025-05-09 22:22:30,10.24,16538.0,United Kingdom
536959,22427,ORGANIC EGGS DOZEN,4,2025-05-09 22:22:30,5.06,16538.0,United Kingdom
536959,22425,SWEET CREAM BUTTER,4,2025-05-09 22:22:30,4.39,16538.0,United Kingdom
536960,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,24,2025-07-14 23:09:17,13.08,14058.0,United Kingdom
536960,21736,ORGANIC TOMATO BASIL SAUCE,1,2025-07-14 23:09:17,4.27,14058.0,United Kingdom
536960,21224,GLASS STORAGE JAR SMALL,1,2025-07-14 23:09:17,2.29,14058.0,United Kingdom
536960,21227,VINTAGE UNION JACK CUSHION,1,2025-07-14 23:09:17,15.18,14058.0,United Kingdom
536961,22425,SWEET CREAM BUTTER,2,2025-06-30 00:47:39,4.3,13486.0,France
536961,22424,WHOLE WHEAT BREAD,2,2025-06-30 00:47:39,2.97,13486.0,France
536961,20725,CROISSANT ALL BUTTER,1,2025-06-30 00:47:39,2.14,13486.0,France
536961,20728,CAPPUCCINO CUP & SAUCER,1,2025-06-30 00:47:39,8.62,13486.0,France
536962,20728,CAPPUCCINO CUP & SAUCER,2,2025-12-08 04:44:10,8.63,,United Kingdom
536962,20727,ALMOND DANISH,24,2025-12-08 04:44:10,2.76,,United Kingdom
536962,20725,CROISSANT ALL BUTTER,2,2025-12-08 04:44:10,2.2,,United Kingdom
536962,22426,STRAWBERRY PRESERVES,1,2025-12-08 04:44:10,3.82,,United Kingdom
536962,22425,SWEET CREAM BUTTER,2,2025-12-08 04:44:10,4.1,,United Kingdom
536962,22427,ORGANIC EGGS DOZEN,2,2025-12-08 04:44:10,4.97,,United Kingdom
536962,21736,ORGANIC TOMATO BASIL SAUCE,6,2025-12-08 04:44:10,4.37,,United Kingdom
536962,21734,ARTISAN PASTA PENNE,4,2025-12-08 04:44:10,3.38,,United Kingdom
536963,71056,LARGE DESK PAD BLACK,2,2025-10-19 21:21:29,15.7,17837.0,United Kingdom
536963,71057,MONITOR LIGHT BAR,2,2025-10-19 21:21:29,40.42,17837.0,United Kingdom
536963,21735,AGED PARMESAN REGGIANO,2,2025-10-19 21:21:29,7.89,17837.0,United Kingdom
536963,21734,ARTISAN PASTA PENNE,1,2025-10-19 21:21:29,3.18,17837.0,United Kingdom
536963,21737,GARLIC HERB BREADSTICKS,1,2025-10-19 21:21:29,2.96,17837.0,United Kingdom
536963,84883,LED GROW LIGHT BULB,3,2025-10-19 21:21:29,14.28,17837.0,United Kingdom
536963,84879,CERAMIC PLANT POT WHITE,4,2025-10-19 21:21:29,9.59,17837.0,United Kingdom
536963,84880,WATERING CAN GREEN 2L,3,2025-10-19 21:21:29,11.9,17837.0,United Kingdom
536964,71053,WIRELESS ERGONOMIC MOUSE,2,2025-08-03 23:15:48,31.28,12397.0,United Kingdom
536964,71056,LARGE DESK PAD BLACK,6,2025-08-03 23:15:48,15.58,12397.0,United Kingdom
536964,71055,USB-C MULTIPORT ADAPTER,2,2025-08-03 23:15:48,24.77,12397.0,United Kingdom
536964,71057,MONITOR LIGHT BAR,12,2025-08-03 23:15:48,39.34,12397.0,United Kingdom
536964,22424,WHOLE WHEAT BREAD,1,2025-08-03 23:15:48,2.87,12397.0,United Kingdom
536964,22427,ORGANIC EGGS DOZEN,1,2025-08-03 23:15:48,4.9,12397.0,United Kingdom
536964,21219,TRAVEL SEWING KIT,1,2025-08-03 23:15:48,2.14,12397.0,United Kingdom
536965,22427,ORGANIC EGGS DOZEN,1,2025-10-01 21:15:52,5.2,14163.0,United Kingdom
536965,22424,WHOLE WHEAT BREAD,3,2025-10-01 21:15:52,2.94,14163.0,United Kingdom
536965,21214,RECIPE BOX PANTRY DESIGN,1,2025-10-01 21:15:52,8.05,14163.0,United Kingdom
536966,85123C,DARK CHOCOLATE BAR 85%,6,2025-11-23 00:04:03,3.67,16029.0,United Kingdom
536966,85123E,CERAMIC COFFEE MUG,12,2025-11-23 00:04:03,6.7,16029.0,United Kingdom
536966,85123B,PURE CANE SUGAR,1,2025-11-23 00:04:03,2.42,16029.0,United Kingdom
536966,22720,SET OF 3 CAKE TINS PANTRY,2,2025-11-23 00:04:03,5.17,16029.0,United Kingdom
536966,22961,HEART OF WICKER LARGE,6,2025-11-23 00:04:03,3.0,16029.0,United Kingdom
536966,22423,REGENCY CAKESTAND 3 TIER,12,2025-11-23 00:04:03,13.1,16029.0,United Kingdom
536967,85123D,FRENCH VANILLA SYRUP,4,2025-06-15 02:40:52,5.7,17762.0,United Kingdom
536967,85123C,DARK CHOCOLATE BAR 85%,2,2025-06-15 02:40:52,3.49,17762.0,United Kingdom
536967,21220,BICYCLE PUNCTURE REPAIR KIT,3,2025-06-15 02:40:52,3.02,17762.0,United Kingdom
536968,21221,RETRO SPOT TEA TOWEL,1,2025-03-09 22:34:28,2.57,17335.0,United Kingdom
536969,22424,WHOLE WHEAT BREAD,12,2025-04-25 04:01:51,3.07,16947.0,United Kingdom
536969,22427,ORGANIC EGGS DOZEN,3,2025-04-25 04:01:51,5.22,16947.0,United Kingdom
536969,22425,SWEET CREAM BUTTER,2,2025-04-25 04:01:51,4.39,16947.0,United Kingdom
536970,21734,ARTISAN PASTA PENNE,4,2025-08-09 22:34:00,3.17,15743.0,United Kingdom
536970,21735,AGED PARMESAN REGGIANO,2,2025-08-09 22:34:00,7.53,15743.0,United Kingdom
536970,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,2,2025-08-09 22:34:00,12.63,15743.0,United Kingdom
536971,22427,ORGANIC EGGS DOZEN,2,2025-03-28 02:49:17,4.89,15022.0,Germany
536971,22424,WHOLE WHEAT BREAD,2,2025-03-28 02:49:17,2.91,15022.0,Germany
536971,21735,AGED PARMESAN REGGIANO,2,2025-03-28 02:49:17,8.09,15022.0,Germany
536971,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,3,2025-03-28 02:49:17,12.8,15022.0,Germany
536972,22961,HEART OF WICKER LARGE,1,2025-06-12 01:32:01,2.96,13099.0,Germany
536972,22720,SET OF 3 CAKE TINS PANTRY,1,2025-06-12 01:32:01,4.7,13099.0,Germany
536972,85099B,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-06-12 01:32:01,2.51,13099.0,Germany
536972,22960,HEART OF WICKER SMALL,3,2025-06-12 01:32:01,1.62,13099.0,Germany
536972,22423,REGENCY CAKESTAND 3 TIER,1,2025-06-12 01:32:01,13.11,13099.0,Germany
536972,21218,SCENTED CANDLE LAVENDER,1,2025-06-12 01:32:01,4.02,13099.0,Germany
536972,21220,BICYCLE PUNCTURE REPAIR KIT,1,2025-06-12 01:32:01,2.92,13099.0,Germany
536973,20725,CROISSANT ALL BUTTER,1,2025-02-05 16:36:46,2.16,16452.0,United Kingdom
536973,20727,ALMOND DANISH,2,2025-02-05 16:36:46,2.64,16452.0,United Kingdom
536973,20729,BLUEBERRY SCONE,2,2025-02-05 16:36:46,2.31,16452.0,United Kingdom
536973,20728,CAPPUCCINO CUP & SAUCER,2,2025-02-05 16:36:46,8.79,16452.0,United Kingdom
536973,20726,PAIN AU CHOCOLAT,1,2025-02-05 16:36:46,2.61,16452.0,United Kingdom
536973,21219,TRAVEL SEWING KIT,3,2025-02-05 16:36:46,2.04,16452.0,United Kingdom
536974,21734,ARTISAN PASTA PENNE,1,2025-12-29 22:28:44,3.21,17640.0,United Kingdom
536974,21737,GARLIC HERB BREADSTICKS,24,2025-12-29 22:28:44,2.96,17640.0,United Kingdom
536974,21736,ORGANIC TOMATO BASIL SAUCE,1,2025-12-29 22:28:44,4.33,17640.0,United Kingdom
536974,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,1,2025-12-29 22:28:44,13.61,17640.0,United Kingdom
536974,21212,VINTAGE SNAP CARDS,2,2025-12-29 22:28:44,0.86,17640.0,United Kingdom
536974,21224,GLASS STORAGE JAR SMALL,1,2025-12-29 22:28:44,2.15,17640.0,United Kingdom
536975,22427,ORGANIC EGGS DOZEN,1,2025-07-15 19:03:24,4.87,13767.0,United Kingdom
536975,22425,SWEET CREAM BUTTER,3,2025-07-15 19:03:24,4.35,13767.0,United Kingdom
536975,85123D,FRENCH VANILLA SYRUP,2,2025-07-15 19:03:24,6.09,13767.0,United Kingdom
536975,85123C,DARK CHOCOLATE BAR 85%,3,2025-07-15 19:03:24,3.52,13767.0,United Kingdom
536975,84880,WATERING CAN GREEN 2L,1,2025-07-15 19:03:24,11.39,13767.0,United Kingdom
536975,84881,ORGANIC POTTING SOIL 10L,2,2025-07-15 19:03:24,7.31,13767.0,United Kingdom
536975,21221,RETRO SPOT TEA TOWEL,1,2025-07-15 19:03:24,2.57,13767.0,United Kingdom
536976,21736,ORGANIC TOMATO BASIL SAUCE,1,2025-08-11 20:36:17,4.36,15752.0,United Kingdom
536976,21735,AGED PARMESAN REGGIANO,1,2025-08-11 20:36:17,8.0,15752.0,United Kingdom
536976,21220,BICYCLE PUNCTURE REPAIR KIT,1,2025-08-11 20:36:17,2.94,15752.0,United Kingdom
536976,21224,GLASS STORAGE JAR SMALL,2,2025-08-11 20:36:17,2.27,15752.0,United Kingdom
536977,21215,WOODEN PICTURE FRAME,2,2025-04-21 04:10:35,5.39,15767.0,Germany
536978,71056,LARGE DESK PAD BLACK,2,2025-08-10 17:52:55,15.52,12972.0,United Kingdom
536978,71054,MECHANICAL KEYBOARD,4,2025-08-10 17:52:55,71.9,12972.0,United Kingdom
536979,85123A,COLOMBIAN ROAST COFFEE,1,2025-10-21 18:54:46,9.12,12496.0,Spain
536979,85123C,DARK CHOCOLATE BAR 85%,3,2025-10-21 18:54:46,3.46,12496.0,Spain
536979,21221,RETRO SPOT TEA TOWEL,6,2025-10-21 18:54:46,2.42,12496.0,Spain
536980,85099B,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-04-30 23:22:36,2.45,12432.0,United Kingdom
536980,22423,REGENCY CAKESTAND 3 TIER,3,2025-04-30 23:22:36,12.81,12432.0,United Kingdom
536980,22720,SET OF 3 CAKE TINS PANTRY,1,2025-04-30 23:22:36,4.9,12432.0,United Kingdom
536981,22425,SWEET CREAM BUTTER,2,2025-05-30 04:07:02,4.08,17268.0,United Kingdom
536981,22427,ORGANIC EGGS DOZEN,1,2025-05-30 04:07:02,5.1,17268.0,United Kingdom
536981,85123D,FRENCH VANILLA SYRUP,1,2025-05-30 04:07:02,5.73,17268.0,United Kingdom
