customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,avg_monthly_spend,spend_gap,num_addon_services,has_internet,is_month_to_month,is_electronic_check,charges_per_service,is_new_customer,pm_contract,pm_contract_te_oof
4950-BDEUX,Male,0,No,No,35,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,1701.65,0,25-48mo,48.61857142857143,-0.5814285714285745,3,1,1,1,12.3,0,Electronic check | Month-to-month,0.5290717551395768
3977-QCRSL,Female,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.15,117.95,0,0-6mo,23.59,3.4400000000000013,0,0,1,0,20.15,0,Mailed check | Month-to-month,0.3139376617544882
5734-EJKXG,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.6,7365.7,0,61mo+,120.74918032786886,2.149180327868862,6,1,0,1,14.825,0,Electronic check | One year,0.19001503032500247
5378-IKEEG,Female,0,No,No,1,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,1,0-6mo,35.75,0.0,1,1,1,1,17.875,1,Electronic check | Month-to-month,0.5344521458698098
8746-OQQRW,Male,0,No,No,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.25,101.9,0,0-6mo,25.475,0.22500000000000142,0,0,1,0,25.25,0,Mailed check | Month-to-month,0.3139376617544882
9199-PWQVC,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,0,61mo+,75.97063492063492,-3.729365079365081,4,1,0,0,13.283333333333333,0,Credit card (automatic) | One year,0.10978364799377616
3823-KYNQY,Male,0,No,No,12,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),24.95,280.4,0,7-12mo,23.366666666666664,-1.5833333333333357,0,0,0,0,24.95,0,Credit card (automatic) | One year,0.11493617103246348
5570-PTWEH,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.15,216.75,1,0-6mo,72.25,-2.9000000000000057,0,1,1,0,37.575,1,Credit card (automatic) | Month-to-month,0.31435662535902154
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,13-24mo,103.95,-1.3999999999999915,4,1,1,0,17.558333333333334,0,Bank transfer (automatic) | Month-to-month,0.32882984484282995
6598-KELSS,Male,0,No,Yes,50,No,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),43.05,2208.05,0,49-60mo,44.161,1.1110000000000042,3,1,0,0,10.7625,0,Bank transfer (automatic) | One year,0.09783147669196658
7547-EKNFS,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35,1,25-48mo,94.2702380952381,-0.9797619047619008,3,1,1,0,19.05,0,Bank transfer (automatic) | Month-to-month,0.3231734990541154
0114-RSRRW,Female,0,Yes,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,0,7-12mo,18.775,-1.1750000000000007,0,0,1,0,19.95,0,Bank transfer (automatic) | Month-to-month,0.32653180742734916
4547-FZJWE,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),59.45,3157.0,0,49-60mo,57.4,-2.0500000000000043,2,1,0,0,14.8625,0,Credit card (automatic) | One year,0.10978364799377616
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,13-24mo,77.32608695652173,2.326086956521735,1,1,1,0,25.0,0,Bank transfer (automatic) | Month-to-month,0.33828811004083686
9643-YBLUR,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.05,653.95,0,7-12mo,72.66111111111111,3.6111111111111143,3,1,1,0,13.809999999999999,0,Credit card (automatic) | Month-to-month,0.32676059419152825
2931-VUVJN,Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,94.05,5483.9,0,49-60mo,92.94745762711864,-1.1025423728813593,4,1,0,1,15.674999999999999,0,Electronic check | One year,0.19001503032500247
9453-PATOS,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,85.1,6155.4,0,61mo+,85.49166666666666,0.3916666666666657,6,1,0,0,10.6375,0,Mailed check | Two year,0.014912376026022764
1393-IMKZG,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,0,0-6mo,95.85,0.0,3,1,1,1,19.169999999999998,1,Electronic check | Month-to-month,0.5344521458698098
8067-NIOYM,Female,0,Yes,Yes,24,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),21.1,490.65,0,13-24mo,20.443749999999998,-0.6562500000000036,0,0,0,0,21.1,0,Credit card (automatic) | Two year,0.025606186011606306
1697-BCSHV,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,0,49-60mo,68.45517241379311,1.6551724137931103,2,1,1,0,16.7,0,Bank transfer (automatic) | Month-to-month,0.33828811004083686
6663-JOCQO,Male,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5,0,25-48mo,75.62903225806451,0.37903225806451246,4,1,0,0,12.541666666666666,0,Bank transfer (automatic) | One year,0.09097512356298298
6036-TTFYU,Female,0,Yes,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.6,314.45,0,13-24mo,19.653125,0.05312499999999787,0,0,1,0,19.6,0,Mailed check | Month-to-month,0.31573555733985165
9592-ERDKV,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,79.25,2911.8,0,25-48mo,78.6972972972973,-0.5527027027027032,4,1,0,0,13.208333333333334,0,Mailed check | One year,0.08398945353151956
9824-BEMCV,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,1149.65,1,13-24mo,67.62647058823529,-1.3735294117647072,0,1,1,1,34.5,0,Electronic check | Month-to-month,0.5454685719986728
5002-GCQFH,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,0,49-60mo,96.59387755102041,2.743877551020418,3,1,1,0,18.77,0,Bank transfer (automatic) | Month-to-month,0.32653180742734916
2962-XPMCQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.15,98.5,1,0-6mo,49.25,4.100000000000001,0,1,1,1,22.575,1,Electronic check | Month-to-month,0.5290717551395768
6686-YPGHK,Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,1,25-48mo,86.00638297872341,0.5063829787234084,2,1,1,0,21.375,0,Mailed check | Month-to-month,0.31510841659791056
0488-GSLFR,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,1,0-6mo,69.5,0.0,0,1,1,1,34.75,1,Electronic check | Month-to-month,0.5454685719986728
1935-IMVBB,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,0,49-60mo,88.44553571428571,-1.2544642857142918,2,1,1,0,22.425,0,Mailed check | Month-to-month,0.3139376617544882
7432-FFVAR,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.95,4236.6,0,25-48mo,92.10000000000001,1.1500000000000057,3,1,0,0,18.19,0,Bank transfer (automatic) | One year,0.09908376255158206
0238-WHBIQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,0,61mo+,88.04583333333333,-1.6541666666666686,6,1,0,0,11.2125,0,Credit card (automatic) | Two year,0.030586698494424087
7486-KSRVI,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,4211.55,1,25-48mo,97.94302325581396,-2.056976744186045,3,1,0,1,20.0,0,Electronic check | One year,0.1818931533902864
1915-IOFGU,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,1,0-6mo,70.5,0.0,0,1,1,1,35.25,1,Electronic check | Month-to-month,0.546216898869445
5304-EFJLP,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,0,61mo+,111.42847222222223,-0.22152777777778,5,1,0,0,15.950000000000001,0,Bank transfer (automatic) | Two year,0.05138714084400985
7636-OWBPG,Male,1,No,No,12,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,0,7-12mo,31.766666666666666,2.4166666666666643,1,1,1,0,14.675,0,Credit card (automatic) | Month-to-month,0.34472437750393026
3908-MKIMJ,Male,1,Yes,No,68,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.95,2965.75,0,61mo+,43.6139705882353,1.6639705882352942,3,1,0,1,10.4875,0,Electronic check | Two year,0.09960283868697074
1866-RZZQS,Male,1,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.4,4187.75,1,25-48mo,102.14024390243902,3.740243902439019,3,1,1,1,19.68,0,Electronic check | Month-to-month,0.546216898869445
4001-TSBTV,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.55,5511.65,0,49-60mo,95.02844827586206,3.478448275862064,3,1,1,1,18.31,0,Electronic check | Month-to-month,0.5454685719986728
5202-IVJNU,Female,0,No,Yes,39,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1131.3,1,25-48mo,29.007692307692306,-1.0923076923076955,1,1,1,0,15.05,0,Credit card (automatic) | Month-to-month,0.29779151516679164
4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,0,25-48mo,76.71770833333333,-2.0322916666666657,4,1,0,0,13.125,0,Credit card (automatic) | One year,0.10978364799377616
8815-LMFLX,Male,0,Yes,Yes,25,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,0,25-48mo,21.874000000000002,-3.5259999999999962,0,0,1,0,25.4,0,Bank transfer (automatic) | Month-to-month,0.32882984484282995
6696-YDAYZ,Male,0,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.5,290.55,0,13-24mo,18.159375,-2.3406249999999993,0,0,0,0,20.5,0,Mailed check | Two year,0.018688884041668984
1307-ATKGB,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,0,13-24mo,91.13125000000001,1.5812500000000114,3,1,1,1,17.91,0,Electronic check | Month-to-month,0.545237048618192
9386-LDCZR,Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.65,3882.3,0,25-48mo,90.28604651162792,-0.36395348837208985,4,1,0,0,15.108333333333334,0,Credit card (automatic) | One year,0.11493617103246348
3751-KTZEL,Female,0,No,No,1,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,35.05,35.05,1,0-6mo,35.05,0.0,1,1,1,0,17.525,1,Mailed check | Month-to-month,0.32649664757474545
9269-CQOOL,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.7,169.45,1,0-6mo,56.48333333333333,1.7833333333333243,1,1,1,0,18.233333333333334,1,Credit card (automatic) | Month-to-month,0.29779151516679164
9633-XQABV,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,229.7,0,0-6mo,76.56666666666666,6.316666666666663,0,1,1,1,35.125,1,Electronic check | Month-to-month,0.5290717551395768
7672-VFMXZ,Male,0,Yes,No,57,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.7,3171.6,0,49-60mo,55.642105263157895,-0.05789473684210833,2,1,1,1,13.925,0,Electronic check | Month-to-month,0.546216898869445
2267-WTPYD,Female,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),94.0,5438.95,0,49-60mo,95.42017543859649,1.4201754385964875,3,1,1,0,18.8,0,Credit card (automatic) | Month-to-month,0.29779151516679164
7246-ZGQDF,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.5,54.5,0,0-6mo,54.5,0.0,2,1,1,1,13.625,1,Electronic check | Month-to-month,0.5290717551395768
6410-LEFEN,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,416.45,1,7-12mo,46.27222222222222,1.12222222222222,0,1,1,1,22.575,0,Electronic check | Month-to-month,0.5454685719986728
3319-DWOEP,Male,1,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.75,573.75,1,0-6mo,95.625,-0.125,3,1,1,1,19.15,0,Electronic check | Month-to-month,0.545237048618192
3552-CTCYF,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25,0,61mo+,104.71825396825396,-0.0817460317460359,4,1,0,0,17.466666666666665,0,Bank transfer (automatic) | Two year,0.03365301097440313
5599-HVLTW,Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,0,13-24mo,75.57857142857142,-4.771428571428572,1,1,1,0,26.78333333333333,0,Bank transfer (automatic) | Month-to-month,0.3231734990541154
0396-UKGAI,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,0,13-24mo,55.834782608695654,0.5347826086956573,2,1,1,0,13.825,0,Bank transfer (automatic) | Month-to-month,0.32653180742734916
3612-YVGSJ,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.45,1681.6,0,61mo+,23.68450704225352,-0.7654929577464777,0,0,0,0,24.45,0,Credit card (automatic) | Two year,0.030586698494424087
5977-CKHON,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,0,25-48mo,93.93023255813954,1.3802325581395394,2,1,1,0,23.1375,0,Bank transfer (automatic) | Month-to-month,0.32653180742734916
1792-UXAFY,Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,1,13-24mo,88.0529411764706,-1.0970588235294088,3,1,1,1,17.830000000000002,0,Electronic check | Month-to-month,0.545237048618192
0799-DDIHE,Female,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,0,13-24mo,42.63,-3.6699999999999946,0,1,1,1,23.15,0,Electronic check | Month-to-month,0.545237048618192
3057-VJJQE,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,55.25,1924.1,0,25-48mo,54.97428571428571,-0.2757142857142867,1,1,0,0,18.416666666666668,0,Mailed check | Two year,0.018688884041668984
4077-CROMM,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,3243.45,1,25-48mo,104.62741935483871,0.42741935483870463,4,1,1,1,17.366666666666667,0,Electronic check | Month-to-month,0.5344521458698098
5248-KWLAR,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,0,61mo+,89.08802816901408,-1.2619718309859138,6,1,0,1,11.29375,0,Electronic check | Two year,0.10404939398549622
6599-CEBNN,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,1,25-48mo,74.24852941176471,0.2985294117647044,1,1,1,0,24.650000000000002,0,Credit card (automatic) | Month-to-month,0.32676059419152825
7459-RRWQZ,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,1,13-24mo,66.30333333333333,1.6533333333333218,2,1,1,0,16.1625,0,Bank transfer (automatic) | Month-to-month,0.33828811004083686
9574-BOSMD,Male,0,Yes,Yes,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.4,1620.2,0,61mo+,23.826470588235296,-1.573529411764703,0,0,0,0,25.4,0,Bank transfer (automatic) | Two year,0.04720195755715395
9470-RTWDV,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,2083.1,0,25-48mo,80.11923076923077,-1.880769230769232,4,1,0,0,13.666666666666666,0,Credit card (automatic) | One year,0.11493617103246348
2585-KTFRE,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,0,0-6mo,70.45,0.0,4,1,1,0,11.741666666666667,1,Bank transfer (automatic) | Month-to-month,0.3239220770495539
6463-MVYRY,Female,1,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.85,4003.0,0,49-60mo,70.2280701754386,0.37807017543860866,4,1,0,0,11.641666666666666,0,Bank transfer (automatic) | Two year,0.05138714084400985
2237-ZFSMY,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.55,3692.85,1,25-48mo,94.68846153846154,-0.8615384615384585,4,1,0,1,15.924999999999999,0,Electronic check | One year,0.18545013967989382
5512-IDZEI,Male,0,Yes,Yes,46,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,24.9,1174.8,0,25-48mo,25.539130434782606,0.6391304347826079,0,0,0,1,24.9,0,Electronic check | One year,0.18841152795939065
2324-EFHVG,Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,6692.65,0,61mo+,104.57265625,0.17265624999998863,4,1,0,0,17.400000000000002,0,Bank transfer (automatic) | Two year,0.05138714084400985
7398-SKNQZ,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.9,273.2,0,0-6mo,91.06666666666666,-3.833333333333343,2,1,1,1,23.725,1,Electronic check | Month-to-month,0.5454685719986728
5712-VBOXD,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.15,68.45,0,0-6mo,17.1125,-3.037499999999998,0,0,1,0,20.15,0,Credit card (automatic) | Month-to-month,0.34472437750393026
7579-KKLOE,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6589.6,0,61mo+,92.8112676056338,1.5612676056338017,6,1,0,0,11.40625,0,Mailed check | Two year,0.0172993759344817
5480-TBGPH,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,1,13-24mo,101.30624999999999,2.0062499999999943,4,1,1,0,16.55,0,Credit card (automatic) | Month-to-month,0.31435662535902154
1985-MBRYP,Female,0,No,No,43,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.65,779.25,0,25-48mo,18.122093023255815,-1.527906976744184,0,0,0,0,19.65,0,Bank transfer (automatic) | Two year,0.05138714084400985
1703-MGIAB,Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.0,1108.0,0,13-24mo,65.17647058823529,-3.82352941176471,3,1,1,0,13.8,0,Mailed check | Month-to-month,0.3139376617544882
0666-UXTJO,Male,1,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.2,2874.45,0,25-48mo,84.54264705882352,-0.6573529411764838,2,1,1,0,21.3,0,Credit card (automatic) | Month-to-month,0.31435662535902154
3580-REOAC,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,435.4,1,7-12mo,43.54,-1.3100000000000023,0,1,1,0,22.425,0,Credit card (automatic) | Month-to-month,0.31435662535902154
0093-EXYQL,Female,1,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,0,25-48mo,91.84,0.29000000000000625,2,1,1,1,22.8875,0,Electronic check | Month-to-month,0.5344521458698098
5792-JALQC,Female,1,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,0,49-60mo,59.67788461538461,-0.17211538461538822,2,1,0,0,14.9625,0,Bank transfer (automatic) | Two year,0.03796251846211289
3062-ICYZQ,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.8,4539.35,0,49-60mo,89.00686274509805,-4.79313725490195,3,1,1,1,18.759999999999998,0,Electronic check | Month-to-month,0.545237048618192
7315-WYOAW,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.75,1313.25,0,13-24mo,101.01923076923077,0.2692307692307736,3,1,1,1,20.15,0,Electronic check | Month-to-month,0.5454685719986728
2937-FTHUR,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.7,0,13-24mo,64.81666666666666,0.01666666666666572,2,1,1,1,16.2,0,Electronic check | Month-to-month,0.545237048618192
8845-LWKGE,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.5,1985.15,0,25-48mo,66.17166666666667,1.6716666666666669,3,1,0,1,12.9,0,Electronic check | One year,0.1818931533902864
2984-MIIZL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9,1,0-6mo,80.475,5.674999999999997,1,1,1,0,24.933333333333334,0,Bank transfer (automatic) | Month-to-month,0.3231734990541154
1564-HJUVY,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,0,0-6mo,56.55,-7.200000000000003,3,1,1,0,12.75,0,Bank transfer (automatic) | Month-to-month,0.3231734990541154
8305-VHZBZ,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.2,20.2,1,0-6mo,20.2,0.0,0,0,1,0,20.2,1,Mailed check | Month-to-month,0.31510841659791056
4487-ZYJZK,Female,0,Yes,Yes,38,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.6,763.1,0,25-48mo,20.08157894736842,0.4815789473684191,0,0,0,0,19.6,0,Credit card (automatic) | One year,0.10096034896354385
8398-TBIYD,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.7,6185.15,0,61mo+,85.9048611111111,1.2048611111111,2,1,0,0,21.175,0,Bank transfer (automatic) | Two year,0.03564890894615033
1813-JYWTO,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.45,5737.6,0,61mo+,79.6888888888889,-0.7611111111111057,1,1,0,0,26.816666666666666,0,Bank transfer (automatic) | Two year,0.03564890894615033
0674-EYYZV,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.65,54.65,0,0-6mo,54.65,0.0,1,1,1,1,18.216666666666665,1,Electronic check | Month-to-month,0.545237048618192
2530-FMFXO,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,0,49-60mo,104.88839285714286,1.6883928571428584,4,1,0,1,17.2,0,Electronic check | Two year,0.10404939398549622
0529-ONKER,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,1,13-24mo,76.44333333333334,0.7933333333333366,0,1,1,1,37.825,0,Electronic check | Month-to-month,0.546216898869445
5982-XMDEX,Female,0,No,No,65,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),26.5,1698.55,0,61mo+,26.13153846153846,-0.3684615384615384,0,0,0,0,26.5,0,Bank transfer (automatic) | Two year,0.04720195755715395
4710-NKCAW,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),64.4,316.9,0,0-6mo,63.379999999999995,-1.0200000000000102,3,1,1,0,12.88,0,Credit card (automatic) | Month-to-month,0.29779151516679164
6024-RUGGH,Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.2,1798.9,0,61mo+,24.984722222222224,-0.21527777777777501,0,0,0,0,25.2,0,Bank transfer (automatic) | Two year,0.03564890894615033
1304-SEGFY,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,97.85,6841.3,0,61mo+,95.01805555555556,-2.8319444444444315,3,1,0,1,19.57,0,Electronic check | Two year,0.10404939398549622
8148-BPLZQ,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1734.2,0,25-48mo,51.00588235294118,1.205882352941181,1,1,1,1,16.599999999999998,0,Electronic check | Month-to-month,0.545237048618192
1728-CXQBE,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,6081.4,0,61mo+,95.021875,0.7718749999999943,3,1,1,1,18.85,0,Electronic check | Month-to-month,0.545237048618192
